"","MD_11","MD_12","MD_14","MD_15","MD_16","MD_17","MD_18","MW_1","MW_10","MW_2","MW_3","MW_5","MW_6","MW_8","MW_9"
"Module_12",-2.85289939019078,-3.07208011730366,-1.40460273714598,-1.20039232401055,-0.288740258917595,-0.132744833210438,-1.3401914808368,0.687409413748073,3.39544955941088,1.75653683371766,3.06434873923611,0.777007463661456,-0.547436725626534,-1.74770424561587,2.90604010308402
"Module_13",4.79179280725704,1.74527735883174,-0.351995531135299,3.13916762708789,1.79919670154423,1.74030696089744,2.46653506008219,-2.01155971593266,-2.61611150929443,-1.12963993565352,-3.53181729087167,-3.71203701524485,0.156786646404551,0.134531034710802,-2.62043319868347
"Module_14",-2.82288301963405,-2.87637017125173,3.2956529202195,-0.646959192243098,-0.629742827997198,0.0258418446493031,0.0717921116406976,0.913690494527763,1.11557790346431,1.82191918038067,0.107133663729639,-0.132231229872608,-0.0509631838378974,-1.51796392029499,1.32550542651969
"Module_15",-2.10261125960317,-2.26165291108716,0.124829121800883,-0.954337625788292,-0.569567668035691,-1.08650260924069,0.502589959941579,-1.21566002128226,2.14589304641691,0.664750848725122,-0.0815575251920602,3.33682622300678,-0.588834137586085,-0.932583269148193,3.0184178270723
"Module_16",0.0493191128674443,1.7011927032064,-2.84310548659149,-1.16096637288729,-1.55856127017996,-0.213094671871767,1.01439774466025,0.0440046774327541,-0.479560096154094,0.235884904372284,-0.956952500224179,-0.229731700320278,2.72218683057314,2.615533109312,-0.940546984195196
"Module_17",1.30342570566673,1.49134974296154,0.100059049722443,1.11307229483868,-0.183192012557226,0.355936250411905,0.590963706766179,-0.139467203501707,-2.68839974451823,-2.31345979113635,-2.48171038934442,0.159277882484829,2.40452797763562,1.59871662641465,-1.31110009584466
"Module_18",-3.26166506739791,-1.12614397350844,-0.234357224854548,-2.94587172374238,-1.65999631275943,-1.52091240088224,-1.2215339740006,-0.127282742817206,3.35453613405104,1.86129678891132,2.24623886654456,3.59325036991905,-1.03638250869965,-0.000199381945327565,2.07902315118177
"Module_19",-2.99289968859086,-1.59982948562596,-1.94234868359984,-1.90003686123312,0.22762553383926,0.96306342062579,-0.660860665630168,1.51425117331488,1.04580248153134,2.37438420318305,1.90495059864348,0.702910003424208,0.908960201652429,-2.67637209967854,2.13039986814407
"Module_20",-2.61207245761388,-2.29440856181797,0.0566151474658145,-0.928967051157944,-0.567006042838914,1.26910257207008,-0.841145835057944,0.655001092293437,2.47332805043232,0.988214339367508,1.03778976523009,0.359389431550694,1.24493820526629,-2.52622654477849,1.6854478895889
"Module_21",-0.225668435123992,1.20278918053772,-1.8603882771131,-1.72544762173667,-0.865294425875648,-0.796644077467492,-0.536193283209118,-0.713399231978025,3.89274331849105,1.62160902087382,0.180478549389843,-1.00973600297879,-0.718234060570728,0.642941081362758,0.910444265398368
"Module_22",-1.07898543067714,-3.41039272596031,-1.54267376846762,-1.31047475346535,-0.158408617420681,-0.0654953110615866,0.80515517425529,0.743026215686258,2.9003595848311,1.68122583587018,-0.0016170283975685,1.37468962645776,0.132448581627752,-2.28611304655757,2.21725566327948
"Module_23",-3.26643187086192,2.3071986250051,1.16531599686746,-2.68828987896178,1.49661990038985,1.57516275130947,0.910300078439467,-2.2048687233596,0.518166669412162,0.666498158334667,-1.28058057035465,1.47264758858545,-0.413388674853296,0.903105196226569,-1.16145524617893
"Module_24",-2.09962199188797,0.300142496836975,1.83075685092846,-2.01395809421932,-0.266481097486172,-0.651590098933592,0.30633423280295,0.332358492160312,-2.88468633199752,0.775680621495093,1.03327893245823,2.97551333503675,2.6983840992109,-0.535678311865458,-1.80043313453965
"Module_25",-2.18309764014187,-2.0124387345858,-0.84122928448419,-1.66199339444589,-0.667482714188996,-0.798627289722778,-0.387223561462115,0.266505709154268,2.27467831876725,2.34618780973698,3.02734037510744,0.798245901959224,1.21974892248648,-2.00865278907695,0.628038370896932
"Module_26",-2.15321477801252,0.773379952312296,-0.789857941273646,-2.80370210555711,0.653845399012687,-0.575846755318698,2.38780336058094,0.446941384530173,-0.326305370862007,-0.252787436016805,0.731296914030847,-0.253232166113936,2.66927346793031,2.357049913383,-2.86464383862554
"Module_27",-0.724849199846044,0.583959627566725,1.92448243980727,-2.39289411604775,-1.39490907604151,-0.320699033317058,0.489383094889026,-0.361451641155665,0.564265506942066,1.98609131690847,-0.55150665258405,-1.35267054487267,1.50985583910756,0.929402252949012,-0.888459814305376
"Module_28",-1.57941174015763,0.761057964537513,0.592261537359328,-1.9063969892529,1.02899763843543,1.65113079795547,-0.271411694625562,-0.648097132483159,-0.704537827693328,-0.418465788715941,1.70140299287186,3.41068803524319,-0.302794167151939,-1.23568333301929,-2.07874029330304
"Module_29",1.78750291976434,0.103068168408267,2.24022306407189,3.07475869134992,0.773251411751887,-0.687675112375576,1.40227062176062,-1.4552647043032,-2.47485206738086,-0.883024714037729,-1.43315854716819,-0.253148547044304,0.158860378146755,1.32144150176655,-3.67425306471037
"Module_30",-3.8230269803915,-0.475009021271581,0.45112537825601,-2.94043261445442,0.896131002302363,0.339144417879449,-0.0658691150068947,1.14862725270394,-0.539990360830373,0.00301271927494887,2.37536450660418,0.935970020315981,-0.511319466971357,1.5379007820943,0.668371479494955
"Module_31",-8.19572980242035,-5.48789368187775,-1.7561288378768,-4.40855521552631,-1.0650860338266,0.0181976254645437,-1.89232589840478,1.92825998797908,5.69647673413205,4.81195295271897,2.70413332456087,3.23706341434028,0.492251514787824,-1.45950241566449,5.37688633161349
"Module_32",-4.99026511414178,-4.48399813107352,-0.668200938668269,-2.95445267156132,-0.624921031664824,-0.111588096809209,-1.3160053946784,1.0539284385001,4.18762269074728,3.04601052733572,0.405386785265811,2.53833560449199,1.00746770665541,-0.956102744542702,3.86678237014367
"Module_33",-5.603434733273,-2.18862553633876,1.45466841296641,-1.99258025992634,-0.802471925573333,-0.6915820296783,-1.65027601224133,2.02986865616823,2.2870090127817,1.96049449998403,0.988871975453417,1.49427946926736,0.657856711747594,-0.901956220825906,2.95787797948826
"Module_34",-6.51366095158828,-7.01600381034352,-1.08585785484924,-4.35790470826261,-1.30482980136378,-1.36853292281879,-1.24416421875319,0.0360167888259988,7.91350862621656,3.2456485893387,4.3856511259432,3.28413265444275,-0.903891235876521,-2.15931815408488,7.08920587317363
"Module_35",-2.90175107788144,-0.2988757606861,-0.725591580575317,-2.20963052222409,-1.5068610702495,-0.4502521362035,-3.17705033064236,2.70451853142885,2.12664095068893,1.04219589296134,1.94599098398162,0.183162370156693,1.01390080055103,1.06170308088862,1.1918998678052
"Module_36",-3.26953223093397,-2.98132701157096,-0.527462089943905,-1.03051929270381,1.02369836499202,0.78691238326836,0.296641693424862,0.66213945305488,0.361372538837583,2.53001536226503,1.7554050995557,0.599255790096672,0.894661596841671,-2.31503877172955,1.2137771145454
"Module_37",-3.26816884248322,0.283854895751731,-1.75088097858639,-2.81977368192607,-1.61635489413843,-1.25432386390819,-0.792531958255819,0.439480115612274,3.82758811564771,0.995161772289327,2.05971772109135,0.608076391374383,0.508526116428921,0.480974313812918,2.2986547772895
"Module_38",-2.70073890250367,-2.11322202884455,-0.847712876746665,-1.98387656346971,-0.549042800528827,-0.408966606506629,0.480538953263295,0.581377587795175,2.02921801330029,2.28993413967125,1.04629748111936,0.46433356477386,0.646983538400473,-0.285467298944894,1.35034379922121
"Module_39",-2.28369766014978,-2.80307567082263,0.584831772323961,-2.19942978167632,-0.894991832954307,-0.267782628587667,-0.269440511558351,-0.726644441557898,2.81409892500683,1.29269605089791,0.742738684016115,1.84118566839007,-0.0216604328108615,-0.173207430163949,2.36437928964685
"Module_40",-1.92709652754389,-2.98677315844304,1.49590935463644,-1.59055675653333,-0.607681622734424,-1.11407914437098,-0.473365815756027,-0.802688808327257,2.1989708838804,1.3782790679821,1.60250107398147,1.60446353287593,-0.908997378438436,0.10816857827422,2.02294672051682
"Module_41",-2.79694614014827,-3.18450942208194,-1.42908404248276,-1.589705743596,-0.533248307143898,-0.045600597323579,0.460369650999904,0.0517385492850009,2.6283557243358,0.899888887891144,1.57583087612207,2.09564703508296,0.301527578481112,-0.361043118996824,1.92677906957528
"Module_42",4.63231993933841,2.30956516055202,-2.03274351831158,2.79450831530634,-0.0174329860515398,0.73157757800758,1.64496120531881,-1.37032865950962,-4.1527135455211,-1.48789931519696,-3.7555755052939,-0.286738996360212,1.44027556404226,2.94959270381207,-3.3993679401326
"Module_43",-2.64416790701968,-1.12777482501369,0.020470599907872,-2.07032873666261,-1.35107024368058,-0.728933417294629,0.332283097393337,-0.0483675854753137,1.52478017906362,1.16252656216584,1.01520836549293,2.2510933717558,-0.205272207326081,0.680147734502806,1.18940501219037
"Module_44",-2.29296149851742,-2.47117946093247,-1.71985896917731,-0.556857716681048,-0.933952310664306,0.23619722816523,0.339530396149896,0.211945044938048,1.50233922388495,1.72389205410525,0.377860714544225,2.30405569326255,-0.518222434815381,-1.09804860085174,2.89526063658953
"Module_45",-2.34737244152162,-2.89624673070637,-0.515881544267116,-1.71829661071148,-0.235706878171111,-0.503510712565616,-0.252127541353957,0.0970208232727247,2.19014016229084,1.61907396612408,2.14028781512708,1.6075635558715,-0.232638091913785,-0.988742578936062,2.0364368074609
"Module_46",-2.22619138004865,-3.2106655675254,0.403131177855103,0.641351053256043,0.576701817242914,0.552431221387667,0.17251284187694,1.05321852402946,0.992819014528949,1.18166530322112,0.293897379312538,0.509174549519935,0.98680166349483,-3.36479477883519,1.43794718068373
"Module_47",-3.00343885674843,-2.94508501078592,-0.433872285512417,-1.73184704362811,-0.53736582166853,0.441053707464486,-0.575260397912092,-0.103476524747531,2.90071041574564,0.774499562817354,1.04411185727835,1.37109887822269,0.664077658378308,-0.259841245550809,2.394635106647
