Contig ,MW_10,MW_9,MW_1,MW_2,MW_3,MW_5,MW_6,MW_7,MW_8,MD_11,MD_12,MD_13,MD_14,MD_15,MD_16,MD_17,MD_18,Log2FC(+We),DE/NDE(+We),DE/NDE(no We)
Ref_259_comp28921_c0_seq1,1.195,1.05,0.859,0.45,0.307,0.668,0.955,2.105,1.066,1.115,0.814,1.05,0.482,1.153,0.699,1.024,1.428,-0.105,NDE,NDE
Ref_259_comp29273_c0_seq1,1.085,0.636,1.072,0.544,0.372,0.606,0.867,1.813,0.323,0.9,1.331,0.751,0.729,0.571,0.846,1.184,1.046,0.121,NDE,NDE
Ref_259_comp29918_c0_seq1,0,0.06,0.129,0,0,0.038,0.191,0.065,0.053,0,0,0,0,0,0.051,0.112,0.06,-1.09,NDE,NDE
Ref_259_comp30069_c0_seq1,1.345,1.516,0.927,0.475,0.542,0.526,0.351,0.476,0.735,0.581,0.598,0.806,0.487,1.617,0.7,0.565,0.497,-0.162,NDE,NDE
Ref_259_comp30286_c0_seq1,0.15,0.376,1.022,0.169,0.431,0.239,0.957,0.568,0.401,0.372,1.142,0.191,0.482,0.105,0.509,0.373,0.527,-0.192,NDE,NDE
Ref_259_comp30377_c0_seq1,1.123,0.663,1.496,0.05,0.543,0.548,1.478,1.862,1.592,1.479,0.576,0.844,1.171,0.927,0.393,0.824,0.93,-0.334,NDE,NDE
Ref_259_comp30897_c0_seq1,0.506,0.63,0.968,0.548,0.35,0.969,0.259,0.351,0.289,0.579,0.905,0.698,0.457,0.824,0.344,0.227,1.242,0.122,NDE,NDE
Ref_259_comp31392_c0_seq1,1.777,1.695,1.309,0.602,0.657,0.964,0.994,2.888,0.555,0.884,1.162,0.908,0.859,1.62,1.435,0.775,1.787,-0.17,NDE,NDE
Ref_259_comp31762_c0_seq1,0.535,0.403,0.704,0.369,0.183,0.256,0.32,0.29,0.119,0.222,0.243,0.284,0.574,0.312,0.606,0.416,0.538,-0.02,NDE,NDE
Ref_259_comp32113_c0_seq1,0.593,0.595,0.852,0.397,0.325,0.421,0.369,0.357,0.588,0.738,0.359,0.337,0.319,1.017,0.336,0.411,0.53,-0.048,NDE,NDE
Ref_259_comp32217_c0_seq1,0.506,2.449,0.86,0.277,0.681,1.498,0.331,0.1,0.739,0.515,0.1,0.47,0.445,5.486,0.626,0.459,3.101,0.597,NDE,NDE
Ref_259_comp32319_c0_seq1,1.855,0.396,0.865,0.208,0.973,0.453,1.072,0.941,0.81,0.638,0.86,0.655,0.636,1.273,0.973,0.689,1.429,-0.004,NDE,NDE
Ref_259_comp32530_c0_seq1,2.007,0.935,1.21,0.593,0.53,0.274,0.744,0.932,0.256,0.891,1.015,1.19,0.462,0.905,1.035,0.447,0.865,-0.123,NDE,NDE
Ref_259_comp32849_c0_seq1,0.979,1.664,1.001,0.567,0.557,0.288,0.542,1.061,1.612,1.78,0.492,0.673,1.092,2.324,1.088,1.22,0.909,0.235,NDE,NDE
Ref_259_comp34411_c0_seq1,1.068,0.939,1.008,0.176,0.576,0.405,0.747,0.724,0.626,0.831,0.182,0.597,1.022,2.248,1.362,0.687,1.175,0.488,NDE,NDE
Ref_259_comp348_c0_seq1,835.584,39.951,120.092,16.438,250.014,88.659,94.234,444.303,366.066,123.971,43.453,113.341,84.553,29.523,68.718,141.336,77.15,-1.581,NDE,NDE
Ref_259_comp3510_c0_seq1,33.852,57.964,45.288,76.447,79.663,70.131,55.172,39.035,53.622,49.625,50.921,38.282,35.314,89.589,79.504,68.125,49.121,-0.129,NDE,NDE
Ref_259_comp35404_c0_seq1,0.887,0.623,0.828,0.334,0.365,0.453,0.638,0.865,1.028,2.206,0.677,1.472,1.286,1.368,0.829,0.497,1.159,0.594,NDE,NDE
Ref_259_comp35952_c0_seq1,1.069,2.189,0.722,0.611,0.597,1.31,0.239,0,0.305,0.319,0.047,0.6,0.069,2.278,0.836,0.266,4.17,0.358,NDE,NDE
Ref_259_comp3603_c0_seq1,27.171,35.937,41.655,21.446,23.776,29.57,31.522,27.456,24.628,37.226,34.094,39.162,35.202,28.153,31.075,29.258,33.634,0.025,NDE,NDE
Ref_259_comp37112_c0_seq1,0.917,0.345,0.803,0.776,0.754,0.256,0.687,1.739,0.204,1.354,0.812,0.659,0.923,0.482,0.487,1.393,0.519,-0.228,NDE,NDE
Ref_259_comp39612_c0_seq1,0.495,0.497,0.711,0.248,0.644,0.395,0.89,1.028,0.147,0.616,0.27,0.632,0.332,0.636,0.561,0.669,0.705,-0.122,NDE,NDE
Ref_259_comp39687_c0_seq1,1.284,0.258,0.572,0.135,0.38,0.377,0.431,1.113,0.206,0.798,0.532,0.656,0.827,0.648,0.393,0.416,0.904,0.142,NDE,NDE
Ref_259_comp4100_c0_seq1,20.617,26.615,31.376,15.699,19.691,24.28,19.735,30.532,18.71,23.26,25.1,25.061,22.131,21.699,17.01,23.598,24.519,-0.202,NDE,NDE
Ref_259_comp4112_c0_seq1,38.712,45.739,44.627,27.973,43.905,41.243,49.367,55.932,46.338,59.375,43.754,52.476,53.142,34.823,55.666,54.346,52.568,0.046,NDE,NDE
Ref_259_comp4136_c0_seq1,22.11,29.569,29.344,21.069,25.051,22.162,27.424,20.897,19.566,28.025,38.715,21.504,23.12,34.315,27.827,20.905,36.801,0.082,NDE,NDE
Ref_259_comp41651_c0_seq1,2.557,1.141,0.544,0.926,0.623,0.786,0.681,1.231,0.845,1.531,0.31,2.298,0.61,1.328,1.368,0.767,0.952,-0.031,NDE,NDE
Ref_259_comp43207_c0_seq1,3.338,0.339,0.607,1.685,1.667,2.508,0.338,3.434,4.636,6.831,3.223,6.151,5.583,0.237,3.806,5.872,3.527,0.681,NDE,NDE
Ref_259_comp4327_c0_seq1,19.596,21.977,26.982,18.338,22.934,20.332,18.743,21.234,22.864,25.723,21.62,24.656,22.984,18.581,20.449,23.914,20.582,-0.111,NDE,NDE
Ref_259_comp44340_c0_seq1,0.124,0.374,0.201,0.607,0.051,0.475,0.248,0.202,0.166,0.231,0.135,0.079,0.4,0,0,0.077,0,-1.34,NDE,NDE
Ref_259_comp45991_c0_seq1,0.902,0.396,0.405,0.424,0.695,0.539,0.225,0.427,0.754,0.35,0.43,0.36,0.545,0.237,0.335,0.492,0.397,-0.571,NDE,NDE
Ref_259_comp49_c0_seq1,377.419,518.025,491.215,1276.528,909.899,857.113,788.375,328.189,514.404,378.05,584.171,347.455,272.184,1082.301,695.619,627.25,420.4,-0.431,NDE,NDE
Ref_259_comp5068_c0_seq1,1.884,6.678,5.098,2.252,2.734,4.245,4.695,2.643,3.461,3.998,5.799,5.38,2.858,3.576,2.826,0.484,5.797,-0.093,NDE,NDE
Ref_259_comp510_c0_seq1,189.88,152.632,175.973,283.927,221.81,275.486,160.268,382.789,302.296,375.812,186.231,267.935,279.937,246.537,235.777,212.293,322.502,0.01,NDE,NDE
Ref_259_comp5370_c0_seq1,25.031,28.331,35.44,18.062,22.822,23.456,36.183,29.836,28.319,32.831,25.793,36.326,30.62,25.371,19.533,19.217,28.722,-0.163,NDE,NDE
Ref_259_comp5447_c0_seq1,20.228,31.544,33.584,15.37,19.391,26.251,26.016,16.021,18.225,24.532,24.024,27.249,24.908,24.74,27.272,24.669,25.211,-0.059,NDE,NDE
Ref_259_comp5895_c0_seq1,23.854,13.778,22.631,12.516,7.294,0.216,22.86,9.961,0.168,8.627,13.378,12.315,9.815,8.093,11.806,12.969,7.468,-0.22,NDE,NDE
Ref_259_comp6142_c0_seq1,23.542,28.976,26.839,20.179,23.888,23.139,22.452,36.902,27.207,32.911,31.104,29.913,30.21,24.104,29.35,32.06,33.487,0.037,NDE,NDE
Ref_259_comp6333_c0_seq1,4.07,3.065,3.907,1.77,1.203,2.354,3.252,2.757,1.702,2.689,3.466,2.112,2.46,3.479,2.973,2.101,3.07,-0.003,NDE,NDE
Ref_259_comp6334_c0_seq1,0.214,0.402,0.355,0.141,0.483,0.46,0.192,0.116,0.357,0.432,0.349,0.443,0.516,0.824,0.295,0.516,0.376,0.506,NDE,NDE
Ref_259_comp6517_c0_seq1,19.592,19.74,27.788,17.874,16.387,18.692,16.855,22.932,22.533,21.397,17.41,23.016,24.422,20.967,20.307,21.571,29.66,-0.007,NDE,NDE
Ref_259_comp7147_c0_seq1,1.927,1.85,8.563,0.064,1.841,0.977,7.111,1.474,2.174,1.622,1.266,1.194,1.462,1.471,1.493,1.554,1.967,-0.882,NDE,NDE
Ref_259_comp7933_c0_seq1,10.117,12.291,12.592,4.796,7.323,8.46,11.074,7.879,9.356,8.704,11.408,12.173,12.188,9.841,10.967,8.443,10.39,-0.008,NDE,NDE
Ref_259_comp7963_c0_seq1,0,0.125,0.022,0.094,0,0.08,0.05,0,0,0,0,0,0,0.175,0,0.039,0,-0.679,NDE,NDE
Ref_259_comp8591_c0_seq1,19.584,41.597,20.49,37.772,33.017,25.923,26.96,29.063,32.239,41.178,21.541,43.147,30.831,43.006,41.207,28.104,31.069,0.091,NDE,NDE
Ref_259_comp8656_c0_seq1,5.744,7.104,7.839,3.784,5.796,5.13,6.146,5.383,6.378,7.926,5.871,6.564,4.39,4.08,6.307,6.269,7.252,-0.116,NDE,NDE
Ref_259_comp8891_c0_seq1,16.039,16.443,16.003,11.775,15.124,12.421,18.614,23.979,13.153,19.466,11.381,17.539,15.158,15.917,24.885,19.67,15.115,-0.007,NDE,NDE
Ref_259_comp8913_c0_seq1,0.478,0.215,4.184,0.297,0.393,0.263,0.158,2.892,0.412,0.389,0.305,0.4,0.531,0.393,0.322,0.349,0.282,-1.438,NDE,NDE
Ref_259_comp8963_c0_seq1,5.183,8.546,13.691,8.664,10.871,7.011,18.826,14.52,10.089,6.593,6.099,6.055,4.841,11.028,11.088,7.856,8.827,-0.554,NDE,NDE
Ref_259_comp9807_c0_seq1,6.447,9.355,13.065,7.579,7.494,6.783,10.947,8.514,7.998,8.394,10.265,9.005,9.091,9.041,8.732,6.749,9.371,-0.129,NDE,NDE
Ref_259_comp9892_c0_seq1,4.836,6.499,7.162,3.597,2.555,5.118,3.086,4.324,6.267,7.777,5.171,7.139,8.742,4.591,6.595,6.189,7.398,0.301,NDE,NDE
Ref_259_comp9940_c0_seq1,2.743,3.349,4.208,2.9,3.9,3.785,3.554,5.543,3.174,3.504,3.555,2.935,2.867,3.015,3.402,5.452,4.921,-0.089,NDE,NDE
Ref_259_comp9965_c0_seq1,2.641,1.717,2.9,1.942,1.628,2.011,0.791,2.081,2.035,2.351,2.289,2.261,2.757,2.946,2.525,2.525,2.897,0.212,NDE,NDE
Ref_259_comp997_c1_seq1,43.135,58.373,71.571,72.799,47.191,100.786,43.595,77.625,53.751,71.753,52.108,54.776,58.834,68.079,75.117,54.223,93.432,-0.064,NDE,NDE
Ref_080R_comp816_c0_seq1,102.323,72.502,100.963,131.989,89.956,97.557,124.287,108.109,105.308,90.105,105.328,72.262,94.924,94.164,152.559,95.112,82.72,-0.219,NDE,NDE
Ref_259_comp7582_c0_seq1,9.154,23.72,16.939,9.85,20.634,14.45,7.944,11.84,10.625,10.406,16.307,19.108,10.152,16.29,15.895,11.595,18.711,-0.063,NDE,NDE
Ref_259_comp8871_c0_seq1,5.144,5.193,12.239,3.468,3.72,4.951,4.716,6.183,5.216,6.852,6.004,7.646,5.028,7.884,3.942,5.711,5.456,-0.13,NDE,NDE
Ref_25_comp9723_c0_seq1,1.734,0,0,3.162,1.598,3.488,0,2.733,4.406,0,2.634,0,0.085,0,0,0,0,-2.603,NDE,NDE
Ref_25_comp6059_c0_seq1,20.835,21.308,18.624,16.611,24.056,20.035,20.313,29.703,27.56,24.47,19.395,24.208,26.005,16.083,22.569,21.286,20.482,-0.16,NDE,NDE
Ref_080R_comp11912_c0_seq1,0,0,0,0,0,0,0.05,0,0.056,0,0.069,0,0,0,0,0,0,-0.727,NDE,NDE
Ref_25_comp71_c1_seq1,129.783,2.216,1.586,280.378,3.742,394.2,3.196,1.046,447.252,386.311,389.323,544.087,302.942,249.909,601.913,420.847,286.861,0.904,NDE,NDE
Ref_220_comp532_c0_seq1,80.529,198.753,1.055,124.339,119.292,1.114,73.031,0.516,29.303,1.579,1.384,2.533,253.666,0.779,3.439,1.286,0.878,-1.044,NDE,NDE
Ref_25_comp542_c0_seq1,145.101,187.475,259.109,188.001,187.902,366.283,110.768,91.853,55.979,165.975,517.606,402.939,177.484,220.835,536.755,253.834,373.097,0.802,NDE,NDE
Ref_259_comp3948_c0_seq1,11.256,9.588,23.621,15.612,11.493,22.097,20.67,14.702,7.807,7.907,13.377,12.617,7.717,9.688,19.553,17.134,7.833,-0.427,NDE,NDE
Ref_080R_comp6284_c0_seq1,1.826,0.786,0.734,0.67,1.554,2.539,2.744,0.73,2.21,0.892,2.369,0.694,0.63,1.189,1.385,0.664,0.918,-0.66,NDE,NDE
Ref_25_comp1011_c0_seq1,143.107,141.47,149.617,80.972,106.244,114.272,133.335,119.904,115.619,159.114,133.512,141.494,124.031,122.878,95.061,130.451,138.567,-0.069,NDE,NDE
Ref_259_comp23584_c0_seq1,1.232,0.914,2.27,0.403,1.057,0.854,1.84,1.335,0.43,1.399,0.759,1.436,1.381,0.376,1.001,1.135,0.916,-0.259,NDE,NDE
Ref_259_comp22522_c0_seq1,2.247,10.153,2.404,1.268,3.695,2.51,1.918,0.719,2.096,2.604,0.835,3.522,2.222,13.179,2.995,3.119,6.883,0.519,NDE,NDE
Ref_259_comp33271_c0_seq1,0.663,0.962,1.125,1.275,1.151,2.093,0.706,1.557,2.465,4.261,1.766,2.446,1.543,0.31,1.252,2.066,1.482,0.41,NDE,NDE
Ref_220_comp1257_c0_seq1,151.522,180.356,168.228,107.924,145.962,137.288,128.69,121.237,159.895,169.351,119.677,175.591,176.478,150.605,164.734,147.139,173.855,-0.026,NDE,NDE
Ref_259_comp18281_c0_seq1,3.184,3.694,3.89,1.863,2.007,2.145,2.884,3.412,2.209,1.716,2.468,2.304,1.482,3.97,2.045,1.808,2.491,-0.429,NDE,NDE
Ref_080R_comp1514_c0_seq1,5.193,7.571,6.389,1.98,5.497,1.998,10.742,15.108,5.394,28.134,29.072,10.174,8.941,29.329,6.529,3.68,9.586,1.159,NDE,NDE
Ref_220_comp1288_c1_seq1,9.788,11.144,14.451,9.739,10.619,26.339,12.33,13.737,12.526,14.104,9.969,11.749,13.576,11.853,12.342,13.301,13.933,-0.237,NDE,NDE
Ref_25_comp25301_c0_seq1,1.251,2.351,0.91,1.617,0.132,0.88,0.205,0.278,0.63,0.678,0.07,0.164,0.362,5.264,1.309,0.82,4.517,0.692,NDE,NDE
Ref_080R_comp17070_c0_seq1,1.956,0.087,0.039,0.033,0.804,1.623,4.758,0.047,0.058,0.027,0.118,0.111,0.105,0.061,0.092,0.081,0.087,-3.648,NDE,NDE
Ref_25_comp12117_c0_seq1,3.587,9.466,2.297,2.945,3.117,2.498,0.917,0.888,3.218,2.676,2.1,5.47,3.005,16.268,3.745,1.558,13.254,0.742,NDE,NDE
Ref_25_comp1119_c0_seq1,19.371,31.094,26.451,15.78,17.706,18.314,20.279,19.432,10.346,22.712,41.272,25.576,22.591,28.827,9.733,12.538,27.173,-0.032,NDE,NDE
Ref_080R_comp236_c0_seq1,44.122,53.097,0.281,29.773,77.364,33.855,239.786,50.738,56.482,45.904,44.137,56.892,47.02,37.78,78.97,49.448,38.246,-0.411,NDE,NDE
Ref_259_comp19467_c0_seq1,2.116,1.18,2.66,1.975,1.063,2.751,2.598,1.019,2.971,2.242,3.074,3.002,2.083,0.934,2.797,1.734,1.694,-0.088,NDE,NDE
Ref_080R_comp10541_c0_seq1,0.244,0.627,1.043,0.123,0.089,0.502,1.8,1,0.121,0.709,0.828,0.104,0.35,0.876,1.522,1.083,0.901,0.148,NDE,NDE
Ref_25_comp2290_c0_seq1,55.726,77.014,82.024,36.705,51.327,54.75,61.444,62.471,41.302,61.777,72.204,73.625,69.714,43.262,44.855,58.093,69.756,-0.099,NDE,NDE
Ref_259_comp13117_c0_seq1,0.16,0.322,5.989,0.121,0.132,9.105,0,1.911,0,0.698,0.175,0.409,0,0.337,0.204,0.599,0.161,-2.699,NDE,NDE
Ref_080R_comp5534_c0_seq1,2.916,2.14,3.264,5.485,3.78,2.506,4.212,6.077,3.602,3.767,3.301,1.862,1.808,3.933,4.862,3.565,3.723,-0.31,NDE,NDE
Ref_259_comp16720_c0_seq1,5.072,5.787,6.444,4.995,4.738,5.739,4.753,2.598,4.36,4.186,5.327,8.538,4.458,5.755,5.564,5.172,5.055,-0.026,NDE,NDE
Ref_25_comp7856_c0_seq1,12.258,15.975,17.89,8.721,10.417,14.047,16.646,11.046,11.587,12.797,10.453,12.289,12.794,11.981,11.849,14.666,13.574,-0.253,NDE,NDE
Ref_080R_comp5277_c0_seq1,28.93,11.232,22.935,40.629,2.22,30.036,37.91,24.452,9.807,40.779,40.989,21.429,32.324,19.204,29.177,32.214,10.281,0.156,NDE,NDE
Ref_25_comp9201_c0_seq1,18.446,20.596,21.464,11.734,12.948,17.837,19.396,17.596,12.849,16.621,21.671,19.541,16.074,14.006,15.688,13.785,15.854,-0.173,NDE,NDE
Ref_259_comp15023_c0_seq1,0,0,0.04,0.028,0,0,0.03,0,0.033,0,0,0.142,0,0,0.031,0.092,0.037,1.342,NDE,NDE
Ref_259_comp7096_c0_seq1,13.145,17.134,15.176,13.272,14.973,15.831,15.202,18.126,16.973,20.637,16.905,17.867,19.332,14.834,17.117,18.323,15.328,0.009,NDE,NDE
Ref_220_comp8926_c0_seq1,9.758,0.75,0.898,7.663,9.549,10.916,0.955,1.203,9.696,14.128,11.356,12.98,11.424,8.055,8.438,9.076,11.403,0.69,NDE,NDE
Ref_25_comp26072_c0_seq1,1.444,0.659,0.189,0.099,1.133,1.382,0,2.133,2.283,1.143,0.787,0.168,1.692,0.644,1.171,1.431,0.594,-0.297,NDE,NDE
Ref_080R_comp17334_c0_seq1,6.011,4.958,5.013,3.607,3.941,4.385,4.517,3.334,3.703,3.471,4.212,3.838,4.613,4.215,3.771,3.925,4.534,-0.219,NDE,NDE
Ref_25_comp16055_c0_seq1,5.452,4.498,6.768,4.203,5.746,4.634,4.55,6.258,4.382,8.425,4.912,5.066,5.784,5.488,6.468,5.366,5.619,0.024,NDE,NDE
Ref_259_comp5833_c0_seq1,2.7,3.132,27.183,43.683,13.473,32.095,27.233,10.999,22.305,2.143,20.856,7.849,4.352,5.485,2.849,20.342,8.85,-1.424,NDE,NDE
Ref_25_comp27179_c0_seq1,0.7,0.234,1.006,0.644,1.023,0.149,0.124,1.18,0.278,0,1.356,0,0.251,0.109,0,0,0,-1.681,NDE,NDE
Ref_25_comp2543_c0_seq1,9.636,5.033,13.421,4.925,6.483,6.826,0.293,7.726,5.262,6.154,9.513,8.581,10.306,3.575,10.705,10.314,7.105,0.104,NDE,NDE
Ref_25_comp2641_c0_seq1,54.912,61.083,74.587,76.313,53.566,78.107,52.985,63.033,43.478,57.893,75.514,59.731,64.378,51.657,62.417,53.575,50.372,-0.219,NDE,NDE
Ref_259_comp9131_c0_seq1,8.309,2.323,9.201,5.559,6.132,6.991,8.676,7.801,6.844,8.074,9.261,8.561,9.205,7.581,7.443,8.047,9.164,0.11,NDE,NDE
Ref_220_comp2313_c0_seq1,6.173,9.878,0,7.791,10.089,0.031,9.433,0.08,7.482,11.135,6.916,8.607,0.159,7.071,9.699,10.439,6.061,0.152,NDE,NDE
Ref_220_comp1558_c0_seq1,0.635,1.029,0.302,0.247,1.061,1.256,0.033,0.711,0.786,0.051,1.541,0.262,0.198,0.086,0.209,0.115,0.206,-0.997,NDE,NDE
Ref_259_comp10629_c0_seq1,4.034,4.87,5.51,5.849,6.78,6.182,5.468,5.008,3.744,4.367,5.945,4.881,3.132,6.528,5.233,3.685,6.62,-0.212,NDE,NDE
Ref_25_comp9726_c0_seq1,5.529,4.066,3.784,4.511,5.346,5.082,6.114,4.641,4.168,3.923,4.583,4.227,4.549,5.079,4.236,4.307,4.288,-0.277,NDE,NDE
Ref_220_comp4601_c0_seq1,22.186,42.933,46.371,20.441,23.193,25.778,23.533,21.228,22.946,36.891,32.457,36.85,33.613,38.564,27.858,33.521,39.72,0.207,NDE,NDE
Ref_080R_comp18222_c0_seq1,1.219,0.524,0.328,0.164,0.787,0.583,3.2,0.613,0.815,0.65,0.996,0.445,0.701,1.282,1.073,0.678,0.832,-0.233,NDE,NDE
Ref_220_comp360_c0_seq1,1065.84,534.622,531.342,813.051,648.205,1119.973,1420.108,225.491,225.515,1064.773,1490.043,1076.184,865.985,369.585,1761.051,1296.122,1013.874,0.513,NDE,NDE
Ref_25_comp24489_c0_seq1,3.406,1.442,1.622,0.525,1.35,1.179,1.246,1.156,1.611,0.817,1.074,2.044,1.786,1.727,2.546,1.739,1.94,0.072,NDE,NDE
Ref_080R_comp6294_c0_seq1,21.391,26.253,24.677,21.229,20.36,25.485,23.962,26.898,21.962,28.624,23.416,27.056,24.735,24.508,23.221,21.921,27.047,-0.07,NDE,NDE
Ref_080R_comp17792_c0_seq1,2.899,6.256,2.277,3.288,2.686,1.408,3.665,2.954,4.304,4.413,2.476,4.89,3.905,2.913,4.284,2.36,3.155,-0.053,NDE,NDE
Ref_25_comp4954_c0_seq1,6.999,4.531,0.789,3.152,6.244,6.228,5.824,5.296,9.465,12.942,7.628,8.395,9.523,4.896,7.83,4.84,8.598,0.319,NDE,NDE
Ref_259_comp15708_c0_seq1,5.943,3.239,6.588,4.143,3.928,5.604,2.268,1.104,8.439,3.107,1.56,5.731,2.541,8.164,5.978,3.28,15.442,0.15,NDE,NDE
Ref_25_comp4543_c0_seq1,7.71,28.249,25.307,17.759,17.236,20.138,13.51,3.005,1.146,9.379,46.476,25.092,7.52,14.513,10.03,19.137,14.829,0.171,NDE,NDE
Ref_080R_comp15171_c0_seq1,3.288,1.458,2.797,0.993,1.501,1.418,2.206,2.765,1.678,2.079,2.002,2.655,1.666,2.113,0.832,1.556,2.323,-0.233,NDE,NDE
