Matching.Attribute,Adduct.type_msdial,Class_tpj,Compound_tpj,CV_MD,CV_MW,Formula_msdial,glayCluster_bio,glayCluster_cor,glayCluster_sim,INCHIKEY_msdial,ionmode,Mean_MD,Mean_MW,Median_MD,Median_MW,Metabolite.name_msdial,MS.MS.spectrum_msdial,MS1.isotopic.spectrum_msdial,mz,name,Ontology_msdial,rt,selected,shared name,SMILES_msdial
X2439,[M-H]-,NA,NA,0.962520114,0.74244272,,8,,,,negative,473095.2615,204219.8966,228639.2479,164835.5561,Unknown,100.92445:256246 101.02357:425485 101.92339:148108 102.94796:1 102.95589:1 103.91879:696817 104.02534:218970 104.0495:184125 105.01758:361650 105.03391:361650 105.93508:104732 106.04181:113955 107.03671:152625 108.02032:188393 108.04475:323754 111.00817:204455 112.98551:0 113.02301:474548 113.98995:126942 114.93308:175883 115.00211:2271932 115.91991:80389 116.00638:79863 116.04906:50004 116.92787:1906723 117.03349:3114213 117.04433:3714960 117.92735:205804 118.02934:338171 118.03664:338171 118.92591:181420 118.96512:0 118.99236:15349 119.0346:181954 119.04892:188443 119.94604:0 120.05202:17504 122.06071:311786 123.0437:74545 125.02329:788959 128.03479:82695 129.97505:1 130.99696:85931 131.03394:32345 132.02142:1796851 132.04427:1785886 132.86685:1 133.01408:3723645 133.02829:4071571 133.05008:2933771 133.99101:246850 134.03665:42713300 134.07793:256378 134.86469:0 134.89291:106250 135.04445:539862 136.01584:161609 137.02348:1435657 137.09651:1 138.96373:24968 139.03981:138250 141.8898:42555 142.89058:153295 142.94243:248567 143.03384:149055 143.88889:91324 144.95892:142575 145.02847:1 145.8904:232539 146.9375:0 146.96091:1 147.04391:345442 147.89131:68883 148.95464:230827 149.00813:53445 149.04434:2141228 149.05988:4064145 150.01204:386376 150.02991:104059 152.07004:1402256 153.01729:51319 154.95834:0 155.10626:0 156.89368:131440 158.89211:100911 158.93771:149327 159.89415:158187 160.01505:84040 160.89217:133274 161.0239:920904 161.04482:774641 161.89369:105855 162.02663:108098 162.89285:154578 163.03893:409945 165.05605:92016 166.02733:476759 169.92966:13050 170.93843:132009 170.98932:196730 171.10176:107364 172.00545:70875 173.02409:156464 174.01703:48175 175.02292:914015 175.0405:928612 175.87817:75592 177.01849:45085 177.05394:203967 177.87955:229619 177.90158:248930 178.02603:3505301 181.03979:1105 181.123:71222 183.91302:0 186.9328:90969 187.94046:34863 188.94901:413362 191.03531:438819 191.05534:733160 192.0385:15026 193.04964:41306980 194.05328:4089893 194.90479:126861 195.06232:1 197.00172:122278 197.98628:126919 199.09833:27263 201.9229:1 202.88702:56289 205.08659:57374 206.97432:191407 207.13821:101564 209.1183:172504 211.00018:92994 214.92934:159480 215.03397:152256 219.03069:250202 219.8447:161555 220.03343:95451 221.04878:202872 223.96107:49269 225.11311:195506 227.03464:69642 227.12875:55126 227.93608:99110 231.93073:43836 233.06725:172379 233.15501:726 234.9687:148022 235.02338:20597 241.00987:42051 248.98502:87357 250.96428:103032 251.00954:12565 255.02916:320538 256.03635:162045 257.04626:177968 260.98361:138945 261.03961:208723 273.12442:132589 275.02231:45804 275.97629:18416 276.97916:62939 277.01416:78052 279.05002:41667 283.02249:168905 284.03235:12187499 285.03857:7979874 285.16617:133320 286.04547:1328439 287.05298:1143210 288.05634:190256 293.08762:189263 297.03891:70810 297.12747:722895 298.0451:153842 309.06049:4644843 310.06775:712147 312.04263:337951 313.11929:49670 314.04102:55600 315.0145:202077 315.05164:115148 319.95981:154688 320.09161:14505 321.00516:265628 327.05246:539816 329.13809:99861 331.04364:371439 333.02353:379558 334.02289:41068 338.98151:105558 341.06888:63806 341.11072:1501695 342.06882:9552 342.11682:230083 343.12134:131604 349.02829:290075 353.10541:516709 359.14972:1072832 360.15149:218354 361.16495:0 364.99527:244367 366.96246:37526 373.14014:95087 373.2222:136440 375.96591:120573 387.20566:67414 389.16428:92678 397.03644:76823 408.98975:238018 409.09253:183556 425.02768:44820 431.10062:134675 437.23553:99368 447.25555:66344 453.98746:214931 469.0499:27398 473.07428:674847 475.21878:83138 495.05887:241559 496.06265:147339 503.24658:312317,503.24994:1067760 504.25329:236669 505.25665:1167947,503.2478,X2439,,7.2,FALSE,X2439,
X134,[M-H]-,NA,NA,1.869619406,1.087678496,C12H14N4O4S,3,24,,ZZORFUFYDOWNEF-UHFFFAOYSA-N,negative,3.38E+07,9.19E+07,9574758.254,5.02E+07,w/o MS2:Sulfadimethoxine; LC-ESI-ITFT; MS2; CE,100.92451:470322 100.93221:434267 101.92335:73157 102.94798:0 102.9559:0 103.91879:858082 104.92622:153768 105.9351:18661 106.04182:825309 106.94226:162830 108.02027:31113 109.02823:25681 111.04363:55727 114.93311:189423 115.00206:22229350 115.03484:199734 115.91985:956746 116.00636:965295 116.92784:3364209 117.00712:1083009 117.03349:4981289 117.92745:393479 118.03605:416942 118.9653:17655 120.05204:74994 121.06524:101827 122.89369:139518 123.04372:41023 123.9459:0 125.05917:37584 125.09631:220606 125.87227:230785 125.94061:113305 127.86871:142316 129.97484:16041 132.02124:556615 132.92209:317049 133.01366:42410060 133.02972:41969360 133.05258:1481464 134.01604:111093112 134.03658:113927264 134.07576:1027072 134.86322:80731 134.89442:21123 135.01842:9445565 135.03992:9587925 135.08035:114385 136.0417:627326 136.98537:805883 139.03992:127838 142.94246:130252 145.89043:376427 146.93752:29621 146.96094:22509 147.04367:425308 147.89133:78123 149.0461:4862714 149.05969:4387916 150.06487:409494 152.01138:277099 153.93581:444773 154.96019:0 154.9949:729220 155.10667:85340 156.89371:50849 157.86183:90573 158.97765:0 160.01517:522961 160.84187:192944 160.8922:120852 165.09177:64259 168.89027:377676 169.92938:371167 170.88759:205834 170.93846:198399 171.94583:264184 174.01706:135333 174.9549:15219 174.98123:268504 175.02515:1469574 175.04053:1476819 178.02608:1090885 181.89737:1 182.90475:189850 183.9127:34324 187.94044:1547668 188.00893:181383 190.9277:0 193.04951:46106504 193.11981:327512 194.05324:5004334 197.92482:694040 198.93297:294714 199.13272:129852 200.00964:2313205 201.01431:216473 201.11166:181831 202.97754:18608 203.93544:317210 204.94185:126938 211.87213:22482 213.95541:173636 215.0307:3307108 215.93709:107135 216.03644:366206 219.84489:197858 221.11784:321991 221.84315:122521 221.90271:388063 225.11314:39675 227.93611:240339 229.14532:142630 230.9586:291622 231.9301:821568 232.95596:183165 233.9608:75513 234.96875:56090 237.92403:162747 239.10844:0 242.99883:177399 243.12482:139202 248.95898:30468 248.98506:201939 249.13419:275492 254.92094:236650 255.92764:152432 258.91656:30404 261.97824:161102 275.0007:241688 276.97922:176816 277.00546:261580 281.91498:372614 282.94577:38082 287.05322:2584055 287.99612:231704 288.0564:348861 291.14615:217567 292.97824:69962 303.01807:471089 309.06046:7900994,309.06131:314505152 310.06466:56089688 311.06802:8056232,309.0615,X134,Aminobenzenesulfonamides,7.34,FALSE,X134,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
X101,[M+FA-H]-,NA,NA,0.672880253,0.676086408,,8,5,,,negative,1.29E+08,7.44E+07,9.82E+07,6.25E+07,Unknown,100.92452:341495 101.02363:996698 101.92345:79420 102.05524:1 103.00252:759614 103.91878:488867 104.91969:143175 104.92683:115173 105.01761:190091 105.03292:188149 105.93512:8994 106.04173:295017 106.94228:64995 107.04935:91492 108.02135:41980 109.02824:167598 109.03904:230554 109.06496:190980 111.00725:165124 111.08028:269508 112.03918:89206 112.98567:267923 113.02315:251546 113.98999:47899 114.94827:267474 115.91998:412983 116.07045:9922728 116.10603:9800 116.92794:1924952 117.03358:4955251 117.07464:533083 117.9274:207472 118.02938:443824 118.03667:443824 118.92595:54876 118.94317:82748 118.96514:26005 121.0287:281399 121.06525:6114 122.89371:22256 125.02338:121267 125.05918:9336 126.98736:42376 127.00229:42376 127.04988:2086241 128.03476:246444 129.019:221867 129.10228:3907160 130.10591:175277 130.94298:105011 130.98277:259974 130.99738:259974 133.01395:1114679 133.02832:1108821 133.10107:319448 134.03668:63884804 134.08083:557069 134.89444:43609 135.04018:1239905 136.04147:49936 137.02379:418433 138.05437:181133 139.00262:47994 139.03842:134093 139.89133:23262 140.10657:94104 141.10281:135408 141.93474:57892 142.94244:903568 143.03329:0 143.11737:473752 144.92255:37069 145.02852:1428442 145.89024:82930 146.03261:0 146.04433:0 147.04379:122119 147.11653:332185 147.89134:23763 148.90814:57675 149.00816:6346175 149.05292:3706149 149.05981:3733304 150.0121:365379 150.03127:336917 150.06241:296871 151.03874:306370 153.01733:48906 153.05504:79643 153.10173:209746 153.12871:299974 154.99681:40661 155.10669:188204 155.11768:171892 155.95111:73761 156.89391:115583 157.13446:63493 158.89026:23472 158.93782:990216 159.89297:107032 160.89165:123882 161.89374:84979 162.89255:172892 163.03883:2288 164.04709:210982 164.89481:65267 165.01939:93396 165.05559:369786 165.10185:1925027 165.12802:4515164 166.06178:11110 166.08615:136070 166.13127:516593 167.08131:157943 167.11876:250824 168.08958:246378 168.9736:184233 169.09657:70377 169.92972:258932 170.95967:169250 170.98936:187381 171.94542:413160 172.00545:557 174.01709:100329 175.02298:290210 175.03835:330266 175.87822:32786 176.90479:231058 177.87959:203524 177.90205:278832 178.02603:611134 178.90332:62376 181.04909:90233 182.12833:112444 182.95406:26349 183.11377:982067 184.87495:19565 186.93285:376301 190.98029:166225 193.0497:40557160 193.12601:216568 194.05339:4396644 194.90485:115670 195.05209:211414 197.04375:8286 197.98634:118575 199.03949:1282 200.13882:289835 202.88708:0 202.97757:94086 203.98796:164276 204.96136:83710 204.99477:21551 205.03218:215668 206.08199:204013 206.97438:206221 208.10872:72663 209.0946:2364014 209.11742:3809046 210.12262:542852 219.03091:87877 219.10123:483449 219.8445:108891 221.84319:74908 223.04465:225933 225.07812:1586625 225.11226:386954 226.08055:225820 227.10286:1703589 227.12857:3880270 227.93658:1449493 228.13214:438957 228.93822:62124 231.09885:125332 231.9308:142436 232.95599:9336 232.98972:118940 233.96083:62075 234.96878:121016 235.06104:20909 235.90762:194434 236.14145:1826239 237.1425:224972 238.02852:11293 244.13095:126050 247.05862:117077 247.9783:45289 249.11076:645310 254.15068:2718164 255.15269:327248 256.20361:2569229 257.2063:319815 261.0397:121212 263.01901:1 263.09186:55478 268.20435:203645 275.02237:94512 282.03165:34894 289.98581:163937 290.99457:354064 293.10199:139614 295.04578:186040 303.04861:386162 306.9938:154245 309.23032:129421 310.21262:11387 319.01883:66 319.9613:32432 320.09216:80573 322.1767:51363 325.05933:5090984 326.0625:708848 327.23822:677258 328.24515:77055 329.05325:5530 333.02353:67894 333.98248:193215 334.98685:433386 336.00626:45608 340.06155:18166 347.03693:302171 361.16504:84510 367.06686:197564 369.0181:166199 371.22668:7243988,371.22983:63146004 372.23318:13858897 373.23654:1545373,371.2301,X101,,5.4,FALSE,X101,
X2902,[M-H]-,NA,NA,0.384986616,0.431194262,C19H28O9,9,,,FUXBESIRIBMOMU-UHFFFAOYNA-N,negative,960130.5102,751601.4689,954887.9363,723864.2614,w/o MS2:Hexose + C13H17O3; PlaSMA ID-1005,100.92457:334280 100.93226:432253 101.02373:1677983 101.9234:213665 102.94804:0 103.91891:405230 104.02541:549671 104.92686:18201 105.03398:203804 108.02032:142407 108.04375:294584 109.02828:201950 109.065:96870 111.00726:23792 112.98435:1 113.02316:787094 113.92542:67483 114.93344:235777 115.0022:9385001 115.01852:9384858 115.91994:1104008 116.00645:408433 116.92801:4749929 117.03362:7604616 117.92774:447278 118.03663:658608 119.03424:604273 119.04877:617739 120.01093:199489 123.04378:202799 123.94583:1 124.01523:162407 125.02344:102674 125.87233:357664 127.86877:250328 128.03349:43685 131.03403:270491 132.02129:1597813 132.0443:810984 133.01418:11101304 133.0284:11288612 133.04871:8137452 133.99257:352397 134.03674:84643576 134.89449:204475 135.03993:6596303 136.04155:523755 137.02351:4193536 137.0966:44628 138.02701:425321 139.00111:116392 139.03856:1090326 140.04214:94584 140.91545:36727 142.94254:378783 143.0329:297798 143.88898:98637 144.95901:158954 146.93735:1 146.961:1 147.04373:535131 149.00821:80077 149.02373:790877 149.04443:11694233 149.05997:11985401 150.06329:106566 153.9353:548496 154.99504:112178 155.1064:399865 156.89378:156196 157.86191:212949 158.93781:76071 159.02907:136861 159.89235:162724 160.84196:253947 160.89227:130573 161.02399:950359 161.04523:954668 162.83768:149682 162.89287:291805 163.03915:457714 165.01744:394167 168.00699:152902 168.88991:754739 169.92978:515803 170.88768:417169 170.93854:460625 171.10188:18035 171.94562:315453 173.10411:160276 175.02304:1517421 175.03841:1520434 177.01872:35899 177.90144:565247 178.02603:9214560 179.03043:706105 179.05556:1060332 179.07146:393942 183.91353:1 187.94058:435642 188.94884:526196 191.05548:382657 192.97597:502190 193.04982:164711696 194.05351:16699859 197.9256:788379 199.09814:177744 201.01711:37555 202.97765:297065 206.99422:313155 207.06485:18678 208.07463:86776 209.11761:188583 211.87222:131778 214.92947:235140 215.03113:506145 217.05206:59423 223.06111:184 223.08322:16423 223.1338:70999 227.12891:17828 227.93622:242542 231.93088:359324 233.96092:183170 234.96886:75265 239.09102:55629 248.98518:266461 253.09338:56984 257.17496:129519 260.98779:250689 261.03979:155862 264.9801:163732 271.02612:44250 273.039:95858 275.97214:94511 277.01431:246028 279.0502:168691 285.03851:304295 287.05331:2704057 288.05661:220584 289.06076:84260 292.97839:194024 293.08783:67394 297.12753:150403 298.12491:77917 309.06061:20164728 310.06818:3113898 310.98111:166229 311.06659:37761 314.12567:131019 318.99194:138779 321.00677:461660 331.04391:1597587 332.0459:107961 335.99469:140946 337.00168:215069 338.07806:143975 338.98172:218102 342.07501:90559 347.01251:179355 349.02615:58721 349.18701:477934 351.03241:129260 353.02457:259883 353.10013:787217 354.10281:91779 354.97028:292430 359.1496:3008854 360.15152:651127 363.01566:528313 364.99643:529947 373.09937:336186 373.14038:301136 373.22244:121836 375.04135:406920 389.16455:114006 391.01337:118015 391.98318:483372 399.03265:118691 399.16122:259108,399.16483:1509819 400.16818:238227 401.17154:0,399.1657,X2902,Terpene glycosides,7.21,FALSE,X2902,O=C(C=CC1(O)(C(=CC(=O)CC1(C)(C))C))COC2OC(CO)C(O)C(O)C2(O)
X343,[M+Na-2H]-,NA,NA,0.90062409,1.301748383,C30H38N2O5,8,1,,QTAIHYVDCKOYHV-UHFFFAOYNA-N,negative,3.94E+07,1.02E+07,3.28E+07,7174241.729,"w/o MS2:NCGC00347846-02_C30H38N2O5_(1E)-6-Hydroxy-12-(1H-indol-3-ylmethyl)-7-methoxy-4,13,13a-trimethyl-5,6,7,8,12,12a,13,13a,14a,14b-decahydro-3H-cycloundeca[d]oxireno[f]isoindole-9,10(4H,11H)-dione",100.01143:89484 100.92454:568121 100.93224:496105 101.02365:3118528 101.92336:100742 102.02592:145206 103.91889:95572 104.02538:251107 105.03293:195200 106.04182:52502 107.01263:1 108.02029:251068 109.02825:59383 111.00815:146622 113.02312:1669368 114.93313:202211 115.00214:4695570 115.01849:4716466 115.91991:843568 116.00642:209060 116.92793:3878212 117.03358:7365934 117.92751:416151 118.03648:631192 118.92596:114884 119.03437:1091537 119.04893:1117873 120.05206:58921 121.02876:0 122.05936:146612 125.02335:244508 127.00094:41155 128.03346:156048 129.01884:61533 131.03404:2667318 132.02126:1966435 132.04488:1357336 133.01416:6688108 133.02837:6691562 134.03671:88507928 134.07936:720525 134.89296:63304 135.03989:6957344 136.0159:346049 136.04065:611301 137.02348:2087991 138.02698:161754 139.00018:243046 139.03848:958202 140.03426:132827 142.89062:26269 142.94249:236125 143.03294:403003 144.95897:160136 147.04364:403392 149.00816:277435 149.0237:6995844 149.0444:14573732 149.05994:14794188 150.06364:98641 151.00333:1 152.00644:0 152.07066:611985 153.93527:186300 156.89374:56411 158.93776:155119 159.8923:71731 160.89223:90817 161.02394:796399 161.04549:865186 161.89375:73790 162.89282:44631 163.00282:0 163.03885:0 165.0174:206678 167.03421:0 169.0132:0 169.93182:191049 170.93849:218138 171.94557:242936 175.02299:952409 175.04056:969937 177.90198:586678 178.02606:6823226 178.99872:0 179.03268:1657076 179.05466:1628333 180.00235:0 185.06107:1 186.93288:139124 187.9406:414222 188.94908:499192 191.01785:58838 191.05545:3000794 192.05876:286156 193.04973:78588544 193.12347:444301 194.05345:8269450 194.07904:2930695 194.90486:93751 195.05232:290030 197.92557:303092 199.04218:1 199.09811:41616 200.00986:122532 201.0549:0 202.97758:212571 203.05441:163232 206.99416:70831 211.04097:1 214.92941:105102 215.03107:240459 219.84535:236480 221.8432:166084 223.96115:122594 227.93616:139093 229.04999:0 231.93082:129129 232.93915:158639 233.06694:450073 234.9688:40855 239.03487:0 243.03122:1 245.04526:0 248.98512:2121 251.07755:156370 255.02904:0 256.03647:0 257.04587:1 260.9837:150583 261.03864:250899 262.05875:111374 264.98004:187759 269.04791:0 271.0249:1 273.03888:0 277.01425:223156 279.05011:67673 283.02258:1 283.06323:1 284.03235:1565673 285.0387:4926396 286.04495:648458 287.05325:2601630 288.05646:371185 292.9783:178974 293.08774:292337 297.03903:90884 297.12793:315672 298.04672:23646 299.02112:44307 300.02838:0 301.03638:1 302.03967:0 303.04306:0 309.06061:7417306 310.06857:1108798 311.10071:273770 317.02856:62460 318.99185:260280 320.09262:75317 321.00568:539152 322.01224:6035 323.01825:1 325.0368:3690 327.05261:187796 329.14386:213222 331.0444:1090989 332.04581:159227 333.04663:160367 335.9946:197477 337.00159:148645 338.98163:148281 341.02719:59683 341.11084:649679 342.11694:174123 347.01242:58412 349.02594:385773 351.03232:57107 353.10626:217821 354.97018:173755 356.9704:102792 357.10016:1 359.1489:281141 363.0145:296234 364.99771:447328 371.07739:52132 373.22232:235776 375.04123:269718 379.08295:27153 387.11273:346506 387.20581:193438 388.11798:83164 391.01324:98689 391.98309:161366 399.03256:163347 407.00528:304392 408.98401:631894 409.09039:642574 409.98883:105692 410.09122:160259 413.97031:0 417.11859:328657 418.12354:101663 426.97067:1 429.21378:138102 453.98782:299795 457.96796:141559 475.21896:44354 477.07205:1076788 477.18561:785963 478.07169:0 478.20035:257462 479.07434:109595 486.10278:325427 497.0809:81946 499.05316:0 500.04886:65339 501.05698:22191 503.2449:1479274 504.25452:360034 505.26434:4852852 506.26663:1253794 507.27332:256335 513.04382:286033 518.09589:453232 519.24988:273802 523.2002:16186 525.10638:421949 525.21429:304058 529.97369:14398 530.09003:568868 530.99347:1 531.09796:180441 531.99298:1 540.07953:181316 541.23608:169945 548.05951:674824 548.10822:2745852 549.10986:643229 550.10986:99250 551.27429:147574,551.27106:50330920 552.27441:17621252 553.27777:3509507,551.2713,X343,NA,7.21,FALSE,X343,COC1CC(=O)C23C(C(CC4=CNC5=CC=CC=C45)N=C2O)C(C)C2(C)OC2C3C=CCC(C)CC1O
X1768,[M+Na-2H]-,NA,NA,0.843773679,0.470918824,C21H22O4,13,,,TZHSNGXLLUGMMD-UHFFFAOYSA-N,negative,2665550.539,3252936.769,1965211.871,3432217.255,"w/o MS2:NCGC00380083-01!(E)-3-[2,4-dihydroxy-5-(2-methylbut-3-en-2-yl)phenyl]-1-(4-methoxyphenyl)prop-2-en-1-one",100.00325:55191 100.92466:327829 100.93228:279404 101.92339:23980 102.02695:47997 102.94805:1 102.95598:1 103.91885:431462 104.95237:1 105.93414:31167 106.04072:541573 106.94234:135659 109.02831:4620 109.06503:18212 111.04371:137335 111.08035:82755 112.98442:1 113.98775:0 115.00224:11879435 115.91999:513599 116.00537:512643 116.92683:2138903 117.006:323434 117.03361:3471737 117.92738:223816 118.03674:303872 118.94324:18878 118.96537:1 118.99247:0 119.94614:69534 121.02847:0 121.06406:55962 122.89378:83872 123.00757:3958 123.08006:54787 123.94603:18316 125.05925:26162 125.09639:402374 125.87235:106583 126.88027:48393 128.03352:58 129.97502:280604 130.94304:36646 130.98285:46805 131.03423:0 132.86697:81099 133.01384:23888020 133.02708:23460124 133.05254:394403 134.01613:64794096 134.03676:66543804 134.0761:258859 134.86461:39367 134.89302:91197 135.01889:5412450 135.03983:5334683 135.08046:48342 136.04155:322635 136.86246:48234 136.98386:598437 137.09662:54570 138.05473:1 138.96385:1 139.03847:84534 139.07579:44267 139.8914:58570 141.09177:10038 141.88992:0 143.03343:160615 145.02856:55315 145.06007:10523 145.09819:175686 146.03268:33790 146.9375:84126 146.96094:115687 147.04355:359372 147.89143:39983 149.04446:2658770 149.05998:2563800 150.06273:268180 151.00348:36642 151.03888:0 151.07561:117021 152.00986:5245 153.01741:7747 153.93533:146815 154.94566:1 154.95847:1 154.99506:440714 155.03351:69326 155.10672:608321 156.89381:78449 158.93803:182006 158.98727:72783 160.01537:487071 160.84006:119605 160.8923:36526 162.83771:127617 162.89278:106519 163.03879:110894 164.04794:254978 164.07056:154552 165.09189:154298 166.90947:35948 167.0343:93642 168.00496:12777 168.89038:107710 171.10191:77547 171.88152:27544 171.94565:93141 174.95485:51449 174.98022:168214 175.02307:1237141 175.03845:1233413 177.01875:50781 178.02606:650913 179.10786:88550 180.89909:96244 180.97296:1 181.08617:94048 181.12315:83832 181.8978:104800 182.95416:1 183.10213:55718 183.91316:37497 184.87505:35681 184.92036:8466 187.94083:337290 188.94658:84990 190.92784:37983 193.0498:27801208 193.12013:121804 194.05348:2879041 197.92567:235516 198.93311:77532 199.09814:373345 199.13286:126183 199.84908:7799 200.00757:1481254 201.01445:98788 201.11156:192720 201.92308:32805 202.04832:296558 202.88721:18520 202.97769:242552 203.93611:109605 204.942:95955 205.123:94575 207.10164:199735 207.1384:74743 209.08038:43353 211.13416:119377 215.03125:2052644 215.1299:28469 216.03659:154204 216.89143:45068 219.84488:207961 221.11734:12337 221.90286:189202 223.06116:88967 223.08104:171061 223.1338:714926 225.0795:191950 225.11353:387387 227.93626:87345 228.94164:53773 229.14522:171406 230.95871:334266 231.93102:121375 235.09535:41832 237.9207:97697 242.99541:138306 243.12498:428947 244.12386:135227 245.04536:3603 246.99248:21463 248.96288:62487 248.98523:109233 249.11198:301734 254.92113:191898 255.06789:119196 258.97208:42199 261.98245:75549 263.12842:107987 267.12497:593801 271.15741:80734 275.00092:248151 277.00125:227632 279.85669:38261 281.91504:125007 287.05359:1604816 287.99631:158470 288.05658:221834 289.10742:116453 291.14633:227888 299.10382:50261 301.11078:122607 303.01788:216887 305.06946:119834 309.0611:5345844 310.06842:881345 311.05923:105382 311.10086:8578 312.12344:30138 312.84122:21361 317.11975:166815 318.99161:56651 320.09195:73217 322.90759:56485 323.91711:87994 327.11389:308780 328.12128:10044 331.04413:1880576 332.05096:163527,337.14984:5373679 338.15319:957676 339.15655:540131,337.1506,X1768,NA,7.34,FALSE,X1768,COC1=CC=C(C=C1)C(=O)C=CC1=CC(=C(O)C=C1O)C(C)(C)C=C
X556,[M-H]-,NA,NA,1.373061271,1.40388043,C16H20O9,6,3,,JWRQVQWBNRGGPK-UHFFFAOYNA-N,negative,2.76E+07,2345027.94,1954707.927,980510.1129,Feruloyl Hexoside (isomer of 847); PlaSMA ID-849,100.92461:208401 106.94229:113605 109.06498:28275 111.00704:2679 114.93314:101423 115.00204:147607 116.92799:645016 117.03365:2367154 118.03669:200306 119.03481:0 119.04903:0 119.94609:13893 122.06065:21704 123.04375:239805 127.00108:69169 128.03485:45376 133.99107:58478 134.03673:25975198 134.07643:116463 135.03935:1590070 136.03998:167942 136.07611:64797 137.02354:427320 139.89134:28902 142.89064:117945 143.03326:211116 143.88895:74362 145.02821:135841 145.08653:213220 146.88327:48486 149.0444:513174 149.05994:537192 150.06441:39531 154.99684:60289 156.89375:13018 157.01311:55623 158.93777:160923 160.01511:243488 163.00331:27069 164.03461:321406 165.05545:66383 167.03423:63466 169.01321:31428 174.01711:122787 175.02299:1234679 175.03838:1199788 176.04651:80926 178.026:504310 179.03279:795516 179.05551:498645 193.04977:23215886 193.12094:96317 194.05383:2486037 195.0659:109058 200.00987:264441 203.12854:55910 209.08:208761 215.03081:617993 217.04898:168964 223.06105:173535 229.05:103315 229.08617:335358 235.06107:34205 243.03123:17652 244.09842:74323 245.04527:37988 249.07458:128271 253.09332:95174 254.02007:16359 257.04196:135711 259.0629:88894 273.03894:22335 273.07745:193133 287.05746:54989 287.10397:767377 295.11108:30510 297.03906:12769 299.02084:251591 299.1037:77859 301.03656:347896 302.03989:107824 303.0383:40288 307.13672:158254 313.03604:865381 314.04114:196789 323.01743:409569 324.02206:72691 325.03683:97581 327.12686:11404 331.08951:138362 341.02722:81194 343.12149:93756 349.18695:127379 355.1033:2623661,355.10352:71515568 356.10687:14545029 357.11023:2665044,355.1028,X556,Ferulic acid and derivatives,6.42,FALSE,X556,O=C(OC1OC(CO)C(O)C(O)C1(O))C=CC=2C=CC(O)=C(OC)C=2
