,MW_6_41,MD_15_10,MD_17_16,MD_17_17,MW_6_42,QC_62,AD_21_58,MD_11_1,AD_21_59,MD_16_13,QC_63,AD_20_54,MW_6_43,MW_2_31,MW_1_24,MD_17_18,AD_20_55,MD_17_19,MW_5_38,QC_64,MW_10_28,MW_1_25,MW_2_32,MW_6_44,MW_5_39,MW_3_34,MW_3_35,MW_1_26,MW_5_40,MD_15_11,MW_9_51,AD_21_60,MW_8_48,MW_1_27,QC_65,AD_20_56,AD_21_61,MD_17_20,MW_9_52,MW_9_53,MD_18_21,MW_3_36,MW_10_29,MW_7_45,MD_14_7,MW_2_33,MW_3_37,MW_7_46,QC_66,MW_7_47,MW_8_49,MW_8_50,MW_10_30,MD_11_2,MD_12_4,MD_11_3,MD_12_5,MD_12_6,MD_14_8,MD_14_9,MD_15_12,MD_16_14,MD_18_22,AD_20_57,MD_18_23,MD_16_15,QC_GC_67
X2683_257.0652_6.37_neg,325266.3446,245390.5273,56103.49089,33986.48266,34596.32339,522209.121,118297.4733,130523.9332,3616249.973,10061.09564,551812.9037,3079878.476,61262.26184,197588.1585,485877.646,221346.8511,4111697.557,144205.5137,97222.16235,490457.7787,389923.0862,11747.42722,275861.5922,54252.42718,50127.7534,46662.03147,5951.36792,20151.30142,239353.3956,50685.50789,425513.9795,2545485.575,37054.20167,667505.1661,435344.4762,230535.4092,849136.7948,21882.56112,665049.7447,513513.9515,6327.122109,16941.17379,1072626.538,6715.694194,32235.8189,73024.19455,13260.1601,3757.210708,467015.6625,1735.605754,32482.46662,1885.890952,729064.6692,57040.32771,73395.40677,NA,38165.65717,2157.996555,10254.77444,NA,134237.6284,52966.20884,93671.41225,77906.85947,167099.0398,76353.15144,
X2689_487.2498_9.56_neg,44895.08281,15138.10979,18888.17522,29014.4545,145459.683,660332.5243,14088.03727,22129.18495,145842.0016,73036.58895,735326.0542,59291.22226,1713447.836,161897.3953,2460503.145,204808.9171,176951.2361,427754.3566,265299.4374,655225.4754,4490556.014,246432.3133,53374.52347,1030968.416,129533.1928,32492.77315,229204.8719,2972746.248,527016.1781,10180.17695,1096669.351,152861.0759,97115.25514,2212131.351,530964.1017,23957.06985,44758.49128,69076.45185,1487841.442,876898.4,63550.38202,268427.4406,3410437.74,3341.350605,10781.88677,215190.9377,287971.117,2482.453733,611016.3651,NA,32426.86771,NA,3680529.847,17053.10868,39244.38223,2336.197991,7690.372595,NA,29163.922,NA,12111.9241,73665.43635,71211.02213,12443.1323,33677.7619,44917.533,
X2705_362.8754_6.42_neg,287344.3091,215937.7864,131335.8062,286758.22,153372.7993,73372.63309,260052.373,75185.56969,125682.1011,158278.1229,171582.1915,293971.7843,321089.8369,151367.4966,206385.4971,154307.9142,238173.3359,151569.5723,107631.4181,187228.0325,117804.89,266688.8196,130916.5665,186588.1599,383082.6589,102725.0047,312664.6041,174404.3501,319995.5434,NA,165045.8141,130666.6301,403087.6644,231427.3296,373335.8688,251749.5398,281169.2101,229694.1746,138762.2769,129922.6355,350912.7702,98956.4942,451533.9183,330057.5891,101660.4155,293959.5666,564319.0376,386107.2877,239542.1939,384192.3647,324111.9615,188797.4793,352236.0898,127910.5102,119880.4372,198859.6732,168979.1025,419925.0502,261227.9355,342299.5997,68226.57469,255060.6535,254641.4053,598455.5734,218995.3063,261682.8598,
X2711_675.2689_8.35_neg,139494.2543,730280.6397,385301.6856,207257.5681,22771.54279,646021.3344,463988.6321,414203.2654,636636.491,262373.1798,518419.6524,789925.3622,26098.85266,433596.098,152110.1672,1196802.627,1060473.544,3009732.674,223983.4415,537932.2629,1951747.001,316786.134,120435.8925,27502.47214,173366.0311,1394899.324,207436.6976,148509.89,522501.5476,465402.7609,1038924.63,620605.4348,347642.8171,84888.98418,503942.5974,274551.7282,475821.3159,369138.1425,1229417.488,10300000,226764.6552,405795.7479,7585988.106,37420.40628,79848.85493,279257.7961,210276.9658,17422.81961,401495.6197,2440.650952,130141.4454,2947.497393,3638627.324,409147.6575,260747.9339,NA,96833.92749,NA,67058.26129,NA,476108.944,457705.1292,202321.4023,1930875.056,231287.4218,513821.4883,
X2721_309.0152_3.06_neg,2019357.949,784299.7708,360245.9578,508986.9369,2535735.88,1112244.724,144259.9282,897664.0678,1421897.922,462519.7273,807564.7469,120570.0219,907891.8765,141018.5741,311342.1432,231195.6728,116764.9489,267793.225,1114109.062,1378709.485,203224.4036,218910.8823,746942.3515,1327549.602,328968.1397,215562.5854,82158.2401,180250.9924,397565.9337,483167.3,48246.70626,93142.81684,1027273.615,195840.7285,574766.5831,1227819.776,1217865.82,106362.9363,185997.0361,96352.54336,994149.4071,295188.245,70346.07393,35844.27431,2514025.524,391824.3761,164155.0941,20670.98183,1330465.795,NA,1326173.429,NA,64882.27339,343762.7496,259936.4689,NA,105580.2211,NA,2144263.934,NA,871396.5958,129321.7723,1611168.063,89171.12144,536998.6925,114767.0046,
X2742_273.0772_10.22_neg,22358.88415,31301.12598,1106585.737,1063235.47,34503.46011,590967.9142,171494.8052,24888.7749,859773.005,1300891.467,400554.6719,267213.3766,39459.88189,22693.45919,28282.46155,1325761.178,224671.7035,3898425.078,699090.5889,583066.1539,126719.5735,25046.33989,61067.33145,22771.08966,564290.439,93144.77665,158983.8165,48780.05214,31548.42659,358553.4181,214711.9613,548561.7646,1048033.976,98116.3225,516056.9461,421190.8304,921200.2649,2394009.035,185606.6477,170599.1823,176398.6327,100015.9996,205804.1711,12260.05798,3507945.686,8513.644512,141911.7538,10043.26122,610948.639,NA,893941.9871,NA,149506.4813,5368.739736,367367.6303,NA,105158.0464,1983.831028,2966941.589,NA,182101.3015,674595.3754,202875.8542,151169.6268,12547.11124,495596.1034,
X2747_659.1392_7.57_neg,8347.310713,NA,6342.297393,5721.564844,57317.57159,346347.5031,343255.5134,NA,845022.2833,2542874.546,365398.8212,253818.1852,224439.3233,300609.8374,37036.42652,26268.07932,290102.418,1207385.035,1183921.656,347437.6487,22056.34042,34989.80432,188901.8261,24580.14551,1357981.059,160839.1106,166140.9526,91482.33351,249565.2511,NA,32022.76119,1531844.792,139237.565,90183.57944,394405.0644,428607.2928,1712149.222,25349.35076,14549.09607,18393.99439,2222142.594,545710.7141,216223.7144,2808.498779,175260.7728,146203.7376,450565.972,2709.726526,413941.9052,NA,111920.5996,NA,79635.15732,NA,119333.2491,NA,72230.021,NA,102346.2249,NA,NA,1388047.393,1378237.617,99355.43313,249671.9182,146263.8236,
X2756_323.0768_7.80_neg,2048930.519,5007.276768,16912.55294,11895.26747,1984748.186,683505.4081,3948.926265,4981.979238,NA,24027.48525,490014.9363,NA,2565009.112,3174172.748,2014560.344,32259.57505,NA,90931.75403,NA,552811.9196,11572.46774,1320086.978,3430270.286,2732904.536,4546.438301,NA,8252.800306,2314079.078,5288.309253,6798.234097,67336.30123,6520.423184,80265.22503,4592.47188,517913.8113,5956.033506,9184.895918,18926.58494,25691.51593,30431.13064,14586.67867,4069.291577,27550.79505,275420.6424,4861.195884,2630661.257,3732.091743,216566.5714,528849.368,NA,20549.44342,NA,36982.57257,3446.207358,40672.11385,NA,21044.92274,NA,8815.516658,NA,8806.752671,9898.596812,36976.32845,NA,4703.766225,NA,
X2763_521.2195_12.23_neg,177473.7273,NA,11841.73368,12922.47582,23474.41857,172948.0876,112011.1722,12024.03661,106771.8459,316341.0387,375979.4751,89959.13017,422145.9729,855369.9551,387854.8542,805300.353,75299.82957,472704.9148,298375.7728,284632.6223,22179.23669,21425.49996,608100.6653,309796.5688,193116.7357,327084.2409,345251.6222,322292.2209,468396.4868,55546.80788,1452691.236,325067.0663,8318.19123,400777.9198,361410.7948,65174.88793,127547.3905,501327.7602,1244501.978,1163715.254,634474.655,277492.7571,123987.2644,4002.758057,74026.23879,698227.8727,283919.387,NA,306104.4356,NA,16206.06201,NA,83108.4994,4345.563735,5275.673291,NA,NA,NA,10320.87496,NA,10880.11069,75814.23313,272910.0816,19512.48507,7328.534786,NA,
X2780_447.0934_7.15_neg,170857.501,59842.49266,16250.18023,25110.32721,106272.7273,479353.3286,351605.0277,79038.16161,3093800.724,232726.8107,491334.1923,419410.4733,95392.97053,17914.80894,463866.2533,234791.128,751425.13,131977.9967,1414507.598,521505.7109,347081.4392,561009.4728,145490.2916,14903.28439,762194.0483,72159.00345,41348.8084,540419.1456,29127.83823,382828.963,378533.8172,1675210.323,352029.8682,610466.4196,465621.2988,878511.8151,3086602.392,111362.9651,442382.8857,458149.4559,273036.6346,304925.8006,1593687.452,4839.430646,1610203.981,56141.25134,98277.75488,9505.061646,523395.7192,2283.893672,319577.9945,3128.60083,824671.1757,93873.86445,219437.147,3027.441388,269195.796,4941.561892,1409531.681,4879.521819,243982.8418,220655.9145,317528.7663,129989.939,26297.34519,218381.8724,
X2822_395.1920_7.82_neg,73840.78395,30812.7185,42238.43602,41117.31226,204981.4511,654856.9943,43398.26224,114411.6998,642894.0108,505054.8287,616895.0197,1255847.759,841589.084,810103.2207,838950.3579,499909.6037,1625260.108,414755.724,243791.8303,549375.7648,643523.6456,126382.5738,586333.0671,1004760.794,296307.0798,98450.07735,532600.2662,770234.608,542621.0255,430861.7187,762784.7195,707843.0571,102378.6825,494432.4662,494852.9512,969922.3064,808201.5242,421818.7636,1100184.494,882564.3762,389862.9554,657346.0973,798977.4536,2637.0629,457459.8689,585361.091,584139.0449,2665.901082,650398.8528,2247.341624,72411.30475,1650.019438,666195.0459,39416.53565,52885.89537,NA,81612.53834,NA,342281.7375,NA,304943.6984,423038.6572,303304.9325,53922.42167,36581.81086,80655.90569,
X2823_653.1745_7.80_neg,8227.83627,4353.598294,42077.2884,45224.1545,7112.298311,527703.003,NA,41798.92427,9149.592041,1052299.634,634612.2837,NA,202074.9381,503399.4187,NA,4547903.423,8637.915264,3713073.13,103970.456,624702.9756,730895.2208,NA,585636.5221,119102.0849,117572.5288,39545.05758,141561.6378,5390.798511,2439684.181,91694.35605,3236910.821,7327.923311,22052.41179,NA,386891.4525,10147.8438,NA,1402133.688,4048391.571,3918174.686,449521.1354,268948.9658,1152665.755,2938.032803,52611.70818,601480.3769,274751.5565,NA,656327.0324,1802.775601,28847.27422,NA,961608.2181,67770.53964,6497.913281,4065.297561,3328.191079,NA,28019.9211,2428.405979,139125.5044,570730.9209,264941.1285,4346.847715,32575.21891,7953.069375,
X2836_317.0629_8.40_neg,4473.271685,24759.03399,2924.72874,12976.83855,5419.940229,667973.3231,11697.82201,19125.83491,51347.01258,296612.9278,635142.7281,92917.26456,919536.1572,1534739.424,32816.91456,374101.1836,122806.6387,2609982.117,114637.6882,677584.4768,6945965.045,3664.418511,1210494.263,293506.6032,23026.5255,208889.8862,2782812.229,114329.1314,423743.1291,42565.66454,1479862.506,49872.9682,116799.9656,121578.13,529494.5865,64454.00501,39872.27565,95378.91553,1540297.584,2539903.044,458260.0762,1236573.331,7374950.987,2555.631299,52334.54697,1201899.219,1953281.186,NA,661485.7517,NA,53493.83941,NA,7334796.29,22634.14756,3584.002515,NA,3070.42251,NA,32408.21446,NA,18129.17405,83503.79442,320711.6991,16079.80826,44035.15296,22084.54195,
X2847_391.0846_5.25_neg,1523465.897,2551394.05,188910.9413,127557.8194,67587.78562,693841.1612,1413915.066,1431799.216,1795709.699,524852.3554,771037.0379,919804.274,23646.65702,183977.4654,209344.4495,177423.8032,1155460.496,331243.8479,2145481.979,463525.069,274335.1149,1440330.069,803360.4284,1026248.84,1420591.83,258525.7456,1074973.52,423336.8394,588548.6909,1077448.814,533338.4621,1290808.239,958731.8246,194645.3006,635251.2386,2336560.245,1495434.322,541793.2672,557041.8598,592778.1874,1061191.891,1085182.917,2014316.249,41719.55815,1586063.981,1006590.103,1119232.491,23063.92113,699916.4809,NA,1076408.817,2486.891733,1663019.706,1038353.711,534440.7835,NA,892395.2968,NA,1154226.58,NA,1769321.438,998705.8151,3340025.66,1158932.943,3604091.158,856076.0278,
X2850_441.2350_10.91_neg,2182468.496,89208.66768,21973.35457,67827.42519,1199963.308,419959.3631,229343.393,19382.13672,1868003.84,769103.1067,555970.4541,387396.3546,4146081.465,10700000,5773049.91,2340951.218,762864.0789,1780531.677,1240437.635,496602.2341,558820.0173,529197.6439,12700000,2318694.556,1960322.086,2151300.334,3759720.307,3787154.127,2988970.376,262447.7585,4642826.963,1691574.76,1595292.568,4982596.046,423516.0805,105781.1614,977133.9722,1193610.962,3068602.388,3096697.766,2072910.213,2545105.789,1567435.217,181988.1703,275782.7024,11700000,2949252.269,156356.9714,491270.6124,NA,1301006.916,2504.929607,901417.9573,33785.56441,24425.16185,NA,29694.38449,NA,116513.0396,NA,207007.1862,476277.3736,644087.2275,16014.54169,76826.26402,83820.27652,
X2866_499.1857_8.58_neg,55176.14952,8412.041338,21137.12999,28885.27653,265236.2389,559905.6085,57843.20509,13052.21552,104179.313,17945.85759,520860.9086,350820.8839,700652.8858,1393370.744,105321.5115,211351.1806,464765.402,155295.6559,901009.0021,492964.6712,1541521.157,10409.35095,479290.8425,399794.7455,714493.4207,215086.5634,921239.3008,247756.5348,2221534.919,13976.09959,1879655.743,181241.1818,68390.65937,34770.94966,386726.7932,137618.0731,105089.5196,117793.4032,1400126.835,1748245.952,522951.8248,749095.3808,2457855.9,NA,18642.09774,840468.5547,684943.2808,NA,528213.1889,NA,32732.05293,NA,1889028.045,15881.47598,24137.46528,NA,7200.665142,NA,27120.78478,NA,22235.31809,11183.92711,714816.0511,31287.57016,668900.7912,24100.31016,
X2871_341.1291_9.42_neg,1353548.109,142822.6957,265481.1753,758538.4079,5968299.908,369648.6162,275128.1656,303138.2144,36302.91672,81919.18182,485360.4428,261382.7181,420471.3405,363170.0286,376192.1708,111542.0209,292279.464,30756.80862,103043.3495,577763.8379,62564.02123,360216.1705,575314.5925,407773.8635,31230.38379,41341.93724,113850.2512,373184.9252,97846.37584,66377.01059,116212.5316,151825.36,377536.1996,260185.5848,493681.6305,225234.2276,86151.28367,51084.54133,120164.3274,114043.4479,131743.7247,65418.76267,361328.9634,24998.71129,114933.5066,387323.9676,127326.0454,13263.29573,567612.4375,34353.45767,374738.5418,14500.80955,300106.7147,258641.4077,304957.4677,25186.34041,163299.1813,12193.61875,31388.44222,12570.42809,164205.2948,210770.4,361850.0409,354703.8939,105715.5137,175444.7494,
X2875_267.0716_10.14_neg,9826.980674,4574.19564,3637.927969,6197.919609,15179.01554,545713.6123,5343.378867,4169.07967,459077.6014,401351.0007,601576.4634,700126.4879,1421981.547,1685210.08,1131693.207,450664.7618,773209.9792,316173.581,220203.4238,622765.1607,1003222.987,18148.38769,1940192.849,1514926.438,440313.1326,202478.4947,626017.5546,1250114.66,916324.6152,373593.1391,659267.7793,332394.2065,6357.015146,599569.3331,475988.7284,755502.7278,381132.9779,335195.604,1060886.28,555769.2076,389048.928,479889.0407,1286140.942,7066.077542,234547.3312,1606822.311,494783.7095,2877.828281,554641.75,4487.002954,11201.75008,5452.289063,1111889.26,7401.544424,4439.594766,3225.928901,4255.027178,4314.253975,346357.0903,8152.870532,247043.2164,228687.3089,112777.9233,9469.959749,4014.947944,8219.158711,
X2879_653.2689_9.47_neg,42386.44058,7181.046299,3923.580894,4429.389302,41530.35425,373767.3131,16524.73116,8092.291699,1332229.539,349938.2985,419648.9626,165864.7402,456835.0651,355404.5517,218410.5481,620467.1574,334948.5753,223245.7016,224272.4074,427964.007,453560.9108,13480.65466,201076.4469,396751.5335,213982.7763,2875031.376,2199231.416,99999.37192,396814.8968,94721.22518,1061799.18,1070070.045,12353.39232,305159.7084,356571.5614,6180.230947,118653.3427,160614.1617,799442.3956,390063.334,412893.8895,1162863.383,964296.2662,NA,172908.7103,156437.2749,1584586.982,3158.245898,387291.32,4153.493369,4755.6075,NA,761750.5042,5423.959277,5687.7704,3056.373867,4088.584243,NA,85501.80686,NA,42589.36993,143616.8508,269148.7548,46486.93671,11050.65954,3896.984897,
X2891_476.2517_8.28_neg,643084.6305,16024.796,11217.56466,33037.89674,165376.4985,684716.9289,200167.3158,85474.82538,96966.2123,608332.1628,725555.5065,62923.01381,562876.3381,734011.0682,427658.0508,254531.0164,178007.1639,252128.3008,686260.0631,661005.5855,104164.1068,83100.63517,1356329.207,383221.4985,488939.7934,2068289.284,2483918.528,381229.0796,1494339.51,190958.6639,1986264.213,166796.8316,136920.1312,208783.6018,432893.518,12393.59739,178558.1648,320722.7681,1295825.431,1087073.061,237993.3661,1684245.711,72990.0564,20117.47171,210948.7863,980214.088,1986211.531,12238.34065,697918.6722,NA,96907.66053,NA,59336.13627,51566.79759,51462.39924,NA,41981.96314,NA,178762.9008,NA,136003.8703,432813.4412,119935.8969,81254.34739,17886.53982,19174.74051,
X2902_399.1657_7.21_neg,25667.94879,176267.5769,297075.7232,292262.144,158262.199,395125.0898,213558.9341,363736.7765,313305.6343,437732.426,435591.9648,272110.5721,353118.4376,736044.9867,451269.5497,667301.0494,448749.0534,850081.7296,300912.0134,517105.1238,828021.73,188356.0608,403366.6392,103842.5173,238199.8151,86448.4301,614289.5204,544151.3525,642816.048,239238.7068,625769.6231,351671.7546,457946.1736,221573.615,369724.1797,369135.8858,482718.5547,601486.424,614670.9935,725124.3354,340271.4166,425306.8367,1131500.433,25338.11475,235474.0323,531839.3344,617001.3419,25977.63042,449998.4058,NA,263628.5966,NA,1038902.364,141699.1434,170835.5232,NA,158198.3514,NA,342937.7736,NA,137485.3122,461688.8717,334106.6005,159469.0168,320153.8113,255091.0438,
X2908_243.0715_7.51_neg,9768.337581,12504.09015,11477.1257,5096.14459,7264.394121,462062.7849,4277.202613,13057.58313,14638.89214,8429.732021,568844.1644,56164.02959,3202722.02,557684.8089,271161.027,2069603.567,392954.1446,2714057.635,12267.37035,530284.3911,2432444.363,6846.946143,58805.66755,758004.6829,4263.662533,14989.91408,1213414.161,527924.4138,2372225.153,7226.10082,1306146.988,8360.726968,9708.695874,250033.0119,409765.8699,4962.363091,7674.791871,4553.471719,945181.5023,3125971.607,5737.919385,152306.619,3127754.52,9652.988145,5436.131982,335849.8852,704049.412,5639.59489,502861.4133,NA,8294.686088,2898.799497,2670574.602,7885.989785,10385.45844,NA,8247.789547,2282.016313,10246.04955,5077.804948,7656.651035,11900.83632,10672.73941,11207.4382,8486.500331,4833.571655,
X2913_561.2004_7.65_neg,182082.2928,12493.31592,37852.2363,60907.32859,168368.7094,243308.1061,29235.74591,31905.02539,56765.05881,1303639.81,132056.8615,21444.44676,677722.7506,788809.1159,765936.7312,642598.8005,18740.23053,315065.3084,109208.0122,296430.9665,1848158.629,111484.1821,460692.1401,532345.3605,71534.27331,210568.0709,952616.1289,759555.1483,2433925.91,53459.45142,2109619.784,NA,70909.87216,611943.4228,232262.5927,NA,32883.32326,256153.0853,2252552.562,2571877.679,460427.9583,858898.5498,1296386.314,5308.166631,407752.0517,604949.8385,941830.1423,NA,365350.1619,NA,53816.60323,NA,1635067.71,29014.83791,56339.4139,NA,25810.7232,NA,333256.0038,NA,44994.88248,694754.9942,350352.3687,49506.45826,53016.09508,36399.00938,
X2924_471.0895_10.20_neg,2022437.688,9401.593989,3238.258608,NA,1703682.385,673662.9098,3279.916525,NA,NA,NA,859439.9791,3200.767148,4823512.043,752767.4633,2907868.78,8561.564903,NA,NA,NA,790290.1804,5895.349501,186181.8496,9278931.901,4690353.62,11767.81571,5151.221116,NA,630808.4728,10391.37271,3930.926294,6590.69854,NA,3792.336357,NA,610631.7237,4913.126037,NA,NA,5317.132158,23405.8597,2612.310183,NA,20398.363,19581.86005,NA,6445145.756,4569.663984,22201.17738,626232.4722,4303.155938,NA,NA,25218.21331,NA,NA,2593.068853,NA,NA,NA,NA,NA,NA,NA,NA,NA,3009.854458,
X2935_443.2282_10.83_neg,658469.0362,958453.8272,354648.7515,396731.0837,129565.2988,568636.8905,886935.0911,628276.7972,369986.807,172374.8617,603064.7639,247357.9259,100300.0653,277700.0469,469653.4217,341649.9041,72483.92792,242636.9854,438182.9543,488999.115,605089.7742,2481555.841,390446.2959,98244.15298,312324.1166,81970.72579,290331.409,608373.4596,543002.6614,370423.5428,591569.3165,281976.7938,987316.255,191921.2944,398654.2266,228801.4781,409495.4513,72383.73007,497286.105,364572.7595,334899.4727,339982.6783,1163471.851,145605.0773,250276.8381,123498.6672,84892.42012,106269.4516,487268.6339,NA,671131.9519,NA,781261.3751,321996.3942,668531.9316,NA,381587.09,NA,167083.9615,NA,557011.8209,1079457.934,471507.0226,861332.6097,669577.7351,2018807.624,
