row m/z,row retention time,41_neg.mzXML filtered Peak m/z,41_neg.mzXML filtered Peak RT,41_neg.mzXML filtered Peak RT start,41_neg.mzXML filtered Peak RT end,41_neg.mzXML filtered Peak height,41_neg.mzXML filtered Peak m/z min,41_neg.mzXML filtered Peak m/z max,54_neg.mzXML filtered Peak m/z,54_neg.mzXML filtered Peak RT,54_neg.mzXML filtered Peak RT start,54_neg.mzXML filtered Peak RT end,54_neg.mzXML filtered Peak height,54_neg.mzXML filtered Peak m/z min,54_neg.mzXML filtered Peak m/z max,28_neg.mzXML filtered Peak m/z,28_neg.mzXML filtered Peak RT,28_neg.mzXML filtered Peak RT start,28_neg.mzXML filtered Peak RT end,28_neg.mzXML filtered Peak height,28_neg.mzXML filtered Peak m/z min,28_neg.mzXML filtered Peak m/z max,15_neg.mzXML filtered Peak m/z,15_neg.mzXML filtered Peak RT,15_neg.mzXML filtered Peak RT start,15_neg.mzXML filtered Peak RT end,15_neg.mzXML filtered Peak height,15_neg.mzXML filtered Peak m/z min,15_neg.mzXML filtered Peak m/z max,2_neg.mzXML filtered Peak m/z,2_neg.mzXML filtered Peak RT,2_neg.mzXML filtered Peak RT start,2_neg.mzXML filtered Peak RT end,2_neg.mzXML filtered Peak height,2_neg.mzXML filtered Peak m/z min,2_neg.mzXML filtered Peak m/z max,
579.13544921875,7.015386666666667,579.1355590820312,7.012166666666667,6.87315,7.081166666666666,8.0507808E7,579.13525390625,579.183837890625,579.13525390625,7.014733333333334,6.882466666666667,7.083716666666667,8.0487232E7,579.1348266601562,579.1362915039062,579.135498046875,7.018083333333333,6.879166666666666,7.081333333333333,8.4485992E7,579.1351318359375,579.1364135742188,579.1355590820312,7.013683333333334,6.8742,7.0712,8.8842328E7,579.1348876953125,579.1829833984375,579.1353759765625,7.018266666666666,6.867900000000001,7.070016666666667,9.2431056E7,579.135009765625,579.1839599609375,
1051.5496948242187,13.082803333333334,1051.5498046875,13.078933333333334,13.050183333333333,13.176716666666666,7.7996984E7,1051.548095703125,1051.551025390625,1051.5491943359375,13.0819,13.047383333333332,13.187616666666665,7.8056488E7,1051.5474853515625,1051.550048828125,1051.5499267578125,13.086500000000001,13.052,13.182866666666666,8.3153976E7,1051.5484619140625,1051.55126953125,1051.5501098632812,13.080483333333332,13.051716666666666,13.180483333333333,8.0443016E7,1051.5491943359375,1051.5513916015625,1051.5494384765625,13.0862,13.051683333333333,13.180416666666668,8.0792216E7,1051.54736328125,1051.5501708984375,
387.1664184570312,5.699143333333333,387.1664733886719,5.692183333333333,5.559833333333333,5.75545,7.1071512E7,387.1662292480469,387.1667785644531,387.1663055419922,5.696366666666666,5.558283333333334,5.7596333333333325,7.9149976E7,387.16607666015625,387.1666259765625,387.16648864746094,5.702,5.5616,5.765266666666666,7.9945216E7,387.1662292480469,387.1667785644531,387.1665344238281,5.702766666666666,5.564683333333333,5.7603,7.7695272E7,387.1662292480469,387.1667785644531,387.1662902832031,5.7024,5.604583333333333,5.759916666666667,8.1654328E7,387.166015625,387.1665954589844,
692.6143847013775,7.670283333333333,692.6144104003906,7.6641666666666675,7.629666666666666,7.715916666666667,7.0910976E7,692.6141967773438,692.6170654296875,692.6141052246094,7.666366666666667,7.63185,7.718116666666666,8.2665184E7,692.613525390625,692.6148071289062,692.614587081106,7.6746,7.628583333333333,7.7321333333333335,7.3312056E7,692.6143188476562,692.6156616210938,692.6145629882812,7.670166666666666,7.63565,7.721933333333333,7.7289088E7,692.6142578125,692.6148681640625,692.6142578125,7.676116666666667,7.6358500000000005,7.722133333333333,7.0184888E7,692.61376953125,692.6146240234375,
923.6545965194703,7.672583333333334,923.6547241210938,7.6699166666666665,7.635416666666667,7.704416666666666,5.930046E7,923.6526489257812,923.655029296875,923.654052734375,7.666366666666667,7.6376,7.706616666666666,6.4874868E7,923.65380859375,923.6561889648438,923.65478515625,7.6746,7.634333333333333,7.714883333333333,6.6432548E7,923.6531372070312,923.6560668945312,923.6549711227417,7.675916666666667,7.6299,7.716183333333333,5.9295484E7,923.6544189453125,923.65576171875,923.6544494628906,7.676116666666667,7.6415999999999995,7.716383333333334,6.232536E7,923.6529541015625,923.6549682617188,
421.20810852050784,8.685573333333334,421.2080383300781,8.68245,8.624716666666666,8.7457,5.8896948E7,421.2078552246094,421.20977783203125,421.2079315185547,8.6787,8.609483333333333,8.747716666666667,5.8273688E7,421.20758056640625,421.2096252441406,421.2082214355469,8.693033333333334,8.617666666666667,8.756300000000001,4.8540868E7,421.2079772949219,421.2102355957031,421.2082824707031,8.689183333333334,8.618966666666667,8.758183333333333,5.799432E7,421.2080993652344,421.20989990234375,421.20806884765625,8.684500000000002,8.619166666666667,8.753516666666666,5.4159936E7,421.2078552246094,421.209716796875,
323.1348846435547,4.422009999999999,323.1348571777344,4.42205,4.29555,4.493366666666666,5.6791712E7,323.1345520019531,323.1351013183594,323.1348571777344,4.422933333333333,4.29065,4.4977,6.5968748E7,323.1343994140625,323.13507080078125,323.13490295410156,4.42045,4.282416666666666,4.509033333333333,6.1005828E7,323.1346130371094,323.13507080078125,323.1350402832031,4.423649999999999,4.3004,4.4984166666666665,6.4027E7,323.1348876953125,323.13519287109375,323.134765625,4.420966666666667,4.300183333333334,4.492233333333333,6.7447096E7,323.1346435546875,323.13494873046875,
613.0812194824218,5.9559733333333345,613.0812683105469,5.956733333333333,5.899233333333333,6.02,5.5403632E7,613.0808715820312,613.0817260742188,613.0810546875,5.945266666666667,5.8746833333333335,6.022283333333333,5.5688244E7,613.0807495117188,613.0814819335938,613.0814208984375,5.955066666666666,5.9033,6.029816666666666,6.1430804E7,613.0809326171875,613.0818481445312,613.081298828125,5.95585,5.881083333333334,6.02485,5.5854492E7,613.0809326171875,613.08154296875,613.0810546875,5.96695,5.8921833333333336,6.030216666666666,6.5557008E7,613.080810546875,613.0816650390625,
629.2821533203125,9.757146666666667,629.2823486328125,9.759833333333335,9.713816666666666,9.836816666666666,5.3728792E7,629.2817993164062,629.2826538085938,629.2819213867188,9.750366666666668,9.71585,9.847083333333334,6.4244124E7,629.281005859375,629.2822875976562,629.2822875976562,9.761050000000001,9.7186,9.841583333333334,6.5489972E7,629.2817993164062,629.2825927734375,629.2822265625,9.755066666666666,9.720566666666667,9.851750000000001,6.6496296E7,629.28076171875,629.2824096679688,629.281982421875,9.759416666666668,9.719166666666666,9.853900000000001,6.8330512E7,629.28125,629.2823486328125,
163.03908996582032,6.999286666666667,163.0391082763672,7.000666666666667,6.931633333333334,7.058166666666667,5.1886508E7,163.03904724121094,163.03916931152344,163.03902435302734,6.997483333333333,6.9169833333333335,7.060716666666666,5.8423824E7,163.03892517089844,163.0391082763672,163.0391082763672,7.0008333333333335,6.907916666666667,7.075583333333333,5.9189188E7,163.0390167236328,163.03915405273438,163.03914642333984,6.996433333333333,6.933166666666667,7.06545,6.416052E7,163.0390625,163.03919982910156,163.0390625,7.001016666666667,6.919666666666667,7.070016666666667,7.4498784E7,163.03895568847656,163.0391082763672,
299.0773651123047,4.730103333333333,299.07737731933594,4.7309,4.6019,4.840166666666667,5.1589824E7,299.0772399902344,299.0775146484375,299.0773010253906,4.729416666666666,4.600499999999999,4.8272,5.950062E7,299.0771484375,299.0774230957031,299.07745361328125,4.730383333333333,4.6014333333333335,4.847849999999999,6.0416584E7,299.0772705078125,299.07757568359375,299.0774841308594,4.7301166666666665,4.595433333333333,4.82215,6.3238748E7,299.0771789550781,299.07763671875,299.07720947265625,4.729699999999999,4.606516666666667,4.821716666666666,6.4388036E7,299.0770568847656,299.077392578125,
941.5125610351563,12.468946666666666,941.5126953125,12.468449999999999,12.422416666666667,12.52035,5.0201036E7,941.5123291015625,941.5132446289062,941.51220703125,12.465466666666666,12.419450000000001,12.51735,5.69203E7,941.5116577148438,941.5126953125,941.5126953125,12.470416666666667,12.424416666666668,12.516533333333333,5.193788E7,941.511474609375,941.51318359375,941.5128784179688,12.469966666666666,12.42395,12.5161,6.00295E7,941.5122680664062,941.5133056640625,941.5123291015625,12.470433333333334,12.4244,12.522233333333332,5.0583924E7,941.511962890625,941.5128173828125,
623.0893432617188,4.213286666666667,623.0892333984375,4.2068666666666665,4.135683333333334,4.33005,5.0075124E7,623.0885009765625,623.0895385742188,623.0891723632812,4.2078,4.127283333333334,4.296416666666667,5.8322344E7,623.0888671875,623.0895385742188,623.0894775390625,4.216816666666666,4.139866666666666,4.3342,6.7261432E7,623.089111328125,623.08984375,623.089599609375,4.2176,4.142833333333333,4.3234,7.5179408E7,623.0891723632812,623.090087890625,623.0892333984375,4.21735,4.140416666666667,4.3347,6.1449656E7,623.088623046875,623.0895385742188,
223.0244903564453,4.053536666666667,223.02447509765625,4.049416666666667,3.8488333333333333,4.152933333333333,4.7044796E7,223.02432250976562,223.02455139160156,223.02442932128906,4.05,3.883966666666667,4.110016666666667,1.8609342E7,223.02430725097656,223.02452087402344,223.02452087402344,4.0568333333333335,3.89655,4.134116666666666,1.2681485E7,223.0243377685547,223.02462768554688,223.0246124267578,4.05405,3.8534833333333336,4.148583333333333,3.129764E7,223.0244598388672,223.02467346191406,223.0244140625,4.057383333333333,3.9200999999999997,4.117416666666666,4515512.5,223.0242919921875,223.02450561523438,
