Sample_ID,9_neg,6_neg,17_neg,8_neg,12_neg,13_neg,11_neg,19_neg,24_neg,44_neg,26_neg,37_neg,50_neg,47_neg,59_neg,61_neg,63_neg,65_neg,66_neg,67_neg,3_neg,14_neg,4_neg,23_neg,21_neg,10_neg,33_neg,31_neg,32_neg,22_neg,35_neg,27_neg,30_neg,34_neg,40_neg,29_neg,48_neg,51_neg,52_neg,38_neg,36_neg,56_neg,45_neg,46_neg,58_neg,49_neg,41_neg,54_neg,28_neg,15_neg,2_neg
Class,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,QC,QC,QC,QC,QC
2/461.0733mz/7.67min,524895052.9,786502014.9,1812266.862,289144074.9,627013486.4,1671245479,2375128.204,1664295251,1108440518,2346252116,2220559029,4400988.286,1276425296,508263431.7,2027419.081,796412034.4,1263561562,2749118.04,1250869450,380041509.4,1164376.829,1725611.971,23053229.22,1995952.213,3713303.673,1240577.012,8553337028,1824675.004,7923179018,2042707.882,18903877.79,5476731023,1080701.804,3339440420,11039926.34,239029297.7,3512119059,2304412.462,3282639594,14763919.93,1291353759,21732228.55,14391512.82,12504638.11,279887282.6,332755785.8,3182666530,3043251485,2950133333,3011912975,3125018294
3/591.0998mz/5.96min,3870.221119,2467989081,3467.808425,29150.06334,127162.1151,264340.6263,4435.290852,10772.07364,1149.639359,1626.46529,1011.808455,16972.55832,15981952791,1208.900256,5556.70613,2234003249,16019211437,13575.59935,1527.917449,6711.64099,108683.5447,154845.5723,16500699673,78202.28176,317513.0502,20475.50807,11045496378,206276.8507,1415781169,109425.9036,72050.41151,1549798353,300082.7879,11209858686,11186201819,6898929429,10933655714,82777.46338,11280050761,129728.1322,868927868.6,17813798836,8250.605754,8885.250847,5702703382,4837375155,2213550078,2250221782,2210133333,2239376855,2194161781
4/467.2136mz/8.68min,4647707105,3358454006,7653360036,3989504319,4000113816,983385297.3,4697418831,1017418229,854718200.1,946522221,1210079920,1321971149,730907974.3,479943768.4,8084319198,3428621300,740161584.5,1871490638,1601263604,1267843396,4669278306,2472409555,2738107369,938055658.6,1285648821,5451360516,1027631139,1800047008,1721018393,760445969.4,1158558322,1619714068,885885111.5,703947769.2,1284341690,698480821.9,1023441029,738715116,828705583.8,1017815692,689451583.4,2851337056,1130761722,1027090361,958613942.8,1182028015,954799958.9,926853465.3,901813333.3,937800176.2,869116030.1
5/431.0983mz/6.96min,8541474042,5152944236,7482335231,6763159703,10392167970,9120516488,9843252498,2763358152,2409653300,3409084271,2120758623,3889696422,3004607125,2504054444,11783922899,8166597979,3991585688,4493852900,3108335230,2616679245,6663075520,3392844634,4011087111,1904863981,1793928588,2545569228,4953551301,2321927958,1475854452,2134585177,2235473273,788882319.7,1654270627,2336040481,4220719668,2218535397,2193087919,2475275782,2365431472,1487576781,1086707020,4375814294,1377473370,1453530584,1621013845,1380688186,1266459000,1139980198,1105066667,1114798958,1177818445
7/279.0510mz/6.81min,18740015.06,12927561855,2456468.175,4383757.63,5313249.506,2918880.788,1995164.303,1239447.749,381380.7468,2002175.29,664228.878,1335345.175,3729122318,696143.6698,1650762.173,14375912146,3912282661,1652155.603,4298882.939,1536592.267,289028.5792,2466116.512,1198522436,7434078.635,5278529.972,1662714.129,1790662644,8423346.229,6429464941,5258666.936,5858063.788,5278636497,11225031.38,972043690.3,378052191.1,794378803.6,1385777294,9433767.959,1192370558,3154924.842,2812524713,1174412094,374416.177,1245098.046,793013967.3,804573691.1,997749438,974435247.5,950160000,997451699.4,959352120.7
9/163.0386mz/6.82min,24970559.39,11797530224,8652838.935,14868848.68,6592350.529,4695122.601,12477103.11,953316.6481,1650302.941,3468034.836,1646177.149,8512492.233,3345555451,3044388.599,14289654.67,13026061240,3462898842,7450056.964,6670405.028,4339044.024,1173032.285,1546027.133,1157691011,8672988.667,13872076.74,1316528.368,1655286087,12227154.11,5763788015,7801898.195,10986445.6,5022278874,13264173.17,898356507.3,352158205.4,731401024.6,1266587733,11472559.28,1076512690,4212840.946,2560820167,1078426491,1364344.463,2415920.464,720709752.6,729082826.3,923964435.4,881254257.4,896880000,922153875,876714858.8
10/295.0460mz/5.96min,123111748.8,2458948828,105607817.3,224172147.5,45009217.02,41441983.42,259205649.1,16642952.51,3371436.656,12324935.25,4806917.488,20441439.3,4581493133,15203187.69,108932775.6,2375737594,5762686622,49204845.05,19026779.29,33643018.87,14026926.4,18467791.78,4827715625,10075695.1,17763410.53,12936291.52,5353527493,15941263.67,1047223456,9892115.068,12627885.43,1104668300,24118338.11,3449187288,4790387353,2733808135,3321415762,17151583.96,4199847716,10500462.95,678507907.5,5335670333,2860288.491,4492891.699,2332394021,2125663826,1277471687,1288673267,1262933333,1251704093,1272803804
11/923.1531mz/7.67min,2278384.304,5324295.42,3467.808425,891961.064,2434082.87,20890457.68,4435.290852,81330654.7,38129219.87,134959630.2,214570872.5,2131.620931,34307925.32,7628969.358,5556.70613,3829924.747,25622614.97,15024.67192,35792951.14,3996039.547,4157.070285,2724.573844,1948.056761,1457.518543,1426.464484,1947.758154,1612211728,1793.558002,3117316335,1352.569231,1576.622157,1980945264,1253.945799,417038099.4,2100.172115,1737699.542,449741942.9,24313.25556,391020304.6,907.1596693,80545454.82,2289.72417,833.7472172,866.8446036,3033322.8,5112091.863,594685095.5,596754851.5,556480000,584780506.1,574661418.8
12/595.1310mz/6.47min,1674892396,2693995408,15178451468,459742878.7,1643007562,1426672970,18045962914,1358127728,659111049.8,1120987122,1211327425,24074067042,1937012678,863004477.9,17675884348,2740197339,1969358502,21018717047,1215076499,660400000,416145.3748,296957886.8,235513.4369,275813.9258,174644224.3,365025021.3,586596.7043,143738397.4,99526818.4,87896.36279,59152.52797,85413698.72,312052.7156,647364.3339,830071.6777,89743335.11,401966.1922,187175.6012,534973.8805,82991125.66,15430583.06,326658.534,99198641.96,76524110.15,139943641.3,192700365.5,1012065931,980382970.3,983706666.7,987672761.2,968850656.6
13/593.1509mz/7.42min,60601519.74,61021708.06,415835.9057,65731833.07,14782502.24,17564761.15,421475.7544,227663029.6,60099588.2,51938401.53,103792422,1018893.485,41553077.26,109701432.8,533447.4507,60100473.02,40180200.3,313844.6694,151272314.5,83173018.87,850823489.4,34600296.76,1104850342,195877522.6,20049790.1,26176136.4,1452221251,11600310.93,266270770.3,80213708.62,233266776.3,237713431.6,110696987.8,605175587.8,191874434,15887576.07,667461540.7,59561323.49,624345177.7,174482690.1,84594614.92,1123596186,200453214.3,198791682.8,22974081.11,28805724.74,513191212.1,510512871.3,496293333.3,497747955.9,509121521.5
15/119.0489mz/6.81min,15554940.72,7955422680,12630353.51,11305471.89,3886186.381,2866055.867,7178109.906,2775314.502,359493.3753,1850504.54,855064.1363,6553723.445,2407947554,1940730.819,9220251.821,9448956340,2513905953,6634267.372,4211955.224,3144336.694,784265.3674,2349964.531,773395239.4,5026840.866,3816014.179,1156339.765,1203005316,5954365.731,3896645418,4908874.839,4254147.947,3227775518,7593417.573,627124961.5,241849826.4,513841424.3,916965021.4,7026942.104,759512690.4,2897334.541,1794762852,796115890.9,754859.8106,1332798.568,521290063.8,517509744.5,660761217.2,643345346.5,647253333.3,616073108.5,572761711.7
16/279.0510mz/7.00min,16700800.04,9808674554,1613620.04,1573108.945,788696.1652,843381.9029,1503183.191,902956.807,203823.4244,1215475.856,123161.654,385419.4592,1144307820,664219.3785,1310966.389,10663822155,1168397930,554916.1164,4087605.064,610125.6219,1158780.489,1026104.793,881478425,5750679.855,6704899.14,1611984.641,1544523449,10452740.65,4659738480,8708212.849,5666453.875,4183290292,15017418.51,832508386.3,238483608.2,635503042.9,1357171799,13964917.76,1095822335,1859903.631,2757806334,861047328.8,833.7472172,877170.9057,627413991.8,620813033.3,707014502.5,701831287.1,685733333.3,688437251.4,682944727.5
17/609.1464mz/6.85min,1216802168,404551323.8,2150601.365,569929188.4,661847569,402016061.9,2968970.624,946764185,304750270.3,298796209.6,369261501.5,16835773.54,519946197.5,736311247.1,1963493.429,447475575.2,536617148.8,6222502.167,862798506.4,616788679.2,3567308124,490450808.4,725358268,661311268.9,173940722.9,389039825.4,563043408.7,120297981.8,238669531.9,848831136.9,1016654367,178285073.7,649339872.3,302587793.9,766461976.5,43941314,392530953.7,344218038.4,337918781.7,31652949.54,54280632.6,714245817,29194211.73,23940503.73,80234354.34,112242996.4,368925013,353889505,364080000,367688077.4,361894215.8
18/1067.5438mz/12.94min,105933365.2,70965986.41,483145074.9,278125444,240935737.8,104962368.5,617937517.9,237083568.7,574064462.7,266710710.6,98927152.26,1153768060,40487613.74,512734957.5,551514996.1,67492545.28,38329796.34,873172683.8,162763735.7,383156603.8,12216812.45,3268762.478,25459594.84,26057101.63,14878551.33,47549311.99,606117767.8,6469727.756,566637187.9,231802609.1,14930750.6,481253172.9,293748989.9,57381933.97,1007276043,23616667.13,110290073.6,276534716.2,76916751.27,862347141.3,485899211.2,23114489.38,855267047.8,843261493.1,44665345.51,63869244.86,441608746.9,399488712.9,409466666.7,407781724.2,419835284.5
19/311.0432mz/4.22min,1121366704,121139390.8,3039965914,1987153104,6792646103,7795748730,3324831955,1413080873,880232176.2,2105610873,1171407263,4415331073,4794585837,1336986212,2843213955,115412252.4,5022525038,3612147585,1079440053,1573122642,1696521536,1656111292,441940136.8,657717185.9,597976195.9,1952403568,149837235,508612790.8,1063606.992,268490791.8,501523569.1,944100.18,700359433.7,87640713.36,652995.6552,156013134.4,73102930.65,371291367.2,77077664.97,1733642113,789339.5872,412173475.4,1685862931,1400091959,177261945.6,209586480,613406663.3,618563168.3,604826666.7,613139427,580360540.3
21/692.1119mz/7.67min,209521.6549,1233538.855,3467.808425,3081.66641,383585.9313,7278601.611,4435.290852,38781219.52,17718038.97,64772601.14,99925156.31,2131.620931,15540013.97,2362214.018,5556.70613,787927.6282,11836246.16,2306.841466,16977371.73,1181976.119,4157.070285,2724.573844,1948.056761,1457.518543,1426.464484,1947.758154,670729306.5,1793.558002,889734037.2,15166.83108,1576.622157,630406698.6,1253.945799,191273113.2,2100.172115,313262.6035,214541209.5,1568.44613,185050761.4,907.1596693,36880187.87,2289.72417,12161.02381,866.8446036,821957.4877,1557357.015,249987993.9,253769505,238773333.3,233716623.7,229864567.5
22/133.0150mz/6.99min,11135614.5,5469353092,426880.2077,8099598.865,546808.4495,3159432.028,1210582.368,488942.756,113736.2962,413544.0799,286924.6961,534828.2621,622230695.3,370946.1697,1027009.46,5669373804,639711083.8,745248.8153,3884442.928,1449073.046,4842978.122,4776282.411,540415928.2,1604663.592,2173780.282,4007694.827,864563922.7,5466995.613,2402931341,13463732.87,2589873.198,2155734552,9661663.31,471911533.5,138532823.5,356396976.8,748510442,8932458.712,606644670.1,3587154.215,1466452574,494043549.3,169886.9568,175452.3501,344028118.2,346661997.8,385444043.4,375697821.8,371973333.3,385290166.2,395139091.3
23/1113.5495mz/12.94min,66804824.91,43446257.12,301858781.3,173638426.1,149786555.1,65219335.78,368575121.3,150414608.5,369952653.8,175066504,63997010.22,706978606.4,26210402.58,336854943,354887910.6,44468973.67,24760045.97,540400032.3,105495013.9,247650000,7098081.873,2555778.884,14416497.99,17249602.29,8601203.848,26176136.4,390745972.2,3826697.674,362063303.5,133078044.7,9173521.276,306463884.9,168519157.3,37784278.93,585204076.6,15028788.18,72149414.16,161859830.4,49722335.03,482064355.2,312989131.5,14466781.91,483143644.8,468122349.8,29388164.67,41122655.32,267608293,248813069.3,250613333.3,240561880.4,238413249.8
24/315.0725mz/3.60min,69667888.84,47913341.14,157770382.9,102207301.1,61540212.56,63690757.6,141086619.1,562092169.5,877397290,794116100.7,1051646776,404738681.7,88220379.41,421813933.1,171963060.9,52923289.43,95163632.3,263942752.6,369232548.6,249207547.2,252684325.5,298973438,104480412.8,815856837.1,740435230.8,55474197.32,833796523.3,608123989,323096849.3,333528934,890301529.6,551168888,262828043.6,464072471.5,888163709.2,609739406,432260807.3,307475663.5,429639593.9,901493898.7,1335128463,99091020.47,758638318.9,881737302.7,640242158.9,665511571.7,310557772.1,309281584.2,306853333.3,312926023.3,293504757.7
25/741.1929mz/6.19min,4160986237,4059073617,377315.9458,1181653184,4418122807,2970536934,552449.1248,1073941464,530123726.1,1010693219,867016025.4,642939.8821,2301401202,767611927.7,437739.3298,4042803463,2384377676,236332.9779,1510839306,861323584.9,2121258.331,3695177324,592588.8415,805129.3832,1039423329,3530176193,123496.2985,873487184.2,215939100.3,498212.366,730184.9901,255192360.4,106092.4244,107780.5787,250590.4344,158875760.7,183204.2461,100978.5654,185371.0132,62746659.7,85141798.71,507726.2901,70107226.76,58889364.1,205250673.9,252298416.7,281924786,268638811.9,274293333.3,273810270.4,268808564.5
26/559.1092mz/7.00min,3870.221119,4791334114,3467.808425,3081.66641,4708.787705,4132.590622,4435.290852,1273.44588,1149.639359,1626.46529,1011.808455,2131.620931,321769982.9,1208.900256,5556.70613,5615379768,322498976.1,2306.841466,1527.917449,1263.272936,4157.070285,2724.573844,156120157,173359.1417,1426.464484,1947.758154,523045789.5,248581.744,2711415770,395494.0382,59954.37937,2691755035,1253.945799,227332798.5,8872181.207,151719194.9,495828573.1,249249.5861,350791878.2,907.1596693,1586833009,144543027,833.7472172,866.8446036,176095748.6,192700365.5,235671500.8,239891485.1,237786666.7,231760836,220366031.7
27/179.0342mz/5.96min,3578625.108,732260496.7,1823697.628,1243271.918,17588919.39,14838400.1,1134389.711,1739303.07,1601971.102,3062925.557,1707133.32,3282649.478,1862430232,2222527.236,1357988.659,809910543.4,2051304963,1333172.29,1865051.85,1809007.757,5631394.444,9663527.84,2063187921,4054954.267,7738804.485,8817778.934,1243002935,7522208.543,331214860.6,3155422.31,4182793.054,372883814.3,8527249.916,1353022104,1620963504,918903048.5,1387366488,5272964.605,1311446701,4048022.147,212307313,2066513589,1764635.269,1096055.248,807008331.4,725109622.9,426190985.1,432201188.1,426240000,426361706.8,428383966.8
28/725.1942mz/6.68min,252903980,381950691.2,16287.27814,136783005.2,276930956.5,270558338.3,100248.1769,254354557.2,108576142.8,193114597.2,169660689.9,31925.37514,257842171.7,156503402.7,5556.70613,372558850,250068878.2,22556.99093,210990027.8,128341886.8,82519627.59,876764801.4,1417548.843,12548926,186427872.8,638793787.3,4271417.993,189071276.6,1177111637,4429749.281,21188398.85,1188567158,2780509.749,3065554.459,156546.6946,34780909.78,3402519.1,2668366.602,3007343.419,2035631384,397255436.2,2177897.523,2148447272,1998604553,46647880.43,56419488.46,267608293,263682376.2,264426666.7,268920801.3,261209735.8
29/579.1360mz/7.01min,209480843.8,85882403.93,1094558754,161099983.9,212487903.7,361763503.1,1044478460,137539871.7,80369024.78,114906193.4,129740527.5,948770546.1,84384710.74,73780175.57,1205796762,107988072.5,98071409.95,767936888.1,131868767.3,82394245.28,12483896.97,40982875.77,665335.0592,798837.9365,8411589.624,68922487.58,19277940.76,15977841.13,194832270.9,151558.6337,1355744.909,115710508.6,58649.31592,8869015.86,307065.3555,19465858.97,7196666.37,87085.01279,7535834.95,5156187187,28125247.13,793151.4374,4574445148,4563658524,24023658.42,26819123.04,331481877.3,308290297,305866666.7,310970235.7,322950218.9
30/1051.5495mz/13.09min,16463799.33,70513973.75,83374592.57,39895043.19,38072001.19,20364809.99,105541540.7,73323196.42,287740952.9,83021228.71,286926166.7,444161280.6,193914360.5,234009849.8,100026322.3,64721135.38,176052719.8,277879385,40879317.88,139556226.4,10200532.73,22713280.41,76859154.23,47981007.82,117132984.3,73245152.31,42766685.14,68773294.76,329591258.3,72042249.74,33240515.62,247035527,69726733.91,3264441.813,49198572.81,323476774.1,7156573.652,76192082.65,4724861.458,473116525,348008894.5,73683066.5,450248758.3,469191122.3,368518255.4,414206455.8,202633440,187353267.3,189440000,192645083.1,187121156.2
31/387.1664mz/5.70min,811201445.4,497213917.5,194113154,1610999839,420331263.1,391316014.7,213270470.8,90123157.91,206946695.2,167847266.7,152195618.9,44678945.38,364388523.6,241462392.8,197997309.2,497420058.7,359507055.3,75087162.39,222293065,532681132.1,697060208.2,591228371.8,530808533.9,307294095,379890759.7,1352033467,455357510.9,384776633.1,297119213.2,283499593.9,258537343.7,483583696.7,355590882.5,788609639,481628133.9,221853539.7,565753115.4,257196624.2,661355329.9,183430520.3,270308795.4,502512867.3,155222745.5,162453418.2,244901372.2,271171132.9,246684187.8,241874059.4,246666666.7,244473455.7,241262810.6
32/692.6142mz/7.67min,276711.6874,491757.6547,3467.808425,3081.66641,64449.38335,5302540.66,4435.290852,26220500.65,12186812.97,46925042.31,68612778.99,2131.620931,9959088.027,1759797.392,5556.70613,150445.285,8245041.33,2306.841466,12197611.59,877829.9248,4157.070285,2724.573844,1948.056761,1457.518543,1426.464484,1947.758154,467664470.6,1793.558002,465973848,1352.569231,1576.622157,441634267.6,1253.945799,131382679.4,2100.172115,157012.439,151926960.2,1568.44613,126639086.3,907.1596693,25717638.43,2289.72417,833.7472172,7588.553581,510319.9964,1179817.049,178405528.7,180414257.4,164773333.3,168197737.5,156725841.5
33/923.6532mz/7.67min,3870.221119,3666.119148,15408.63059,3081.66641,4708.787705,628303.6837,17191.34719,4316459.984,3092516.511,17364681.91,32934133.92,2131.620931,2613283.142,102305.9158,5556.70613,5474.088201,1235905.224,2306.841466,2382904.775,38185.45065,4157.070285,2724.573844,1948.056761,1457.518543,1426.464484,1947.758154,329211173.4,1793.558002,647817300.8,1352.569231,1576.622157,418329029.2,1253.945799,74000745.45,2100.172115,1160.888872,83909450.83,1568.44613,70319289.34,907.1596693,9600475.256,2289.72417,833.7472172,866.8446036,945.8622829,89820.74687,124443362.6,125893465.3,118400000,116369364.9,110183015.8
34/421.2081mz/8.68min,596471651,434384158.8,979117010.2,501537685.8,510899877.8,123305306.7,590595149.9,130474467.3,107583932.6,114705659,150948113.8,165049280.6,90138213.74,58726038.74,993412104.8,418453780.8,90141107.26,221564013.3,197803151,154820188.7,615053124.9,314761922.9,367482831.1,121120596.5,161629448.2,725247081.8,127992381.4,225558715.9,215939100.3,96556626.38,146958069.1,203920836,110387778.3,87640713.36,158212252.6,86880708.79,123798223.9,90308889.84,100571066,126388102.4,85141798.71,361357567.5,141859197.8,125046381.1,118952095.1,146015225.4,120038287.8,113006732.7,109520000,123214621.7,115882137.4
35/323.1349mz/4.42min,949582868.4,908545431.1,1257032319,813098975.5,876657744.9,881480085.1,967919829,252784467.3,182850162.2,288769491.1,187125760.9,617620715.6,545517321.9,295120702.3,1288010177,904400106.8,539260583,583063192.8,344742634.6,370696226.4,1337740547,775987238,249792251.2,264165099.3,276124302.2,934175876.9,144914451.1,336126713.9,181843452.9,218461451.7,287695690.8,285489170.3,216446624.1,261824671.4,269297451.2,223284852.9,281287363.6,214652821.7,260680203,161060944.7,140079051.9,239399388.5,155222745.5,159247100.7,200585885.8,191707064.7,190519484.3,193300990.1,194373333.3,191667189.3,196619692.1
36/613.0830mz/5.96min,3870.221119,333133324.7,19714.83025,33020.99868,29298.50693,26726.83215,28386.91679,8360.713482,1149.639359,1626.46529,1011.808455,50940.59185,941869751.1,1208.900256,20550.132,319914664.6,1041513087,19799.9966,1527.917449,10567.21939,23534.03599,24178.41119,1006374551,1457.518543,65077.9626,15885.45713,698419966,24976.68226,165607430.3,20444.32286,1576.622157,160806144.9,58397.89333,675727146,849322730.7,478058595.3,678585899.7,18749.54677,683883248.7,20455.81843,101447875.8,1027610583,833.7472172,866.8446036,418664726.8,371494519.1,198228365.2,213126732.7,189440000,205357702.8,204218520.7
38/163.0389mz/6.99min,9085285.812,2996843885,1098661.77,4273889.101,417997.5134,372668.3771,3179784.331,640855.6691,79724.64274,175728.5377,138826.8107,1399143.352,343079253.2,329170.376,1369524.002,3077660065,351576752.7,500364.6188,559195.8906,1079978.954,2358169.204,1792741.47,290623676.9,6160051.821,1683853.832,1141711.554,473817950.5,4405555.714,1373567510,1730052.658,3956210.58,1211872397,6051087.156,252417797,77940896.93,197521216,410012089.3,6630386.776,329873096.4,250922.2996,803265813,272147418,77975.80069,199224.1885,186591521.7,192700365.5,203734708.6,206187722.8,210160000,210247171.9,219416178.1
39/299.0774mz/4.73min,244314788.2,81362277.41,221049560.8,256088182,164881324.2,85600378.21,255924565,332859050.1,646354061.8,639704636.6,840818418.9,235747141.2,186243023.2,268291547.5,236363569.8,83690756.15,185304739.6,202223380.5,258086016.1,222729245.3,165039255.2,60802463.24,151796829.6,361205339.8,429135858.2,151053117.4,1504525830,291899514.7,133135385.1,188443847.7,330461266.4,222565026.7,205624292.9,373139352.1,313317226.9,356396976.8,327373993.8,141168071.9,342746192.9,549173082.2,546089428.8,147930754.2,375207298.6,421096360.3,398839377.7,436059074.6,197127096.5,199248712.9,200293333.3,198512446.1,195669838.5
40/941.5125mz/12.47min,52966682.61,42538711.04,198388774.1,41794807.15,105082815.8,23700910.98,174991155.5,52283992.31,127995113.5,47326111.05,15718563.91,241003487.7,9522005.585,133847672,178129067.1,44815550.51,11566054.24,205920854.4,51993971.13,104199905.7,4355421.388,683598.9405,4732889.385,5618971.593,2831399.575,5642468.837,143068407.1,1461079.332,81667193.56,50696397.96,3402625.725,188772431,51174166.13,9044997.196,258939856.9,3032535.436,19864926.81,45057754.46,17539593.91,241591417,89519269.08,4840660.979,295026012.9,244748899.8,9927255.718,13409561.52,113430675.6,107059009.9,105573333.3,112457789.6,96885065.66
41/623.0897mz/4.21min,99252882.73,735115.6576,1004770731,558530604.7,3262792402,5248118426,1017136091,546391270.9,214033910.8,914436722,374251521.8,3915978154,4965060000,584279370.2,467246245.2,368647.7912,4731747273,2380604353,224176904.5,799021698.1,205017708.3,423265766.2,32905325.4,83382725.21,78088656.17,597968620.5,2403224.273,45996287.17,1316.847946,15149334.25,48014078.12,5308.865297,130486393.4,1983967.793,2100.172115,6021540.076,1092139.724,30167423.59,1212562.796,1297435388,887.6039126,28795681.16,1264397198,774860053.9,7993905.684,13608221.69,145367467.8,154640792.1,162800000,166241949.9,146277452.1
43/325.0637mz/5.41min,1651033530,400483209.9,1616184410,1227247519,1358529221,1701817043,2356912126,439625160.5,274983964.9,377004613.4,407934158.7,1098576422,1146438747,400946812.7,1486692598,385382433.6,1049443390,1223010599,632970083.3,683763207.5,1030213984,1790481376,133062410.8,416913626,499485998.9,2266997501,49535513.01,479865111.3,11582486.14,263487857.8,412104638.2,18993769.29,513287708.6,40135997.53,1809824.841,99762527.23,38935256.54,365489939.6,37653807.11,789646020.4,4312813.361,126757459.2,754526458.1,586756096,106823646.2,132109013.5,227962619.9,227996039.6,233840000,233716623.7,222265738.9
45/439.1821mz/6.40min,63941760.99,26576296.72,73968228.28,36178193.69,27938082.77,19710271.7,26591961.88,113831514.8,188519934.7,148796501.7,188373266,152696866.3,328162764,235500358.4,80843191.98,26096035.55,322498976.1,109502111.8,81381867.85,139867735.8,59967679.68,28772156.06,7023412.895,355814215.3,198739147.5,242549520.8,103378461.9,141527037.4,142714638.5,221796741.1,295471250,160806144.9,476182573,81839807.47,411714372.5,167463639.7,91537582.72,253329005.8,85767005.08,274027301.7,61175148.43,6950718.731,243627752.8,218029587.6,248399963.3,311896467.9,113430675.6,112015445.5,114453333.3,114413577.3,112082723
47/431.1924mz/5.85min,982985280.8,113907188.4,420721021,417948071.5,361113322.8,303677532.2,528801398.1,569942618.8,422398049.1,385025988.2,648702637.7,890950734.4,55617195.71,165446454.3,433675767.1,118111954.2,63706764.95,642791617.4,580222576.3,204038679.2,1194228151,389673245.1,137385738.2,380972796.2,172357844.7,206287166.7,341518133.1,182879468.7,381546530.6,80046944.15,419880197.4,202755574,50401142.47,413902474.6,315906625.4,160307073.9,359157876.6,60141466.25,395847715.7,234880544.3,433369566.7,142566852.8,313529386.5,330250698.8,155104202.4,155948234,142063661.7,138780198,140106666.7,142772498.2,139628477
48/119.0490mz/7.00min,910594.549,2178700984,1120808.697,2133611.002,599495.7502,474200.3951,2137353.773,225839.2934,71186.42386,228914.23,1011.808455,860603.7017,255711244.7,139996.6571,1881701.57,2490474921,285490896.9,1171325.859,1019936.89,582849.6537,129087.052,237787.677,215445816.7,1484745.926,875657.2312,378510.7365,372285532.5,1699834.074,1048847058,2260113.464,449611.6507,939201107.3,4213573.769,197544362.9,60074046.8,150287881.8,316249634.7,4301849.174,260680203,82783.62321,623789527.8,220484578.3,94785.31768,125105.2055,144608429.3,144028623.7,160785229.5,164553663.4,157866666.7,155485117.8,163374816.6
50/581.0905mz/6.81min,25770.99311,1586564409,3467.808425,3081.66641,4708.787705,4132.590622,4435.290852,1273.44588,1149.639359,9311.661822,1011.808455,182997.3219,470934875.6,1208.900256,26564.68463,1876292759,510182806.5,14805.49706,1527.917449,1263.272936,149641.7737,2724.573844,117210210.2,58069.62224,1426.464484,1947.758154,226755733.5,1793.558002,641322891.8,21207.88988,1576.622157,513880506.6,1253.945799,107395149.6,18346220.66,80439799.57,165276191,1568.44613,132431979.7,907.1596693,329404645.4,117723520,833.7472172,9981.651995,87348156.1,93866930.63,116734481.7,113998019.8,108533333.3,112457789.6,112082723
51/889.2051mz/6.83min,709053.8098,214706009.8,3467.808425,39329.9989,52606.17298,4132.590622,4435.290852,113153.3951,1149.639359,22091.14385,1011.808455,2131.620931,189652506.5,34221.74093,5556.70613,190328977.7,164685952.6,10060.7877,449925.2934,33204.94522,4157.070285,17388.05319,122734461.9,1689276.249,76573.71047,1947.758154,97840330.04,93364.10724,175349043.8,427492.0148,1293257.934,143327216.1,7099458.923,48288622.03,34697940.83,6286457.273,79777546.05,642921.864,57768020.3,907.1596693,27578063.34,111794997.5,833.7472172,866.8446036,12478308.01,22249939.11,107483824.7,111024158.4,107546666.7,107568320.5,105433747.9
52/179.0344mz/4.21min,380787502,40508213.91,923533948.5,638320691,2165518800,2354010401,1022604565,449045699.7,291993282.3,657752729.8,379241542.1,1445495292,1559838592,447152579.2,938603161.1,37269743.79,1628355486,1137684279,357929511.4,495300000,533046041.6,544198842.2,134263335,203065688.5,188186626.4,621983424.5,43382033.13,170053580.9,347016.2703,88885460.9,155705573.2,396605.8146,234999191.9,29631654.43,206270.2098,48950910.06,25109267.48,120863075.3,23815228.43,555883954.9,66655.74094,146236890.6,526318183.3,440334265.1,56094076.21,68041108.45,194924559.1,193300990.1,194373333.3,204379809,188071009.8
53/1154.6938mz/7.67min,3870.221119,3666.119148,3467.808425,3081.66641,43425.08667,102017.6832,4435.290852,2667119.719,463286.0913,5667749.379,14346308.33,2131.620931,433034.168,1208.900256,5556.70613,5474.088201,339678.9375,2306.841466,604893.6501,1263.272936,4157.070285,46330.79714,1948.056761,1457.518543,1426.464484,1947.758154,212910403.7,1793.558002,574755199.2,1352.569231,1576.622157,356570147.4,44035.00323,34805435.36,2100.172115,1160.888872,42590403.07,1568.44613,35240101.52,907.1596693,3078066.142,2289.72417,833.7472172,866.8446036,945.8622829,805.6321565,75106525.03,80294257.43,72421333.33,74906666.84,69814238.49
54/135.0441mz/4.22min,347385089.5,40371727.65,889328987.4,585127300.1,2095850635,2379486704,1017136091,412933632.9,272149078.6,605613793.9,341816389.9,1377162787,1487387073,393494269.7,828985273.7,35796977.56,1519974683,1095021118,337207276.5,456361320.8,558673255.1,507247069,128979268.2,197674564.1,177634105.3,602771581.3,42459011.15,149930205.3,512454.0264,83048704.56,143459067.4,674764.7404,210262434.8,26339248.38,523843.0177,46088283.74,23202234.51,109066839.1,21562436.55,531277421.7,147278.8343,122240489.6,500619053.2,406133545.5,50379710.86,63173934.27,185013140.8,172483960.4,182533333.3,191667189.3,179522327.5
