,41_neg.mzXML.filtered,54_neg.mzXML.filtered,28_neg.mzXML.filtered,15_neg.mzXML.filtered,2_neg.mzXML.filtered,5_neg.mzXML.filtered,9_neg.mzXML.filtered,7_neg.mzXML.filtered,16_neg.mzXML.filtered,3_neg.mzXML.filtered,6_neg.mzXML.filtered,17_neg.mzXML.filtered,8_neg.mzXML.filtered,12_neg.mzXML.filtered,13_neg.mzXML.filtered,11_neg.mzXML.filtered,14_neg.mzXML.filtered,4_neg.mzXML.filtered,23_neg.mzXML.filtered,21_neg.mzXML.filtered,19_neg.mzXML.filtered,10_neg.mzXML.filtered,33_neg.mzXML.filtered,24_neg.mzXML.filtered,20_neg.mzXML.filtered,31_neg.mzXML.filtered,18_neg.mzXML.filtered,32_neg.mzXML.filtered,22_neg.mzXML.filtered,35_neg.mzXML.filtered,25_neg.mzXML.filtered,44_neg.mzXML.filtered,26_neg.mzXML.filtered,55_neg.mzXML.filtered,27_neg.mzXML.filtered,30_neg.mzXML.filtered,34_neg.mzXML.filtered,40_neg.mzXML.filtered,39_neg.mzXML.filtered,42_neg.mzXML.filtered,43_neg.mzXML.filtered,53_neg.mzXML.filtered,57_neg.mzXML.filtered,29_neg.mzXML.filtered,37_neg.mzXML.filtered,60_neg.mzXML.filtered,62_neg.mzXML.filtered,50_neg.mzXML.filtered,47_neg.mzXML.filtered,59_neg.mzXML.filtered,61_neg.mzXML.filtered,64_neg.mzXML.filtered,48_neg.mzXML.filtered,51_neg.mzXML.filtered,52_neg.mzXML.filtered,38_neg.mzXML.filtered,36_neg.mzXML.filtered,56_neg.mzXML.filtered,63_neg.mzXML.filtered,65_neg.mzXML.filtered,66_neg.mzXML.filtered,67_neg.mzXML.filtered,45_neg.mzXML.filtered,46_neg.mzXML.filtered,58_neg.mzXML.filtered,49_neg.mzXML.filtered
743/311.1135mz/6.82min,4544709.357,4853082.078,4945747.866,5279482.6,5179218.483,737343.7458,2161390.056,563257.5556,443345.3841,3633511.722,79968.63082,7995990.118,4520750.551,1649401.124,1332065.478,6443891.886,2012814.246,2164389.093,14200000,5280474.068,5195286.043,626653.4395,3136800.166,6226391.927,2007939.382,3427994.886,294461.1872,158599.3085,6927049.674,9948722.628,2339514.485,7187972.91,10200000,,874835.1303,8234371.174,3643997.899,9979549.313,1663767.898,399124.3493,281438.8388,625225.6407,,9568497.505,5906665.5,,,4702774.563,9259246.45,5404351.951,158392.4109,1810.98687,3182237.694,5485792.296,3516325.164,17700000,3548179.124,1757088.853,4211577.038,6035316.316,3922469.999,7478438.991,17400000,18700000,10600000,11600000
746/723.1390mz/6.85min,2820669.799,3002812.208,3285518.454,3237949.524,2758711.77,1651588.74,4063647.821,8727541.944,12800000,5462174.334,673074.457,,2321038.164,1734679.183,1216172.272,3848.150215,57361.46408,2519335.924,508214.7563,67976.98875,8627909.589,483583.395,2283300.678,3544523.073,4883086.408,147492.6427,7144649.176,1028684.268,3174732.108,3864965.388,5819688.539,2538266.623,4818117.04,,837449.4286,1055814.469,2494845.481,4510087.703,6430704.997,7411530.938,7748594.549,1636124.454,,356968.9966,28750.93576,,,2424051.21,7858344.77,,619107.3947,,2818375.105,1248979.074,2597325.221,470830.9301,356466.4979,2447369.305,2253201.206,9046.810342,7552264.333,6862750.45,348770.3617,292004.095,767929.5507,1259652.53
750/635.3004mz/11.98min,2751953.127,2920770.277,3071311.594,3172159.691,3273795.999,32510.64628,1161866.738,3103380.142,1316521.667,162590.0928,253673.8156,7070001.532,2176552.62,1847382.07,916307.5326,1698389.435,287657.4624,85955.34056,808764.1902,595947.092,2046870.851,462287.9237,1463036.845,1697562.57,1913351.465,760647.3814,876901.1128,1797638.03,7030147.782,522653.4078,2937254.222,1063527.88,304321.9257,,2459259.034,12300000,1817587.971,7366349.684,646498.8048,2362287.549,768073.9278,10329.60878,,250082.7072,3904161.079,,,869378.3277,10700000,4584472.925,145203.5546,,2497879.713,13600000,1842648.03,4396573.574,7085547.797,89905.35182,648245.8373,2733295.539,1647749.118,7507744.728,4116126.813,2418280.795,260778.2027,318957.0662
753/347.1702mz/7.55min,4172522.591,4469299.388,4578100.074,4693904.275,4644024.828,352094.3573,10500000,4805017.779,4051313.065,5362919.705,5549063.663,7478892.652,6558564.218,4729772.065,6760481.334,6182426.956,3373323.251,5816234.773,2990487.596,2200217.292,3360353.021,6289184.61,959407.7184,2304900.46,2552181.2,2191780.621,2460683.835,3810519.546,3305178.661,3496293.764,2762171.774,2486398.913,2337320.447,1720.524939,6207181.9,3724225.415,6264933.765,1714845.721,2340675.228,4378210.731,3265648.828,308622.1862,2324.286057,4113775.457,6275139.551,2310.458936,,4633589.802,4969009.574,4872612.493,3746639.603,1891.746687,6528457.529,2992873.756,6134604.945,2373450.978,3701294.782,4858393.704,3637514.88,6208914.476,7394416.463,6785160.181,2650382.717,2453228.303,5149645.328,6077530.745
755/582.2804mz/8.49min,3235408.697,3686480.54,3663058.205,3857074.207,3910063.892,,104907.9743,4307516.792,3275566.566,21678.4136,4868.279502,65793.98979,113281.9829,25485.12001,27842.92919,126174.5314,12397.62702,5474.426309,43850.60979,56858.88285,54028.24995,92254.33957,217540.4398,677601.9342,16900000,10612.57128,43100000,27797.0014,51208.27857,53249.60553,20400000,172426.4573,275337.1821,,112819.155,33178.96619,52258.62434,2331627.928,1.90E+07,12400000,21600000,3290.598208,,4783.104595,384653.0887,,,5350.094575,61557.0175,56873.33153,3498.993554,,202208.4316,82457.06022,31837.57233,2588556.725,82639.30143,3656.362896,3855.727937,133306.5632,110945.5772,94685.08424,2055256.761,2251203.592,6812.500723,18758.3176
756/367.1970mz/8.08min,3031965.927,3376343.044,3452186.32,3286784.725,3477839.572,323320.1539,4586137.917,771050.9834,1314740.932,1211828.921,1001370.474,1842520.85,1691127.85,3662828.119,3793992.195,964023.3691,1492438.931,607997.5879,3023835.421,2934220.686,5086162.683,3015048.421,1812150.337,7579589.697,1327797.982,1822269.87,1319800.562,1253466.902,3484153.265,3192048.432,1887981.413,5662603.443,5495561.935,,1943440.033,3599923.049,2478831.236,2492228.114,1872805.79,850924.8323,1196024.654,264706.3143,,2894045.728,1359498.081,2253.725977,,1405174.161,3320508.926,1196417.546,690526.1239,,1427018.155,2543921.552,1842432.799,7766486.092,4792011.542,729268.9893,1182073.938,1282206.084,4994278.347,2841655.385,8610940.734,6118165.295,4503633.733,6610958.41
757/471.0902mz/9.21min,7627978.015,1.30E+07,1.10E+07,13100000,10900000,1067997.319,10936.98768,,2319.637485,18700000,,32826.40534,150114.3587,3330.865966,4005.468223,128507.2753,23700000,6431.711689,35400000,29800000,16064.05155,78500000,2769.066096,14412.5822,,29900000,,16569.57105,58700000,24300000,3185.568033,,9004.878691,3167.153569,,95800000,,5556.895122,,,3693.404238,1498359.216,,,57379.75733,,,,6503.596348,55869.14312,,,,57400000,5196.448623,,6149.87584,3002.894824,,167637.667,33697.51332,67898.54471,5120.973472,4440.806982,,
758/429.1971mz/6.57min,3578686.806,4190006.056,4367054.102,4426861.006,4472091.858,8360.821304,104826.2769,265753.639,38862.56856,5426641.947,805846.3425,57138.1853,143546.5074,300787.9069,343300.7147,71135.91818,3194361.251,915178.3155,22500000,2275345.899,2082426.344,1430349.073,867244.4274,256725.2847,989553.736,4346680.745,788593.3838,743125.9416,851178.8327,20700000,1145521.842,812503.6395,1675574.999,,338629.4092,2397813.828,1.10E+07,16200000,687980.6511,2274899.602,917990.606,3320.020168,,5444408.523,545653.0942,2457.49615,,8016602.781,444061.4227,59860.18093,526160.0072,,8437459.764,1131397.972,9566993.408,12700000,3256742.568,808711.0238,6006602.172,213564.6503,1407991,336472.7886,13400000,11800000,5813804.961,5532041.177
759/148.0519mz/9.28min,3254597.426,3623607.9,3721768.651,3729194.277,3445440.508,,4194.88825,95406.50783,173618.7681,2186959.305,709843.4066,19405.0933,143172.9701,8684.285669,23002.69995,,71735.08073,9938.919023,8611805.456,3381913.019,616013.7661,28147.32998,1390431.153,1264111.879,3078280.118,1575498.299,896822.4539,4161930.404,4909671.37,7376184.024,3860198.736,62764.22204,1265122.67,,2155605.212,5903080.283,3747040.758,9826600.762,3123933.862,2569611.03,1685576.879,,,11200000,93616.1664,2058.854377,,359287.7555,311863.2692,5200.808291,605612.4982,,1485173.723,5594251.365,2534236.178,7683617.137,3584899.467,5312.286198,378177.5228,28806.33377,377922.4252,452218.5611,17400000,11800000,10600000,9616603.294
761/250.0722mz/2.97min,3443400.635,3623120.474,3674489.057,3851024.856,4067279.148,,1718122.887,396936.0244,450398.8611,132235.1991,216011.6241,1953002.216,6055269.619,1167281.597,1545801.173,804650.9529,5073.809883,1565466.538,363092.4962,585118.2868,1126833.444,71478.12506,381288.3784,1095401.798,559321.6262,432775.5253,9153442.537,1433642.255,453020.8336,564244.0888,387948.1686,833567.0492,1017675.665,,4191519.761,337069.6928,630820.4079,232908.168,3380788.516,6162074.233,9985255.786,,,310886.1305,1736641.626,,,6301922.755,1699434.495,1372634.106,112738.4619,,706500.0571,422108.7071,631575.9832,2036640.601,517518.242,1352297.336,5477888.557,3109753.857,2136622.392,6587199.581,1409366.334,1051624.135,480397.7242,312581.7232
764/445.2443mz/12.82min,2566310.794,2646771.429,2515537.356,2511000.109,2602422.607,2551004.38,2542951.656,2628065.97,2590798.954,2705969.069,2507953.222,2759085.009,2552195.374,2872426.469,2873826.832,2522220.576,2633700.245,2503688.435,2562603.244,2532643.366,2599733.283,2452446.6,2627030.738,2537989.878,2486406.383,2696903.993,2250657.273,2559620.266,2439893.952,2560764.524,2296835.927,2751384.326,2383040.132,2794787.907,2387472.499,2527461.403,2620419.899,2588713.702,2514277.693,2715613.135,2809549.385,2874866.907,2729799.042,2655769.115,2698887.41,2752540.596,2748895.147,2664476.369,2611092.847,2875699.232,2975256.92,2990400.967,2798335.544,2546538.994,2749752.539,2677728.092,2682654.623,2868432.614,2906427.269,2869570.501,2890926.844,2798376.574,2736474.346,2704329.076,2787236.251,2788670.712
770/698.3077mz/8.93min,2997554.828,3326217.919,3215465.107,3234411.647,3013681.791,10599.18275,527445.305,490271.7884,659785.9299,14291.36895,309846.1582,2724066.608,1452426.078,959900.5711,435265.0116,2364575.847,69905.19196,89879.48001,179399.4596,57986.91404,1615946.937,269537.5524,4298700.232,4242338.759,798258.4682,24771.68937,10300000,10600000,206264.0695,45422.47229,1224560.489,1061217.35,202512.1834,,19800000,659262.9841,628742.6935,2781307.941,1612853.043,2609576.811,2454311.483,7348.348401,,23862.6561,1.10E+07,,,318422.8585,6017722.332,1717972.777,208520.4538,,929931.0777,927078.9369,665277.9616,4807098.635,18100000,101174.5506,281505.4687,7187147.515,1166711.6,4443020.052,4678056.795,2954292.231,25907.06107,79653.25837
771/599.1964mz/9.44min,3077143.659,3448834.903,3483055.392,3289870.125,3493912.676,,3260963.442,707261.1094,159357.9174,12414.90283,4153906.159,8126173.383,3637269.927,2982545.648,2698054.935,4360690.053,94492.27321,480577.3479,162486.6589,142643.0811,4194585.176,66479.17731,1561226.322,6258561.214,610796.8919,82153.18901,726345.5479,11400000,166239.9291,143574.4837,951458.9484,4061871.892,5443879.558,,19400000,133855.3313,1857377.076,55891.37677,339186.0786,1039059.835,589310.9343,,,202478.1919,4858678.396,,,6278096.645,2285069.334,5375080.98,2870414.695,,1441541.926,157734.0042,1571310.372,6692594.568,7587885.147,387957.3914,4827752.946,4702953.106,4099519.661,3754632.979,7249616.793,6256436.135,305191.3982,587342.2143
775/117.0281mz/9.00min,3785409.259,4192008.339,4163560.203,4096616.851,3960574.043,32047.24406,29637.97868,189903.0371,368541.3734,109943.8406,4859112.55,67789.81716,53459.07037,74971.60972,83901.47835,91612.71369,54857.39411,1051184.373,96327.84506,65956.12585,67141.60683,93338.47029,7261011.062,75028.05811,669092.4431,36116.02232,12100000,34400000,55943.37595,46204.73145,1020980.719,62801.53392,37867.3443,61187.33821,58100000,136638.6084,2594518.483,371472.1982,2943801.079,5678377.116,5619411.379,76409.28839,49288.17915,906291.6564,47739.67789,77350.15486,27063.17404,5776139.927,65037.58313,50863.81326,4080602.35,145720.0128,3890539.737,121480.94,3189120.335,45261.07053,26600000,951534.735,4748065.802,26207.33869,51094.82984,61785.95297,103382.0023,51779.32596,696461.102,400676.4648
777/509.2364mz/12.23min,2534224.623,2577888.563,2620635.419,2900365.554,2736421.669,70858.82981,127123.4017,10063.40978,102791.2793,220298.7751,50918.60795,224815.9624,204040.2206,55097.13121,126644.4126,51953.30046,495972.9805,232454.4511,3567491.389,4450793.25,2700673.282,1728920.504,3681887.207,5900639.748,884768.6561,3017869.969,1655615.649,2384133.687,6639233.69,3017607.645,1220001.501,3909452.311,3015009.852,,2502786.347,4509289.477,2927170.177,2711806.251,2221924.938,122020.4613,883725.2231,57444.88131,,312445.7143,462238.687,,,480652.2249,4201992.986,146697.7155,43714.32506,,1817499.901,5045722.927,2375325.856,7807950.282,4216212.004,194053.0503,351915.5573,264145.0581,1447752.604,2434955.962,6898591.359,6247005.623,530887.345,731756.1176
778/667.2576mz/12.40min,2411074.261,2648377.715,2675935.839,2104759.567,2688796.269,,921022.4578,7208.219766,139144.2142,,501639.977,958254.5775,771060.6879,267743.27,513829.4961,681642.161,222872.3705,389102.0292,9981.200391,257496.6635,2743517.877,256722.532,2939987.522,5280429.002,28826.51717,180527.2926,494135.7884,6771987.544,7377.753574,22601.88999,85320.57629,4503121.996,4547042.787,,10900000,,3983929.402,6360.060176,190809.8389,25450.20527,314245.572,3924.244614,,23325.03384,1722943.83,,,1445205.548,4898433.876,537608.3924,435947.5912,,2415491.805,17149.87285,3053377.404,7258549.653,11400000,275531.5333,1492072.79,1136931.436,1898097.721,3706627.54,7239733.231,6344440.843,29749.01929,17212.50596
783/653.1358mz/3.61min,2510508.596,2953610.669,2955050.383,2949548.557,2906788.659,,,,,45455.04456,,21350.0831,5473.792236,,,6153.343857,230341.1896,16646.42742,6253180.515,5411863.222,3974280.592,,3109378.374,11200000,431040.612,2337041.126,255932.3896,1291869.231,1244332.158,6670360.291,976812.3394,5182252.814,2.00E+07,,6408330.601,1160933.213,2729295.58,4117147.159,707195.8654,23351.06402,200215.3682,,,6061124.766,742492.3975,,,29189.51925,2515359.669,5605.757095,,,2309444.723,741711.4868,2380520.778,1.90E+07,36100000,5360.281846,19439.20705,249408.7794,1134716.497,1115626.325,16500000,19800000,8884711.004,12600000
784/134.0344mz/7.34min,4218710.388,5100663.662,5104855.046,4761332.45,4734865.78,224022.2416,12143.47475,3554862.052,4475755.813,64510.63427,4907910.959,21246.17745,19426.92812,9516.485728,26194.3349,8622.105066,147160.5465,7164559.592,61766.33109,144360.7778,20227.91741,60096.04392,5125904.523,28256.94598,7563467.877,157378.528,5850029.699,6552568.294,116454.746,90129.9074,9967199.215,30897.39528,35163.34574,18162.3584,10300000,226128.8796,15100000,14300000,7140711.358,5184199.259,9183758.924,216383.9401,15983.6919,17100000,10078.77609,14304.12208,21449.9007,4328884.167,23737.76422,10054.16865,3897727.157,34159.47399,16400000,199602.7411,14900000,21517.84777,29900000,6544449.365,3387236.419,13482.95749,19707.45547,20521.15934,53028.10791,21561.44622,18700000,18700000
785/620.1256mz/5.65min,3427383.403,4160568.663,4146216.131,4275096.84,4695903.738,,85144.58545,917373.3455,1235413.309,,278481.0255,,173836.3127,50853.88206,141451.6464,,,50357.18244,,7972.402852,153170.2588,100972.3172,1432378.579,95572.15895,5624722.75,10080.91011,13900000,5344834.726,22118.15821,8651.333086,8209052.363,63563.33148,255244.9252,,16700000,21347.52507,1057097.249,159659.726,6710296.962,17800000,7170970.531,,,17685.73472,9152.979927,,,401506.7406,94465.81248,,95659.01801,,561896.206,22403.46984,486367.7202,41798.87088,900809.4464,89111.31784,282483.473,,101737.228,168172.2097,31833.97477,26416.26949,17620.17287,53316.20297
787/433.1135mz/7.90min,5023497.99,5833211.203,5883608.315,5928416.263,5971048.87,3946.279983,9151.321453,323937.7124,289487.5885,17706.15907,58489.40789,8676.45225,68885.95535,2937.311133,25713.54272,30779.28218,101414.9804,32448.67245,1455934.671,1555552.486,1977514.28,67838.50009,1773225.558,1858834.304,24300000,1736584.741,35100000,2555640.923,1839386.689,898678.6207,29600000,2408337.035,992343.1434,,570649.3934,1642737.507,2300982.295,4101517.781,24900000,16700000,39400000,,,3209914.911,2199550.298,2001.153127,2624.463516,3324423.059,1820378.857,4726.325479,37267.17593,,1279404.432,2429687.795,1472845.898,2074291.948,2050602.628,79535.22276,2728697.144,1477969.575,1082666.951,1112877.024,1753951.68,2353096.098,3560801.896,3835077.754
788/824.1112mz/6.68min,4302441.787,4825551.347,4776922.121,4783794.731,4429186.725,7219.081547,1032524.753,258143.8908,323218.8042,330650.003,1719359.796,,760804.3951,1109833.422,1200629.022,,4590171.477,,38368.6292,2021878.368,3067356.936,4735007.956,21557.139,1555856.911,748651.764,1566343.036,198297.0364,10600000,10591.10929,173894.8942,829220.2459,1917228.513,2613116.106,,11800000,7455.358359,9645.963486,,262322.9703,293523.9355,353474.0504,8131.519453,,401359.4305,,,,2181796.974,2040955.706,,1270402.584,,7064.295469,,8668.771501,18700000,5827067.408,3966.698818,1784379.851,,2158483.171,1467274.582,19500000,18900000,700854.1785,981289.1178
790/729.1269mz/7.42min,3147889.254,3181106.704,2926880.178,3138605.882,3361593.51,79462.13921,138960.6005,6837400.702,6466428.33,1534091.607,89343.19979,,160710.9233,11422.2292,24314.14831,,23607.95157,2549131.107,841288.8636,41879.45536,1350031.846,59392.59156,3007730.881,328069.7583,6683666.835,8828.143008,6172563.27,1545607.202,261761.4214,994307.1637,6212392.074,169851.5161,600621.3722,,1550111.344,179572.5687,2737361.238,779045.1454,5905515.622,6282282.533,5816976.722,107619.5015,,43311.99533,6331.087588,,,203158.8134,694021.9634,,54022.09588,,3092083.101,132051.8315,2994023.387,1025760.02,489475.7573,2350730.778,160262.4674,,836475.9647,552754.9446,1516081.243,1276320.559,78431.07838,88416.73402
791/521.1317mz/8.44min,3563325.211,3840706.431,3837001.325,3923381.664,3947977.996,,7685.53599,4919.680122,60254.14714,6460.132412,9504.279415,12730.68766,21023.8134,28287.64675,33515.44709,2887.290176,35752.86632,37530.8232,134039.0651,70607.37511,147908.1472,,4102.261245,765123.6881,15851.37236,26508.33321,513855.5578,27180.36949,43524.19903,151350.9355,32665.21958,170928.5992,426040.6651,,19181.10275,12175.59005,49819.3152,142916.0515,1061682.041,50564.7436,413786.8367,,,1026987.272,60282.56152,,,24552.73135,37219.49493,7534.511602,3346.25877,,69429.97942,26120.6778,63807.95166,46500000,890839.2325,63008.64297,11523.67071,50359.40928,40733.6608,42356.97082,48500000,56100000,2783123.005,4941210.475
795/405.2124mz/8.49min,3079548.042,3282794.863,3212481.311,3282949.195,3076364.661,,23580.38714,33654.438,27484.22579,22846.89794,11834.84681,20589.51358,19109.3386,9570.954792,18490.07304,15801.71982,15066.09232,26154.95916,6700344.4,3238414.218,2540483.731,24992.3202,4223392.41,7013002.589,2158660.669,1765940.25,488804.0226,1354694.881,2002308.827,6843654.527,3157639.164,5568105.1,2652518.551,,1910789.662,1164542.404,1.10E+07,4109594.12,1261192.266,67293.12552,291471.6119,,,2547372.6,320455.1898,,,341084.0594,2541162.458,13938.7562,16970.49163,,8819399.799,1806385.164,9637238.993,7408069.215,2816632.663,17560.26534,151171.2138,163127.2528,1492578.339,1451228.683,11300000,7970285.555,5487274.162,8386833.691
798/544.1245mz/4.04min,3014437.925,4000419.808,3600771.874,4304055.493,1976163.601,103046.3437,1231732.509,586297.8532,1227036.429,717652.9186,2175579.371,3817990.637,330625.6214,992076.1068,931284.8435,2555893.072,132878.1711,330353.6124,523702.7661,614178.1203,5186917.194,425016.2273,83628.19237,2292187.745,1831616.869,1172374.962,2955434.138,119340.1262,784745.1183,1394019.302,3088566.789,426750.7537,4570596.653,,1902485.113,1093421.045,918335.4019,997060.2334,1394965.485,2640015.79,3643509.99,94558.1736,,500740.4302,3449090.87,,,2536077.694,2907146.237,468725.6241,794055.3991,,758372.6545,350784.1948,703545.0705,1164621.991,888781.0407,426594.3541,1462650.775,3114707.385,891884.3085,1309915.579,1287599.599,448274.3416,266512.9919,301714.9348
799/507.1797mz/6.39min,2979118.595,3596842.472,3353728.461,3426319.779,3120428.685,43889.62697,478200.9505,169876.8125,248573.7325,48828.82301,60977.14359,172210.4021,1728344.56,355489.1568,247751.8932,88985.5616,148556.8431,130071.0033,5472490.464,3043155.917,1691853.446,2462941.03,593368.1417,3532269.837,1594237.272,1533064.545,8063077.425,5379674.288,3372565.576,3834393.419,2243651.527,1605264.713,4198283.981,,9610650.841,9000389.967,2013712.255,4138919.662,3179604.445,824688.6755,3213390.935,43517.21615,,3109237.413,167918.3768,,,4579581.305,4985785.874,173993.3716,59060.51749,,1725829.961,3409515.959,1680517.461,6351754.483,10800000,131981.508,3767687.035,300249.6017,1078329.802,3447151.496,6493396.832,5304150.572,5988500.262,7973575.06
801/511.0851mz/8.09min,3089031.987,3166272.638,3411611.074,3402591.459,3508924.656,,3841.539961,40146.83187,81864.65655,4272.548394,3253.788999,,,,4426.734271,4842.322324,6388.486963,39600000,,,152317.9273,,3802105.001,176568.3274,398093.3269,11279.75241,347894.6706,344455.5309,371233.4475,36859.92836,707221.3932,80159.7415,680257.0276,,281785.5949,924147.1767,1504808.747,45047.2423,383525.1918,137864.6566,358611.7091,4378.178654,,88852.05271,10138.80691,,,8767.366278,29994.34458,,,,1046011.784,304624.4636,1208118.833,315942.9519,108399.5337,37200000,5023.786184,9504.863203,81537.30518,8762.491763,388663.9381,404057.0929,136808.0815,193178.9972
804/389.1356mz/6.91min,3138094.217,3528687.751,4922612.27,3979108.467,6285194.473,234471.7973,6009176.51,2497158.675,2699345.353,2962883.165,6880164.107,4318618.585,10400000,5764478.391,10500000,7481082.28,2974364.347,19200000,2811397.854,2505011.207,4601751.332,3295221.367,851708.721,3965606.823,2654378.491,1018384.576,4145683.613,21300000,2212614.225,832473.277,3967491.067,5425118.056,3624027.42,,11100000,3504289.254,6764387.626,1595444.724,3601804.441,9620941.778,5863078.337,83358.94923,,11300000,5099707.597,,,11500000,4949829.86,4922095.753,4624784.731,,5411253.308,4718173.874,7709059.32,6311208.148,21900000,14200000,9190270.026,5039682.701,6696366.734,12400000,5774476.389,6002991.909,7088046.769,6333347.929
