"""Compound_tpj""","""met_class""","""Ontology_msdial""","Matching.Attribute","Matching.Attribute.1","Matching.Attribute.2","Modules_comb","Modules_ind","name","selected","shared name"
"NA","""Unk""","""null""","""X3225_407.2652_10.98_neg""","""X3225_407.2652_10.98_neg""","""X3225_407.2652_10.98_neg""","29","3","""X3225_407.2652_10.98_neg""","false","""X3225_407.2652_10.98_neg"""
"NA","""Unk""","""null""","""X3168_401.2176_9.27_neg""","""X3168_401.2176_9.27_neg""","""X3168_401.2176_9.27_neg""","3","3","""X3168_401.2176_9.27_neg""","false","""X3168_401.2176_9.27_neg"""
"NA","""Unk""","""null""","""X1576_519.0781_9.28_neg""","""X1576_519.0781_9.28_neg""","""X1576_519.0781_9.28_neg""","20","29","""X1576_519.0781_9.28_neg""","false","""X1576_519.0781_9.28_neg"""
"NA","""Unk""","""null""","""X1121_755.4080_10.34_neg""","""X1121_755.4080_10.34_neg""","""X1121_755.4080_10.34_neg""","43","58","""X1121_755.4080_10.34_neg""","false","""X1121_755.4080_10.34_neg"""
"""Hydroxycinnamoyl-tyrosine""","""Phenylpropanoid""","""N-cinnamoylanthranilic acids""","""X315_326.1020_7.73_neg""","""X315_326.1020_7.73_neg""","""X315_326.1020_7.73_neg""","20","70","""X315_326.1020_7.73_neg""","false","""X315_326.1020_7.73_neg"""
"NA","""Unk""","NA","""X3164_475.2470_8.28_neg""","""X3164_475.2470_8.28_neg""","""X3164_475.2470_8.28_neg""","3","3","""X3164_475.2470_8.28_neg""","false","""X3164_475.2470_8.28_neg"""
"NA","""Unk""","""null""","""X3151_594.1138_5.01_neg""","""X3151_594.1138_5.01_neg""","""X3151_594.1138_5.01_neg""","30","30","""X3151_594.1138_5.01_neg""","false","""X3151_594.1138_5.01_neg"""
"NA","""Unk""","""Flavonoid-3-O-glycosides""","""X311_755.2041_6.13_neg""","""X311_755.2041_6.13_neg""","""X311_755.2041_6.13_neg""","20","29","""X311_755.2041_6.13_neg""","false","""X311_755.2041_6.13_neg"""
"""Hydroxy jasmonic acid glucoside""","""Unk""","""Fatty acyl hexosides""","""X31_387.1664_5.70_neg""","""X31_387.1664_5.70_neg""","""X31_387.1664_5.70_neg""","28","28","""X31_387.1664_5.70_neg""","false","""X31_387.1664_5.70_neg"""
"NA","""Unk""","""Terpene glycosides""","""X3129_395.1917_4.95_neg""","""X3129_395.1917_4.95_neg""","""X3129_395.1917_4.95_neg""","52","69","""X3129_395.1917_4.95_neg""","false","""X3129_395.1917_4.95_neg"""
"NA","""Unk""","NA","""X3048_465.2698_9.46_neg""","""X3048_465.2698_9.46_neg""","""X3048_465.2698_9.46_neg""","4","3","""X3048_465.2698_9.46_neg""","false","""X3048_465.2698_9.46_neg"""
"NA","""Unk""","""null""","""X3045_485.2393_11.56_neg""","""X3045_485.2393_11.56_neg""","""X3045_485.2393_11.56_neg""","4","3","""X3045_485.2393_11.56_neg""","false","""X3045_485.2393_11.56_neg"""
"NA","""Unk""","""Tetracarboxylic acids and derivatives""","""X309_565.1927_7.61_neg""","""X309_565.1927_7.61_neg""","""X309_565.1927_7.61_neg""","51","68","""X309_565.1927_7.61_neg""","false","""X309_565.1927_7.61_neg"""
"NA","""Unk""","""Terpene glycosides""","""X307_685.2353_5.95_neg""","""X307_685.2353_5.95_neg""","""X307_685.2353_5.95_neg""","22","20","""X307_685.2353_5.95_neg""","false","""X307_685.2353_5.95_neg"""
"NA","""Unk""","""Unknown""","""X3004_173.0811_7.55_neg""","""X3004_173.0811_7.55_neg""","""X3004_173.0811_7.55_neg""","2","2","""X3004_173.0811_7.55_neg""","false","""X3004_173.0811_7.55_neg"""
"NA","""Unk""","""Unknown""","""X2956_429.2132_12.77_neg""","""X2956_429.2132_12.77_neg""","""X2956_429.2132_12.77_neg""","2","2","""X2956_429.2132_12.77_neg""","false","""X2956_429.2132_12.77_neg"""
"NA","""Unk""","""null""","""X2944_661.2715_11.37_neg""","""X2944_661.2715_11.37_neg""","""X2944_661.2715_11.37_neg""","1","1","""X2944_661.2715_11.37_neg""","false","""X2944_661.2715_11.37_neg"""
"NA","""Unk""","""null""","""X2924_471.0895_10.20_neg""","""X2924_471.0895_10.20_neg""","""X2924_471.0895_10.20_neg""","14","12","""X2924_471.0895_10.20_neg""","false","""X2924_471.0895_10.20_neg"""
"NA","""Unk""","""Formula predicted""","""X289_389.1824_9.29_neg""","""X289_389.1824_9.29_neg""","""X289_389.1824_9.29_neg""","48","64","""X289_389.1824_9.29_neg""","false","""X289_389.1824_9.29_neg"""
"""Feruloylglucose""","""Phenylpropanoid""","""Ferulic acid and derivatives""","""X146_355.0984_5.50_neg""","""X146_355.0984_5.50_neg""","""X146_355.0984_5.50_neg""","10","12","""X146_355.0984_5.50_neg""","false","""X146_355.0984_5.50_neg"""
"""Kaempferol-glc-xyl""","""Flavonoid""","""Unknown""","""X29_579.1360_7.01_neg""","""X29_579.1360_7.01_neg""","""X29_579.1360_7.01_neg""","20","22","""X29_579.1360_7.01_neg""","false","""X29_579.1360_7.01_neg"""
"NA","""Unk""","""Unknown""","""X2823_653.1745_7.80_neg""","""X2823_653.1745_7.80_neg""","""X2823_653.1745_7.80_neg""","4","3","""X2823_653.1745_7.80_neg""","false","""X2823_653.1745_7.80_neg"""
"NA","""Unk""","NA","""X277_587.3072_10.75_neg""","""X277_587.3072_10.75_neg""","""X277_587.3072_10.75_neg""","3","3","""X277_587.3072_10.75_neg""","false","""X277_587.3072_10.75_neg"""
"NA","""Unk""","""Formula predicted""","""X1330_501.1072_9.10_neg""","""X1330_501.1072_9.10_neg""","""X1330_501.1072_9.10_neg""","14","12","""X1330_501.1072_9.10_neg""","false","""X1330_501.1072_9.10_neg"""
"NA","""Unk""","""null""","""X2836_317.0629_8.40_neg""","""X2836_317.0629_8.40_neg""","""X2836_317.0629_8.40_neg""","8","7","""X2836_317.0629_8.40_neg""","false","""X2836_317.0629_8.40_neg"""
"NA","""Unk""","""null""","""X2711_675.2689_8.35_neg""","""X2711_675.2689_8.35_neg""","""X2711_675.2689_8.35_neg""","34","39","""X2711_675.2689_8.35_neg""","false","""X2711_675.2689_8.35_neg"""
"NA","""Unk""","NA","""X266_559.2759_12.23_neg""","""X266_559.2759_12.23_neg""","""X266_559.2759_12.23_neg""","7","6","""X266_559.2759_12.23_neg""","false","""X266_559.2759_12.23_neg"""
"NA","""Unk""","NA","""X1357_559.2760_12.47_neg""","""X1357_559.2760_12.47_neg""","""X1357_559.2760_12.47_neg""","7","6","""X1357_559.2760_12.47_neg""","false","""X1357_559.2760_12.47_neg"""
"NA","""Unk""","""null""","""X2689_487.2498_9.56_neg""","""X2689_487.2498_9.56_neg""","""X2689_487.2498_9.56_neg""","4","3","""X2689_487.2498_9.56_neg""","false","""X2689_487.2498_9.56_neg"""
"NA","""Unk""","""Unknown""","""X267_349.1827_5.36_neg""","""X267_349.1827_5.36_neg""","""X267_349.1827_5.36_neg""","35","42","""X267_349.1827_5.36_neg""","false","""X267_349.1827_5.36_neg"""
"NA","""Unk""","""Artemisinins""","""X2581_383.1716_7.60_neg""","""X2581_383.1716_7.60_neg""","""X2581_383.1716_7.60_neg""","46","62","""X2581_383.1716_7.60_neg""","false","""X2581_383.1716_7.60_neg"""
"NA","""Unk""","""p-Hydroxybenzoic acid alkyl esters""","""X2554_193.0862_12.32_neg""","""X2554_193.0862_12.32_neg""","""X2554_193.0862_12.32_neg""","2","2","""X2554_193.0862_12.32_neg""","false","""X2554_193.0862_12.32_neg"""
"NA","""Unk""","""Unknown""","""X252_315.0724_4.35_neg""","""X252_315.0724_4.35_neg""","""X252_315.0724_4.35_neg""","25","3","""X252_315.0724_4.35_neg""","false","""X252_315.0724_4.35_neg"""
"NA","""Unk""","""null""","""X247_677.2832_8.56_neg""","""X247_677.2832_8.56_neg""","""X247_677.2832_8.56_neg""","34","39","""X247_677.2832_8.56_neg""","false","""X247_677.2832_8.56_neg"""
"NA","""Unk""","""null""","""X2447_731.3502_10.57_neg""","""X2447_731.3502_10.57_neg""","""X2447_731.3502_10.57_neg""","4","3","""X2447_731.3502_10.57_neg""","false","""X2447_731.3502_10.57_neg"""
"NA","""Unk""","""Anthraquinones""","""X1817_269.0484_10.57_neg""","""X1817_269.0484_10.57_neg""","""X1817_269.0484_10.57_neg""","8","7","""X1817_269.0484_10.57_neg""","false","""X1817_269.0484_10.57_neg"""
"NA","""Unk""","""Flavin nucleotides""","""X2462_455.0988_11.27_neg""","""X2462_455.0988_11.27_neg""","""X2462_455.0988_11.27_neg""","14","12","""X2462_455.0988_11.27_neg""","false","""X2462_455.0988_11.27_neg"""
"NA","""Unk""","""Formula predicted""","""X14316_485.1081_11.53_neg""","""X14316_485.1081_11.53_neg""","""X14316_485.1081_11.53_neg""","14","12","""X14316_485.1081_11.53_neg""","false","""X14316_485.1081_11.53_neg"""
"NA","""Unk""","""null""","""X2401_337.1871_10.17_neg""","""X2401_337.1871_10.17_neg""","""X2401_337.1871_10.17_neg""","2","2","""X2401_337.1871_10.17_neg""","false","""X2401_337.1871_10.17_neg"""
"""Gentesic acid-glucoside""","""Unk""","""Phenolic glycosides""","""X24_315.0725_3.60_neg""","""X24_315.0725_3.60_neg""","""X24_315.0725_3.60_neg""","25","3","""X24_315.0725_3.60_neg""","false","""X24_315.0725_3.60_neg"""
"NA","""Unk""","""Unknown""","""X2416_201.1218_3.55_neg""","""X2416_201.1218_3.55_neg""","""X2416_201.1218_3.55_neg""","17","15","""X2416_201.1218_3.55_neg""","false","""X2416_201.1218_3.55_neg"""
"NA","""Unk""","""null""","""X2359_536.2041_9.16_neg""","""X2359_536.2041_9.16_neg""","""X2359_536.2041_9.16_neg""","34","39","""X2359_536.2041_9.16_neg""","false","""X2359_536.2041_9.16_neg"""
"NA","""Unk""","""Macrolides and analogues""","""X2385_321.1716_12.22_neg""","""X2385_321.1716_12.22_neg""","""X2385_321.1716_12.22_neg""","10","9","""X2385_321.1716_12.22_neg""","false","""X2385_321.1716_12.22_neg"""
"NA","""Unk""","""null""","""X1614_371.1253_9.03_neg""","""X1614_371.1253_9.03_neg""","""X1614_371.1253_9.03_neg""","45","61","""X1614_371.1253_9.03_neg""","false","""X1614_371.1253_9.03_neg"""
"NA","""Unk""","""null""","""X2342_471.0881_10.38_neg""","""X2342_471.0881_10.38_neg""","""X2342_471.0881_10.38_neg""","14","12","""X2342_471.0881_10.38_neg""","false","""X2342_471.0881_10.38_neg"""
"NA","""Unk""","""null""","""X2321_609.2193_9.03_neg""","""X2321_609.2193_9.03_neg""","""X2321_609.2193_9.03_neg""","15","13","""X2321_609.2193_9.03_neg""","false","""X2321_609.2193_9.03_neg"""
"NA","""Unk""","""null""","""X229_644.0086_4.96_neg""","""X229_644.0086_4.96_neg""","""X229_644.0086_4.96_neg""","10","12","""X229_644.0086_4.96_neg""","false","""X229_644.0086_4.96_neg"""
"NA","""Unk""","""null""","""X2236_855.3671_10.86_neg""","""X2236_855.3671_10.86_neg""","""X2236_855.3671_10.86_neg""","31","31","""X2236_855.3671_10.86_neg""","false","""X2236_855.3671_10.86_neg"""
"NA","""Unk""","""null""","""X2280_594.1561_4.09_neg""","""X2280_594.1561_4.09_neg""","""X2280_594.1561_4.09_neg""","41","56","""X2280_594.1561_4.09_neg""","false","""X2280_594.1561_4.09_neg"""
"NA","""Flavonoid""","""Flavonol O-glycosides""","""X225_549.0887_7.40_neg""","""X225_549.0887_7.40_neg""","""X225_549.0887_7.40_neg""","20","18","""X225_549.0887_7.40_neg""","false","""X225_549.0887_7.40_neg"""
"NA","""Unk""","""Tetracarboxylic acids and derivatives""","""X222_519.1873_7.61_neg""","""X222_519.1873_7.61_neg""","""X222_519.1873_7.61_neg""","51","68","""X222_519.1873_7.61_neg""","false","""X222_519.1873_7.61_neg"""
"NA","""Unk""","""Flavanones""","""X2213_271.0617_10.47_neg""","""X2213_271.0617_10.47_neg""","""X2213_271.0617_10.47_neg""","8","7","""X2213_271.0617_10.47_neg""","false","""X2213_271.0617_10.47_neg"""
"NA","""Unk""","""Amino acids""","""X2189_359.1207_3.63_neg""","""X2189_359.1207_3.63_neg""","""X2189_359.1207_3.63_neg""","50","67","""X2189_359.1207_3.63_neg""","false","""X2189_359.1207_3.63_neg"""
"NA","""Unk""","""null""","""X2194_663.2889_8.21_neg""","""X2194_663.2889_8.21_neg""","""X2194_663.2889_8.21_neg""","4","3","""X2194_663.2889_8.21_neg""","false","""X2194_663.2889_8.21_neg"""
"NA","""Unk""","""null""","""X2187_651.0872_5.68_neg""","""X2187_651.0872_5.68_neg""","""X2187_651.0872_5.68_neg""","20","24","""X2187_651.0872_5.68_neg""","false","""X2187_651.0872_5.68_neg"""
"NA","""Unk""","""null""","""X2204_501.3051_11.04_neg""","""X2204_501.3051_11.04_neg""","""X2204_501.3051_11.04_neg""","3","38","""X2204_501.3051_11.04_neg""","false","""X2204_501.3051_11.04_neg"""
"NA","""Unk""","NA","""X2198_471.1479_6.39_neg""","""X2198_471.1479_6.39_neg""","""X2198_471.1479_6.39_neg""","42","57","""X2198_471.1479_6.39_neg""","false","""X2198_471.1479_6.39_neg"""
"NA","""Unk""","""null""","""X2159_371.1323_6.28_neg""","""X2159_371.1323_6.28_neg""","""X2159_371.1323_6.28_neg""","23","21","""X2159_371.1323_6.28_neg""","false","""X2159_371.1323_6.28_neg"""
"NA","""Unk""","""null""","""X217_483.2170_8.58_neg""","""X217_483.2170_8.58_neg""","""X217_483.2170_8.58_neg""","13","3","""X217_483.2170_8.58_neg""","false","""X217_483.2170_8.58_neg"""
"NA","""Unk""","""null""","""X2127_361.1865_11.11_neg""","""X2127_361.1865_11.11_neg""","""X2127_361.1865_11.11_neg""","35","42","""X2127_361.1865_11.11_neg""","false","""X2127_361.1865_11.11_neg"""
"NA","""Unk""","""null""","""X1556_407.1895_7.28_neg""","""X1556_407.1895_7.28_neg""","""X1556_407.1895_7.28_neg""","10","9","""X1556_407.1895_7.28_neg""","false","""X1556_407.1895_7.28_neg"""
"NA","""Unk""","""null""","""X1109_465.2000_8.34_neg""","""X1109_465.2000_8.34_neg""","""X1109_465.2000_8.34_neg""","7","6","""X1109_465.2000_8.34_neg""","false","""X1109_465.2000_8.34_neg"""
"NA","""Unk""","""Phenolic glycosides""","""X2036_437.1068_7.77_neg""","""X2036_437.1068_7.77_neg""","""X2036_437.1068_7.77_neg""","8","7","""X2036_437.1068_7.77_neg""","false","""X2036_437.1068_7.77_neg"""
"NA","""Unk""","""Triterpene saponins""","""X986_1087.5707_10.11_neg""","""X986_1087.5707_10.11_neg""","""X986_1087.5707_10.11_neg""","47","63","""X986_1087.5707_10.11_neg""","false","""X986_1087.5707_10.11_neg"""
"""Kaempferol-glcA""","""Flavonoid""","""Flavonoid-3-O-glucuronides""","""X2_461.0733_7.67_neg""","""X2_461.0733_7.67_neg""","""X2_461.0733_7.67_neg""","20","29","""X2_461.0733_7.67_neg""","false","""X2_461.0733_7.67_neg"""
"NA","""Unk""","""Flavonol O-glycosides""","""X199_433.0800_7.33_neg""","""X199_433.0800_7.33_neg""","""X199_433.0800_7.33_neg""","20","18","""X199_433.0800_7.33_neg""","false","""X199_433.0800_7.33_neg"""
"NA","""Unk""","""Phenolic glycosides""","""X997_493.1408_10.84_neg""","""X997_493.1408_10.84_neg""","""X997_493.1408_10.84_neg""","29","7","""X997_493.1408_10.84_neg""","false","""X997_493.1408_10.84_neg"""
"NA","""Unk""","""null""","""X2007_677.2833_8.17_neg""","""X2007_677.2833_8.17_neg""","""X2007_677.2833_8.17_neg""","34","39","""X2007_677.2833_8.17_neg""","false","""X2007_677.2833_8.17_neg"""
"NA","""Unk""","""Unknown""","""X1978_579.1369_7.45_neg""","""X1978_579.1369_7.45_neg""","""X1978_579.1369_7.45_neg""","20","29","""X1978_579.1369_7.45_neg""","false","""X1978_579.1369_7.45_neg"""
"NA","""Saponin""","""Triterpene saponins""","""X966_973.5018_9.90_neg""","""X966_973.5018_9.90_neg""","""X966_973.5018_9.90_neg""","49","65","""X966_973.5018_9.90_neg""","false","""X966_973.5018_9.90_neg"""
"NA","""Unk""","""null""","""X1729_393.2113_7.30_neg""","""X1729_393.2113_7.30_neg""","""X1729_393.2113_7.30_neg""","3","26","""X1729_393.2113_7.30_neg""","false","""X1729_393.2113_7.30_neg"""
"NA","""Saponin""","""null""","""X3998_1135.5549_9.25_neg""","""X3998_1135.5549_9.25_neg""","""X3998_1135.5549_9.25_neg""","49","65","""X3998_1135.5549_9.25_neg""","false","""X3998_1135.5549_9.25_neg"""
"NA","""Unk""","""null""","""X1943_563.3048_8.26_neg""","""X1943_563.3048_8.26_neg""","""X1943_563.3048_8.26_neg""","4","3","""X1943_563.3048_8.26_neg""","false","""X1943_563.3048_8.26_neg"""
"NA","""Unk""","""Flavanonols""","""X1937_303.0527_7.21_neg""","""X1937_303.0527_7.21_neg""","""X1937_303.0527_7.21_neg""","8","7","""X1937_303.0527_7.21_neg""","false","""X1937_303.0527_7.21_neg"""
"""cis-3-Hexenyl b-primeveroside""","""Unk""","""Formula predicted""","""X195_393.1772_6.40_neg""","""X195_393.1772_6.40_neg""","""X195_393.1772_6.40_neg""","13","3","""X195_393.1772_6.40_neg""","false","""X195_393.1772_6.40_neg"""
"NA","""Unk""","""null""","""X1929_294.0981_6.14_neg""","""X1929_294.0981_6.14_neg""","""X1929_294.0981_6.14_neg""","41","56","""X1929_294.0981_6.14_neg""","false","""X1929_294.0981_6.14_neg"""
"NA","""Unk""","""Lipids""","""X8904_561.3240_8.34_neg""","""X8904_561.3240_8.34_neg""","""X8904_561.3240_8.34_neg""","3","38","""X8904_561.3240_8.34_neg""","false","""X8904_561.3240_8.34_neg"""
"NA","""Unk""","""Formula predicted""","""X1927_391.1621_7.41_neg""","""X1927_391.1621_7.41_neg""","""X1927_391.1621_7.41_neg""","2","2","""X1927_391.1621_7.41_neg""","false","""X1927_391.1621_7.41_neg"""
"NA","""Unk""","""null""","""X164_373.1424_7.63_neg""","""X164_373.1424_7.63_neg""","""X164_373.1424_7.63_neg""","45","61","""X164_373.1424_7.63_neg""","false","""X164_373.1424_7.63_neg"""
"NA","""Unk""","""null""","""X1935_533.2590_11.50_neg""","""X1935_533.2590_11.50_neg""","""X1935_533.2590_11.50_neg""","7","6","""X1935_533.2590_11.50_neg""","false","""X1935_533.2590_11.50_neg"""
"NA","""Unk""","""Lignan glycosides""","""X903_537.1979_6.15_neg""","""X903_537.1979_6.15_neg""","""X903_537.1979_6.15_neg""","44","60","""X903_537.1979_6.15_neg""","false","""X903_537.1979_6.15_neg"""
"""Caffeoyl tartaric acid""","""Phenylpropanoid""","""null""","""X19_311.0432_4.22_neg""","""X19_311.0432_4.22_neg""","""X19_311.0432_4.22_neg""","10","9","""X19_311.0432_4.22_neg""","false","""X19_311.0432_4.22_neg"""
"NA","""Unk""","""null""","""X1890_172.0611_5.21_neg""","""X1890_172.0611_5.21_neg""","""X1890_172.0611_5.21_neg""","39","2","""X1890_172.0611_5.21_neg""","false","""X1890_172.0611_5.21_neg"""
"NA","""Unk""","""Flavonoid-3-O-glycosides""","""X1926_433.0824_7.45_neg""","""X1926_433.0824_7.45_neg""","""X1926_433.0824_7.45_neg""","20","18","""X1926_433.0824_7.45_neg""","false","""X1926_433.0824_7.45_neg"""
"NA","""Unk""","""Formula predicted""","""X191_427.1967_6.63_neg""","""X191_427.1967_6.63_neg""","""X191_427.1967_6.63_neg""","6","5","""X191_427.1967_6.63_neg""","false","""X191_427.1967_6.63_neg"""
"""N-coumaroyl-aspartate""","""Phenylpropanoid""","""Formula predicted""","""X188_278.0675_5.30_neg""","""X188_278.0675_5.30_neg""","""X188_278.0675_5.30_neg""","22","20","""X188_278.0675_5.30_neg""","false","""X188_278.0675_5.30_neg"""
"NA","""Saponin""","""Triterpene saponins""","""X830_779.4591_12.92_neg""","""X830_779.4591_12.92_neg""","""X830_779.4591_12.92_neg""","47","63","""X830_779.4591_12.92_neg""","false","""X830_779.4591_12.92_neg"""
"NA","""Unk""","""Unknown""","""X1839_375.1663_10.50_neg""","""X1839_375.1663_10.50_neg""","""X1839_375.1663_10.50_neg""","2","2","""X1839_375.1663_10.50_neg""","false","""X1839_375.1663_10.50_neg"""
"""N-coumaroyl-aspartate""","""Phenylpropanoid""","""Formula predicted""","""X182_278.0676_5.01_neg""","""X182_278.0676_5.01_neg""","""X182_278.0676_5.01_neg""","22","20","""X182_278.0676_5.01_neg""","false","""X182_278.0676_5.01_neg"""
"NA","""Unk""","""null""","""X785_620.1256_5.65_neg""","""X785_620.1256_5.65_neg""","""X785_620.1256_5.65_neg""","30","30","""X785_620.1256_5.65_neg""","false","""X785_620.1256_5.65_neg"""
"NA","""Unk""","""null""","""X1852_747.3454_11.63_neg""","""X1852_747.3454_11.63_neg""","""X1852_747.3454_11.63_neg""","1","1","""X1852_747.3454_11.63_neg""","false","""X1852_747.3454_11.63_neg"""
"NA","""Unk""","""Terpene glycosides""","""X172_395.1922_5.57_neg""","""X172_395.1922_5.57_neg""","""X172_395.1922_5.57_neg""","35","42","""X172_395.1922_5.57_neg""","false","""X172_395.1922_5.57_neg"""
"NA","""Unk""","""null""","""X713_747.3458_11.04_neg""","""X713_747.3458_11.04_neg""","""X713_747.3458_11.04_neg""","1","1","""X713_747.3458_11.04_neg""","false","""X713_747.3458_11.04_neg"""
"NA","""Unk""","""Triterpene saponins""","""X679_1037.5332_13.06_neg""","""X679_1037.5332_13.06_neg""","""X679_1037.5332_13.06_neg""","1","43","""X679_1037.5332_13.06_neg""","false","""X679_1037.5332_13.06_neg"""
"NA","""Unk""","""null""","""X180_681.2429_5.86_neg""","""X180_681.2429_5.86_neg""","""X180_681.2429_5.86_neg""","22","20","""X180_681.2429_5.86_neg""","false","""X180_681.2429_5.86_neg"""
"NA","""Unk""","""null""","""X1816_729.3333_12.53_neg""","""X1816_729.3333_12.53_neg""","""X1816_729.3333_12.53_neg""","1","1","""X1816_729.3333_12.53_neg""","false","""X1816_729.3333_12.53_neg"""
"NA","""Saponin""","""null""","""X741_1213.6021_11.98_neg""","""X741_1213.6021_11.98_neg""","""X741_1213.6021_11.98_neg""","40","54","""X741_1213.6021_11.98_neg""","false","""X741_1213.6021_11.98_neg"""
"NA","""Unk""","""null""","""X16393_729.3325_12.49_neg""","""X16393_729.3325_12.49_neg""","""X16393_729.3325_12.49_neg""","1","1","""X16393_729.3325_12.49_neg""","false","""X16393_729.3325_12.49_neg"""
"NA","""Unk""","""Unknown""","""X1086_227.1286_11.27_neg""","""X1086_227.1286_11.27_neg""","""X1086_227.1286_11.27_neg""","48","64","""X1086_227.1286_11.27_neg""","false","""X1086_227.1286_11.27_neg"""
"""Saponin_Oleanolic acid der""","""Saponin""","""Triterpene saponins""","""X66_925.5178_12.66_neg""","""X66_925.5178_12.66_neg""","""X66_925.5178_12.66_neg""","47","63","""X66_925.5178_12.66_neg""","false","""X66_925.5178_12.66_neg"""
"NA","""Unk""","""null""","""X1588_371.1428_8.36_neg""","""X1588_371.1428_8.36_neg""","""X1588_371.1428_8.36_neg""","46","62","""X1588_371.1428_8.36_neg""","false","""X1588_371.1428_8.36_neg"""
"NA","""Unk""","""Flavonoid-3-O-glycosides""","""X670_417.0836_8.03_neg""","""X670_417.0836_8.03_neg""","""X670_417.0836_8.03_neg""","20","29","""X670_417.0836_8.03_neg""","false","""X670_417.0836_8.03_neg"""
"NA","""Unk""","""null""","""X617_363.1661_7.73_neg""","""X617_363.1661_7.73_neg""","""X617_363.1661_7.73_neg""","27","27","""X617_363.1661_7.73_neg""","false","""X617_363.1661_7.73_neg"""
"""Kaempferol-glc""","""Flavonoid""","""Flavonoid-3-O-glycosides""","""X177_447.0923_7.68_neg""","""X177_447.0923_7.68_neg""","""X177_447.0923_7.68_neg""","20","29","""X177_447.0923_7.68_neg""","false","""X177_447.0923_7.68_neg"""
"NA","""Unk""","""null""","""X1769_387.1505_8.87_neg""","""X1769_387.1505_8.87_neg""","""X1769_387.1505_8.87_neg""","45","61","""X1769_387.1505_8.87_neg""","false","""X1769_387.1505_8.87_neg"""
"NA","""Unk""","""Lignan glycosides""","""X6166_567.2090_7.64_neg""","""X6166_567.2090_7.64_neg""","""X6166_567.2090_7.64_neg""","44","60","""X6166_567.2090_7.64_neg""","false","""X6166_567.2090_7.64_neg"""
"NA","""Unk""","""null""","""X629_527.3224_12.38_neg""","""X629_527.3224_12.38_neg""","""X629_527.3224_12.38_neg""","3","38","""X629_527.3224_12.38_neg""","false","""X629_527.3224_12.38_neg"""
"NA","""Unk""","""null""","""X581_352.1039_5.48_neg""","""X581_352.1039_5.48_neg""","""X581_352.1039_5.48_neg""","13","3","""X581_352.1039_5.48_neg""","false","""X581_352.1039_5.48_neg"""
"NA","""Unk""","""Unknown""","""X185_239.0573_5.19_neg""","""X185_239.0573_5.19_neg""","""X185_239.0573_5.19_neg""","16","14","""X185_239.0573_5.19_neg""","false","""X185_239.0573_5.19_neg"""
"NA","""Unk""","NA","""X1557_373.1144_6.62_neg""","""X1557_373.1144_6.62_neg""","""X1557_373.1144_6.62_neg""","8","7","""X1557_373.1144_6.62_neg""","false","""X1557_373.1144_6.62_neg"""
"NA","""Unk""","""null""","""X612_249.1131_12.59_neg""","""X612_249.1131_12.59_neg""","""X612_249.1131_12.59_neg""","2","2","""X612_249.1131_12.59_neg""","false","""X612_249.1131_12.59_neg"""
"NA","""Unk""","""null""","""X605_661.2727_10.69_neg""","""X605_661.2727_10.69_neg""","""X605_661.2727_10.69_neg""","1","1","""X605_661.2727_10.69_neg""","false","""X605_661.2727_10.69_neg"""
"NA","""Unk""","""Flavonol O-glycosides""","""X174_301.0355_9.51_neg""","""X174_301.0355_9.51_neg""","""X174_301.0355_9.51_neg""","20","59","""X174_301.0355_9.51_neg""","false","""X174_301.0355_9.51_neg"""
"NA","""Unk""","""null""","""X1117_547.3127_9.50_neg""","""X1117_547.3127_9.50_neg""","""X1117_547.3127_9.50_neg""","4","3","""X1117_547.3127_9.50_neg""","false","""X1117_547.3127_9.50_neg"""
"NA","""Unk""","""Unknown""","""X532_293.1243_4.98_neg""","""X532_293.1243_4.98_neg""","""X532_293.1243_4.98_neg""","2","2","""X532_293.1243_4.98_neg""","false","""X532_293.1243_4.98_neg"""
"NA","""Unk""","""Unknown""","""X175_609.1472_6.21_neg""","""X175_609.1472_6.21_neg""","""X175_609.1472_6.21_neg""","20","29","""X175_609.1472_6.21_neg""","false","""X175_609.1472_6.21_neg"""
"NA","""Unk""","""null""","""X548_435.2200_5.27_neg""","""X548_435.2200_5.27_neg""","""X548_435.2200_5.27_neg""","36","45","""X548_435.2200_5.27_neg""","false","""X548_435.2200_5.27_neg"""
"NA","""Unk""","""Formula predicted""","""X491_447.1303_11.24_neg""","""X491_447.1303_11.24_neg""","""X491_447.1303_11.24_neg""","8","7","""X491_447.1303_11.24_neg""","false","""X491_447.1303_11.24_neg"""
"NA","""Unk""","""null""","""X168_241.0365_3.06_neg""","""X168_241.0365_3.06_neg""","""X168_241.0365_3.06_neg""","27","27","""X168_241.0365_3.06_neg""","false","""X168_241.0365_3.06_neg"""
"NA","""Unk""","""Terpene glycosides""","""X488_415.1973_7.66_neg""","""X488_415.1973_7.66_neg""","""X488_415.1973_7.66_neg""","9","8","""X488_415.1973_7.66_neg""","false","""X488_415.1973_7.66_neg"""
"NA","""Unk""","""null""","""X1713_755.4079_10.41_neg""","""X1713_755.4079_10.41_neg""","""X1713_755.4079_10.41_neg""","43","58","""X1713_755.4079_10.41_neg""","false","""X1713_755.4079_10.41_neg"""
"NA","""Unk""","""Formula predicted""","""X511_337.1504_4.50_neg""","""X511_337.1504_4.50_neg""","""X511_337.1504_4.50_neg""","3","26","""X511_337.1504_4.50_neg""","false","""X511_337.1504_4.50_neg"""
