"","MD_11","MD_12","MD_14","MD_15","MD_16","MD_17","MD_18","MW_1","MW_10","MW_2","MW_3","MW_5","MW_6","MW_8","MW_9"
"Module_54",-3.87147880114904,0.650681609144245,-0.348115167286807,-3.09769326613319,-2.19007520643521,-1.45181928616165,-1.99504343702854,0.963775190902488,2.8268350391809,2.14471521854768,0.711451769023937,0.93284235558974,0.869459439347387,1.36337334906159,2.49109119339644
"Module_55",-0.590701346067158,-2.33400231273935,3.71924389569234,-0.0219530934258552,0.706855917193976,0.685607977853455,0.389862573305096,-0.730491164515906,-1.13011076614671,-0.0588883360589177,-0.359792881779759,0.837312412978931,-0.923339213373937,-0.707270506981311,0.517666844065073
"Module_56",-2.50811515381052,-2.56773548780401,0.282740489942547,-1.70713477633188,-0.177644281532969,-0.323036167199243,-0.819973813952005,-0.301069073152205,2.61911555172799,1.02372732641797,-0.0713834327281618,1.91171307830429,-0.273348341171432,0.121395485171269,2.79074859611835
"Module_57",-1.25674791226423,1.72595868501822,-0.099552073492404,-0.930626706277973,-0.405614630802159,0.902495989128357,-1.2605396011707,1.7275092088067,0.223756713497954,1.76697804488912,-4.28208591500194,-0.280630436246759,2.0305733083564,-0.0995974377200948,0.238122763279529
"Module_58",-5.09892013850008,-6.20402007771677,0.164514634907625,-2.40860285513535,-0.70156119939475,-0.330261573636098,-0.0976697001156151,-0.896785691594645,4.3035560663893,1.95434390177836,1.0435897990742,3.68969992811594,0.716389094229136,-0.114724613662988,3.98045242526171
"Module_59",-0.937765360407941,-1.56042161081632,-1.16981452531497,-0.807477757915149,0.207644554876161,-0.157787375734062,0.508965370751826,-0.0754025397506841,1.6210278398511,2.57656578860736,1.54631897983032,-0.59448571123075,-0.223400606092313,-1.95653858421249,1.02257153755797
"Module_60",-2.08991313131882,-1.85086789306556,0.987726448790983,-1.51310736458623,-0.346391463801248,-0.456398763469611,-0.834818427555138,-0.477911937071017,2.65917657658841,0.852214353286715,-0.0661547449926437,1.77816448920923,-0.535706226483452,-0.901166148136136,2.79515423260451
"Module_61",0.0758882355289072,2.07024338326688,2.68448967256644,0.696534420985772,0.202686699676017,-1.23384391776473,-0.187998221504859,-0.302239354837277,2.03001211069797,-2.03203278523403,-1.12981276151223,-1.61852240605181,-0.847777294859504,1.94845753438898,-2.35608531534654
"Module_62",-2.53611188586019,0.916062696207774,-0.964307725529554,-1.24017498103409,1.27264598877023,0.864028341378321,-0.155911955549896,-1.28213414670109,-0.555647834177561,0.251286925038257,0.225867524387242,0.428771948497793,1.26257735543367,2.45863761022677,-0.945589861087675
"Module_63",-1.30102226515344,0.0445764960760662,0.496085713134992,-1.4438263231775,0.366969338093875,0.599573596821087,-0.241146892873572,0.525801267049744,-1.04513684822842,0.607515958804584,1.92257044272204,2.48100788164927,0.756994177885389,-1.82247964569104,-1.94748289711306
"Module_64",-1.55186181926169,-1.35057384154084,0.812857966660358,-0.271864217758895,-0.599228626864216,-1.20497314681926,0.0731832015354941,-0.260674539368547,0.10931905687984,0.298065542302936,4.10162096039864,0.872428868748764,-0.749889166454072,-0.768554913708704,0.490144675250207
"Module_65",0.679325189820626,-1.60404933676767,-3.72993899191894,1.31559828899165,-0.760453161448596,0.491068548426415,-0.579573664589217,-0.82288414540385,3.63659258980181,0.925181612675324,-0.209378492404847,-0.41374868274895,-1.10877169871079,-0.880609911674638,3.06164185595166
"Module_66",-1.08685970625105,1.32947726276678,0.177231387497557,-0.454820524449987,-0.822270401091199,-1.54160301247658,-1.12122139147395,-0.807492519212168,1.53483806750042,-0.344826865674404,2.25920823709418,1.44996865384579,-1.82886788998603,1.28709534382312,-0.0298566419124756
"Module_67",-1.40810080919747,0.775248301560662,-0.452226156062473,-2.28145894482169,0.434833238584232,-0.546671788009426,-0.577248092463425,2.04394365916487,0.738274631925178,1.66957154328385,-2.04069387930953,1.26651514976998,-1.06066010530432,0.566264553624202,0.872408697255332
"Module_68",-1.86020754873237,-1.56001205337704,-1.02815575221467,-0.623218950020236,0.202168702130709,0.864060935302387,-0.452601701439446,1.01854960578375,1.76938137728641,1.78992382300781,-0.341878700807794,0.920346181123294,0.145235139692828,-2.15723323510641,1.31364217737077
"Module_69",-2.78869134529882,-2.28160956897817,1.53098497133789,-1.63475570789801,-1.0315689181633,-1.01892881156357,-0.957822144990393,-0.79859552164766,2.69575779256981,1.51670603681491,1.59571625304554,3.03826648495937,-1.2404851686954,-0.753840863482027,2.12886651198982
"Module_70",-2.96043395263839,-0.596127042664625,-0.468878107123091,-2.41068836469988,-1.33609565584692,-0.591201759754002,-0.644132884535231,0.6857414421273,2.61274950902143,1.26332269678863,1.83736309449764,0.815393235094241,0.224371144499992,-0.0641734713157885,1.63279011654871
"Module_71",-1.74261223044015,-1.2731441564163,-2.10098411014918,-3.46241093832009,-0.854331722031273,-0.0143641769274388,-0.182561683663012,1.68378305024366,1.88776740258916,1.6867209277239,1.62911925668276,1.0792973343134,0.770356163517709,0.139530083096426,0.753834799780389
"Module_72",-3.34908566629536,-0.920134236321106,0.0917569593009913,0.142122011521636,-0.771968263008343,0.541851123144998,-0.454160799902016,2.22204571634445,0.272814909600259,0.661830001228461,-1.12792803742829,-0.557342399918954,1.39186486994466,1.0881255046863,0.76820830710234
"Module_73",-2.0195157337773,-1.37839547007359,1.48807844157733,-1.7714444903416,-0.924992515373992,-1.51718246419512,1.13597658125653,-1.54035455701837,0.428966168051032,0.453991876999153,0.653848224327447,0.692396188517986,1.07209639790871,1.9335199786631,1.29301137347868
"Module_74",-1.29237738667336,1.39674097559707,-1.9579839503637,-2.52508049766276,-1.65081123404709,-1.49606041332945,-0.531871831444553,0.140578781695364,3.09382294138012,0.0411510741731127,1.33392720257808,-0.620971149673748,0.545129562563105,1.70505221403958,1.81875371116825
"Module_75",-2.88762559571399,-0.757983178520459,0.0539961400828102,-1.64197200075627,0.557442184250868,0.986206379922497,-1.32362305816508,0.652190923715908,0.258967677503659,1.52989092241169,0.0296148113769457,2.153893110528,-0.0940813465357812,0.763581140278837,-0.280498110379629
"Module_76",-0.850046836051984,0.730609148146587,0.766420512741646,-1.37139971152875,0.204657093720064,1.30558306382363,-0.738690957158834,0.196736845276495,-0.520122370952956,-1.55843954550986,1.68119137537772,1.3706725727151,-2.38080388247344,1.71408373867067,-0.550451046796177
"Module_77",-2.43802094420205,-1.09026185222637,-0.381776665546341,-1.45677257564354,-1.970079730918,0.461238657138992,1.90912592950406,0.258036229878737,1.58024023172942,1.09590041500357,0.293790491442395,1.52623052563156,0.263178795956893,-0.845283251137423,0.794453743388103
"Module_78",-4.18303986997133,-3.21743287484624,2.36219369554814,1.13074494803187,1.51191914794164,1.56622936714526,0.604196166638544,1.15384385275265,0.708199645837686,-0.396951094126424,1.82824580355402,0.485738564427194,-0.119103043283236,-4.21573395131161,0.780949641661836
"Module_79",-1.16789201158415,1.74138963717515,-0.525540759019881,-2.04239376105063,1.7226650562477,1.45488735945561,-1.25375436334645,1.33012327431262,0.153651029412301,0.278039507353841,-0.631988031360584,-0.366019324180684,-1.88573018987129,-0.450549972248018,1.64311254870446
